filename,injection,file_type,sample_id,container_id,Ionization.mode
20262605_dbgi_009094_01,88,sample,dbgi_009094,20262605_dbgi_009094_01,positive
20262605_dbgi_004291_01,89,sample,dbgi_004291,20262605_dbgi_004291_01,positive
20262605_dbgi_008601_01,90,sample,dbgi_008601,20262605_dbgi_008601_01,positive
20262605_dbgi_009251_01,91,sample,dbgi_009251,20262605_dbgi_009251_01,positive
20262605_dbgi_009142_01,92,sample,dbgi_009142,20262605_dbgi_009142_01,positive
20262605_dbgi_008789_01,93,sample,dbgi_008789,20262605_dbgi_008789_01,positive
20262605_dbgi_006607_01,94,sample,dbgi_006607,20262605_dbgi_006607_01,positive
20262605_dbgi_009023_01,95,sample,dbgi_009023,20262605_dbgi_009023_01,positive
20262605_dbgi_008778_01,96,sample,dbgi_008778,20262605_dbgi_008778_01,positive
20262605_dbgi_007053_01,97,sample,dbgi_007053,20262605_dbgi_007053_01,positive
20262605_dbgi_009299_01,98,sample,dbgi_009299,20262605_dbgi_009299_01,positive
20262605_dbgi_007061_01,99,sample,dbgi_007061,20262605_dbgi_007061_01,positive
20262605_dbgi_008811_01,100,sample,dbgi_008811,20262605_dbgi_008811_01,positive
20262605_dbgi_009246_01,101,sample,dbgi_009246,20262605_dbgi_009246_01,positive
20262605_dbgi_006878_01,102,sample,dbgi_006878,20262605_dbgi_006878_01,positive
20261303_Mazz_Sample_dbgi_008506_02_01,103,sample,dbgi_008506,20261303_Mazz_Sample_dbgi_008506_02_01,positive
20261303_Mazz_Sample_dbgi_008498_02_01,104,sample,dbgi_008498,20261303_Mazz_Sample_dbgi_008498_02_01,positive
20261303_Mazz_Sample_dbgi_008417_01,105,sample,dbgi_008417,20261303_Mazz_Sample_dbgi_008417_01,positive
20261203_Mazz_Sample_dbgi_008485_02_01,106,sample,dbgi_008485,20261203_Mazz_Sample_dbgi_008485_02_01,positive
20261203_Mazz_Sample_dbgi_008485_01,107,sample,dbgi_008485,20261203_Mazz_Sample_dbgi_008485_01,positive
20261203_Mazz_Sample_dbgi_008482_01,108,sample,dbgi_008482,20261203_Mazz_Sample_dbgi_008482_01,positive
20261203_Mazz_Sample_dbgi_008480_01,109,sample,dbgi_008480,20261203_Mazz_Sample_dbgi_008480_01,positive
20261203_Mazz_Sample_dbgi_008477_01,110,sample,dbgi_008477,20261203_Mazz_Sample_dbgi_008477_01,positive
20261203_Mazz_Sample_dbgi_008429_02_01,111,sample,dbgi_008429,20261203_Mazz_Sample_dbgi_008429_02_01,positive
20261203_Mazz_Sample_dbgi_008427_01,112,sample,dbgi_008427,20261203_Mazz_Sample_dbgi_008427_01,positive
20261203_Mazz_Sample_dbgi_008425_01,113,sample,dbgi_008425,20261203_Mazz_Sample_dbgi_008425_01,positive
20261103_Mazz_Sample_dbgi_008429_01,114,sample,dbgi_008429,20261103_Mazz_Sample_dbgi_008429_01,positive
20261103_Mazz_Sample_dbgi_008418_01,115,sample,dbgi_008418,20261103_Mazz_Sample_dbgi_008418_01,positive
20261003_Mazz_Sample_dbgi_008497_01,116,sample,dbgi_008497,20261003_Mazz_Sample_dbgi_008497_01,positive
20261003_Mazz_Sample_dbgi_008471_01,117,sample,dbgi_008471,20261003_Mazz_Sample_dbgi_008471_01,positive
20261003_Mazz_Sample_dbgi_008463_01,118,sample,dbgi_008463,20261003_Mazz_Sample_dbgi_008463_01,positive
20261003_Mazz_Sample_dbgi_008447_01,119,sample,dbgi_008447,20261003_Mazz_Sample_dbgi_008447_01,positive
20261003_Mazz_Sample_dbgi_008411_01,120,sample,dbgi_008411,20261003_Mazz_Sample_dbgi_008411_01,positive
20261003_Mazz_Sample_dbgi_008409_01,121,sample,dbgi_008409,20261003_Mazz_Sample_dbgi_008409_01,positive
20261003_Mazz_Sample_dbgi_008391_01,122,sample,dbgi_008391,20261003_Mazz_Sample_dbgi_008391_01,positive
20260903_Mazz_Sample_dbgi_008625_01,123,sample,dbgi_008625,20260903_Mazz_Sample_dbgi_008625_01,positive
20260903_Mazz_Sample_dbgi_008531_01,124,sample,dbgi_008531,20260903_Mazz_Sample_dbgi_008531_01,positive
20260903_Mazz_Sample_dbgi_008505_01,125,sample,dbgi_008505,20260903_Mazz_Sample_dbgi_008505_01,positive
20260903_Mazz_Sample_dbgi_008496_01,126,sample,dbgi_008496,20260903_Mazz_Sample_dbgi_008496_01,positive
20260903_Mazz_Sample_dbgi_008380_01,127,sample,dbgi_008380,20260903_Mazz_Sample_dbgi_008380_01,positive
20262605_blank.mzML,Blank,blank,Blank,20262605_blank.mzML,positive
20262605_QC_1.mzML,QC,qc,QC,20262605_QC_1.mzML,positive
20262605_QC_2.mzML,QC,qc,QC,20262605_QC_2.mzML,positive
20262605_QC_3.mzML,QC,qc,QC,20262605_QC_3.mzML,positive
20262605_QC_4.mzML,QC,qc,QC,20262605_QC_4.mzML,positive
20262605_QC_5.mzML,QC,qc,QC,20262605_QC_5.mzML,positive
20262605_QC_6.mzML,QC,qc,QC,20262605_QC_6.mzML,positive
