csv_row_number	filename	normalized_filename	file_type	injection	sample_id	container_id	csv_ionization_mode	ms_parent_level	is_sample_file	has_required_csv_identifiers	dried_material_present	dried_samples_data_id	original_sample_container_id	extraction_sample_container_present	extraction_data_id	extraction_sample_container_id	expected_extraction_container_id	aliquot_sample_container_present	aliquoting_data_id	aliquot_sample_container_id	target_ms_parent_container_id	existing_ms_data_id	ready_for_ms_data_import	status	reason
12	20261603_Mazz_Sample_drog_000208_01	20261603_Mazz_Sample_drog_000208_01	sample	1	drog_000208	drog_000208_01	positive	extraction	true	true	false			false				false				4490	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
13	20261603_Mazz_Sample_drog_000127_01	20261603_Mazz_Sample_drog_000127_01	sample	1	drog_000127	drog_000127_01	positive	extraction	true	true	false			false				false				4491	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
14	20261603_Mazz_Sample_drog_000454_01	20261603_Mazz_Sample_drog_000454_01	sample	1	drog_000454	drog_000454_01	positive	extraction	true	true	false			false				false				4492	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
15	20261603_Mazz_Sample_drog_000021_01	20261603_Mazz_Sample_drog_000021_01	sample	1	drog_000021	drog_000021_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
16	20261603_Mazz_Sample_drog_000159_01	20261603_Mazz_Sample_drog_000159_01	sample	1	drog_000159	drog_000159_01	positive	extraction	true	true	false			false				false				4493	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
17	20261603_Mazz_Sample_drog_000264_01	20261603_Mazz_Sample_drog_000264_01	sample	1	drog_000264	drog_000264_01	positive	extraction	true	true	false			false				false				4494	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
18	20261603_Mazz_Sample_drog_000389_01	20261603_Mazz_Sample_drog_000389_01	sample	1	drog_000389	drog_000389_01	positive	extraction	true	true	false			false				false				4495	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
19	20261603_Mazz_Sample_drog_000261_01	20261603_Mazz_Sample_drog_000261_01	sample	1	drog_000261	drog_000261_01	positive	extraction	true	true	false			false				false				4496	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
20	20261603_Mazz_Sample_drog_000529_01	20261603_Mazz_Sample_drog_000529_01	sample	1	drog_000529	drog_000529_01	positive	extraction	true	true	false			false				false				4497	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
21	20261603_Mazz_Sample_drog_000056_01	20261603_Mazz_Sample_drog_000056_01	sample	1	drog_000056	drog_000056_01	positive	extraction	true	true	false			false				false				4498	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
22	20261603_Mazz_Sample_drog_000197_01	20261603_Mazz_Sample_drog_000197_01	sample	1	drog_000197	drog_000197_01	positive	extraction	true	true	false			false				false				4499	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
23	20261603_Mazz_Sample_drog_000297_01	20261603_Mazz_Sample_drog_000297_01	sample	1	drog_000297	drog_000297_01	positive	extraction	true	true	false			false				false				4500	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
24	20261603_Mazz_Sample_drog_000132_01	20261603_Mazz_Sample_drog_000132_01	sample	1	drog_000132	drog_000132_01	positive	extraction	true	true	false			false				false				4501	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
25	20261603_Mazz_Sample_drog_000464_01	20261603_Mazz_Sample_drog_000464_01	sample	1	drog_000464	drog_000464_01	positive	extraction	true	true	false			false				false				4502	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
26	20261603_Mazz_Sample_drog_000411_01	20261603_Mazz_Sample_drog_000411_01	sample	1	drog_000411	drog_000411_01	positive	extraction	true	true	false			false				false				4503	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
27	20261603_Mazz_Sample_drog_000503_01	20261603_Mazz_Sample_drog_000503_01	sample	1	drog_000503	drog_000503_01	positive	extraction	true	true	false			false				false				4504	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
28	20261603_Mazz_Sample_drog_000195_01	20261603_Mazz_Sample_drog_000195_01	sample	1	drog_000195	drog_000195_01	positive	extraction	true	true	false			false				false				4505	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
29	20261603_Mazz_Sample_drog_000325_01	20261603_Mazz_Sample_drog_000325_01	sample	1	drog_000325	drog_000325_01	positive	extraction	true	true	false			false				false				4506	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
30	20261603_Mazz_Sample_drog_000174_01	20261603_Mazz_Sample_drog_000174_01	sample	1	drog_000174	drog_000174_01	positive	extraction	true	true	false			false				false				4507	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
31	20261603_Mazz_Sample_drog_000353_01	20261603_Mazz_Sample_drog_000353_01	sample	1	drog_000353	drog_000353_01	positive	extraction	true	true	false			false				false				4508	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
32	20261603_Mazz_Sample_drog_000198_01	20261603_Mazz_Sample_drog_000198_01	sample	1	drog_000198	drog_000198_01	positive	extraction	true	true	false			false				false				4509	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
33	20261603_Mazz_Sample_drog_000398_01	20261603_Mazz_Sample_drog_000398_01	sample	1	drog_000398	drog_000398_01	positive	extraction	true	true	false			false				false				4510	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
34	20261603_Mazz_Sample_drog_000544_01	20261603_Mazz_Sample_drog_000544_01	sample	1	drog_000544	drog_000544_01	positive	extraction	true	true	false			false				false				4511	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
35	20261603_Mazz_Sample_drog_000423_01	20261603_Mazz_Sample_drog_000423_01	sample	1	drog_000423	drog_000423_01	positive	extraction	true	true	false			false				false				4512	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
36	20261603_Mazz_Sample_drog_000463_01	20261603_Mazz_Sample_drog_000463_01	sample	1	drog_000463	drog_000463_01	positive	extraction	true	true	false			false				false				4513	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
37	20261603_Mazz_Sample_drog_000414_01	20261603_Mazz_Sample_drog_000414_01	sample	1	drog_000414	drog_000414_01	positive	extraction	true	true	false			false				false				4514	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
38	20261603_Mazz_Sample_drog_000157_01	20261603_Mazz_Sample_drog_000157_01	sample	1	drog_000157	drog_000157_01	positive	extraction	true	true	false			false				false				4515	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
39	20261603_Mazz_Sample_drog_000569_01	20261603_Mazz_Sample_drog_000569_01	sample	1	drog_000569	drog_000569_01	positive	extraction	true	true	false			false				false				4516	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
40	20261603_Mazz_Sample_drog_000346_01	20261603_Mazz_Sample_drog_000346_01	sample	1	drog_000346	drog_000346_01	positive	extraction	true	true	false			false				false				4517	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
41	20261603_Mazz_Sample_drog_000005_01	20261603_Mazz_Sample_drog_000005_01	sample	1	drog_000005	drog_000005_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
42	20261603_Mazz_Sample_drog_000509_01	20261603_Mazz_Sample_drog_000509_01	sample	1	drog_000509	drog_000509_01	positive	extraction	true	true	false			false				false				4518	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
43	20261603_Mazz_Sample_drog_000428_01	20261603_Mazz_Sample_drog_000428_01	sample	1	drog_000428	drog_000428_01	positive	extraction	true	true	false			false				false				4519	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
44	20261603_Mazz_Sample_drog_000436_01	20261603_Mazz_Sample_drog_000436_01	sample	1	drog_000436	drog_000436_01	positive	extraction	true	true	false			false				false				4520	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
45	20261603_Mazz_Sample_drog_000138_01	20261603_Mazz_Sample_drog_000138_01	sample	1	drog_000138	drog_000138_01	positive	extraction	true	true	false			false				false				4521	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
46	20261603_Mazz_Sample_drog_000375_01	20261603_Mazz_Sample_drog_000375_01	sample	1	drog_000375	drog_000375_01	positive	extraction	true	true	false			false				false				4522	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
47	20261603_Mazz_Sample_drog_000082_01	20261603_Mazz_Sample_drog_000082_01	sample	1	drog_000082	drog_000082_01	positive	extraction	true	true	false			false				false				4523	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
48	20261603_Mazz_Sample_drog_000562_01	20261603_Mazz_Sample_drog_000562_01	sample	1	drog_000562	drog_000562_01	positive	extraction	true	true	false			false				false				4524	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
49	20261603_Mazz_Sample_drog_000528_01	20261603_Mazz_Sample_drog_000528_01	sample	1	drog_000528	drog_000528_01	positive	extraction	true	true	false			false				false				4525	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
50	20261603_Mazz_Sample_drog_000553_01	20261603_Mazz_Sample_drog_000553_01	sample	1	drog_000553	drog_000553_01	positive	extraction	true	true	false			false				false				4526	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
51	20261603_Mazz_Sample_drog_000577_01	20261603_Mazz_Sample_drog_000577_01	sample	1	drog_000577	drog_000577_01	positive	extraction	true	true	false			false				false				4527	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
52	20261603_Mazz_Sample_drog_000395_01	20261603_Mazz_Sample_drog_000395_01	sample	1	drog_000395	drog_000395_01	positive	extraction	true	true	false			false				false				4528	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
53	20261603_Mazz_Sample_drog_000154_01	20261603_Mazz_Sample_drog_000154_01	sample	1	drog_000154	drog_000154_01	positive	extraction	true	true	false			false				false				4529	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
54	20261603_Mazz_Sample_drog_000141_01	20261603_Mazz_Sample_drog_000141_01	sample	1	drog_000141	drog_000141_01	positive	extraction	true	true	false			false				false				4530	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
55	20261603_Mazz_Sample_drog_000067_01	20261603_Mazz_Sample_drog_000067_01	sample	1	drog_000067	drog_000067_01	positive	extraction	true	true	false			false				false				4531	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
56	20261603_Mazz_Sample_drog_000421_01	20261603_Mazz_Sample_drog_000421_01	sample	1	drog_000421	drog_000421_01	positive	extraction	true	true	false			false				false				4532	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
57	20261603_Mazz_Sample_drog_000343_01	20261603_Mazz_Sample_drog_000343_01	sample	1	drog_000343	drog_000343_01	positive	extraction	true	true	false			false				false				4533	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
58	20261603_Mazz_Sample_drog_000508_01	20261603_Mazz_Sample_drog_000508_01	sample	1	drog_000508	drog_000508_01	positive	extraction	true	true	false			false				false				4534	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
59	20261603_Mazz_Sample_drog_000272_01	20261603_Mazz_Sample_drog_000272_01	sample	1	drog_000272	drog_000272_01	positive	extraction	true	true	false			false				false				4535	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
60	20261603_Mazz_Sample_drog_000158_01	20261603_Mazz_Sample_drog_000158_01	sample	1	drog_000158	drog_000158_01	positive	extraction	true	true	false			false				false				4536	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
61	20261603_Mazz_Sample_drog_000283_01	20261603_Mazz_Sample_drog_000283_01	sample	1	drog_000283	drog_000283_01	positive	extraction	true	true	false			false				false				4537	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
62	20261603_Mazz_Sample_drog_000248_01	20261603_Mazz_Sample_drog_000248_01	sample	1	drog_000248	drog_000248_01	positive	extraction	true	true	false			false				false				4538	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
63	20261603_Mazz_Sample_drog_000323_01	20261603_Mazz_Sample_drog_000323_01	sample	1	drog_000323	drog_000323_01	positive	extraction	true	true	false			false				false				4539	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
64	20261603_Mazz_Sample_drog_000088_01	20261603_Mazz_Sample_drog_000088_01	sample	1	drog_000088	drog_000088_01	positive	extraction	true	true	false			false				false				4540	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
65	20261603_Mazz_Sample_drog_000216_01	20261603_Mazz_Sample_drog_000216_01	sample	1	drog_000216	drog_000216_01	positive	extraction	true	true	false			false				false				4541	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
66	20261603_Mazz_Sample_drog_000440_01	20261603_Mazz_Sample_drog_000440_01	sample	1	drog_000440	drog_000440_01	positive	extraction	true	true	false			false				false				4542	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
67	20261603_Mazz_Sample_drog_000555_01	20261603_Mazz_Sample_drog_000555_01	sample	1	drog_000555	drog_000555_01	positive	extraction	true	true	false			false				false				4543	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
68	20261603_Mazz_Sample_drog_000404_01	20261603_Mazz_Sample_drog_000404_01	sample	1	drog_000404	drog_000404_01	positive	extraction	true	true	false			false				false				4544	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
69	20261603_Mazz_Sample_drog_000301_01	20261603_Mazz_Sample_drog_000301_01	sample	1	drog_000301	drog_000301_01	positive	extraction	true	true	false			false				false				4545	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
70	20261603_Mazz_Sample_drog_000380_01	20261603_Mazz_Sample_drog_000380_01	sample	1	drog_000380	drog_000380_01	positive	extraction	true	true	false			false				false				4546	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
71	20261603_Mazz_Sample_drog_000406_01	20261603_Mazz_Sample_drog_000406_01	sample	1	drog_000406	drog_000406_01	positive	extraction	true	true	false			false				false				4547	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
72	20261603_Mazz_Sample_drog_000388_01	20261603_Mazz_Sample_drog_000388_01	sample	1	drog_000388	drog_000388_01	positive	extraction	true	true	false			false				false				4548	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
73	20261603_Mazz_Sample_drog_000063_01	20261603_Mazz_Sample_drog_000063_01	sample	1	drog_000063	drog_000063_01	positive	extraction	true	true	false			false				false				4549	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
74	20261603_Mazz_Sample_drog_000281_01	20261603_Mazz_Sample_drog_000281_01	sample	1	drog_000281	drog_000281_01	positive	extraction	true	true	false			false				false				4550	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
75	20261603_Mazz_Sample_drog_000549_01	20261603_Mazz_Sample_drog_000549_01	sample	1	drog_000549	drog_000549_01	positive	extraction	true	true	false			false				false				4551	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
76	20261603_Mazz_Sample_drog_000002_01	20261603_Mazz_Sample_drog_000002_01	sample	1	drog_000002	drog_000002_01	positive	extraction	true	true	false			false				false				4552	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
77	20261603_Mazz_Sample_drog_000580_01	20261603_Mazz_Sample_drog_000580_01	sample	1	drog_000580	drog_000580_01	positive	extraction	true	true	false			false				false				4553	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
78	20261603_Mazz_Sample_drog_000187_01	20261603_Mazz_Sample_drog_000187_01	sample	1	drog_000187	drog_000187_01	positive	extraction	true	true	false			false				false				4554	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
79	20261603_Mazz_Sample_drog_000166_01	20261603_Mazz_Sample_drog_000166_01	sample	1	drog_000166	drog_000166_01	positive	extraction	true	true	false			false				false				4555	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
80	20261603_Mazz_Sample_drog_000397_01	20261603_Mazz_Sample_drog_000397_01	sample	1	drog_000397	drog_000397_01	positive	extraction	true	true	false			false				false				4556	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
81	20261603_Mazz_Sample_drog_000022_01	20261603_Mazz_Sample_drog_000022_01	sample	1	drog_000022	drog_000022_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
82	20261603_Mazz_Sample_drog_000010_01	20261603_Mazz_Sample_drog_000010_01	sample	1	drog_000010	drog_000010_01	positive	extraction	true	true	false			false				false				4557	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
83	20261603_Mazz_Sample_drog_000352_01	20261603_Mazz_Sample_drog_000352_01	sample	1	drog_000352	drog_000352_01	positive	extraction	true	true	false			false				false				4558	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
84	20261603_Mazz_Sample_drog_000102_01	20261603_Mazz_Sample_drog_000102_01	sample	1	drog_000102	drog_000102_01	positive	extraction	true	true	false			false				false				4559	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
85	20261603_Mazz_Sample_drog_000027_01	20261603_Mazz_Sample_drog_000027_01	sample	1	drog_000027	drog_000027_01	positive	extraction	true	true	false			false				false				4560	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
86	20261603_Mazz_Sample_drog_000016_01	20261603_Mazz_Sample_drog_000016_01	sample	1	drog_000016	drog_000016_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
87	20261603_Mazz_Sample_drog_000420_01	20261603_Mazz_Sample_drog_000420_01	sample	1	drog_000420	drog_000420_01	positive	extraction	true	true	false			false				false				4561	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
88	20261603_Mazz_Sample_drog_000393_01	20261603_Mazz_Sample_drog_000393_01	sample	1	drog_000393	drog_000393_01	positive	extraction	true	true	false			false				false				4562	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
89	20261603_Mazz_Sample_drog_000094_01	20261603_Mazz_Sample_drog_000094_01	sample	1	drog_000094	drog_000094_01	positive	extraction	true	true	false			false				false				4563	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
90	20261603_Mazz_Sample_drog_000331_01	20261603_Mazz_Sample_drog_000331_01	sample	1	drog_000331	drog_000331_01	positive	extraction	true	true	false			false				false				4564	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
91	20261603_Mazz_Sample_drog_000144_01	20261603_Mazz_Sample_drog_000144_01	sample	1	drog_000144	drog_000144_01	positive	extraction	true	true	false			false				false				4565	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
92	20261603_Mazz_Sample_drog_000445_01	20261603_Mazz_Sample_drog_000445_01	sample	1	drog_000445	drog_000445_01	positive	extraction	true	true	false			false				false				4566	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
93	20261703_Mazz_Sample_drog_000369_01	20261703_Mazz_Sample_drog_000369_01	sample	1	drog_000369	drog_000369_01	positive	extraction	true	true	false			false				false				4567	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
94	20261703_Mazz_Sample_drog_000001_01	20261703_Mazz_Sample_drog_000001_01	sample	1	drog_000001	drog_000001_01	positive	extraction	true	true	false			false				false				4568	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
95	20261703_Mazz_Sample_drog_000035_01	20261703_Mazz_Sample_drog_000035_01	sample	1	drog_000035	drog_000035_01	positive	extraction	true	true	false			false				false				4569	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
96	20261703_Mazz_Sample_drog_000170_01	20261703_Mazz_Sample_drog_000170_01	sample	1	drog_000170	drog_000170_01	positive	extraction	true	true	false			false				false				4570	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
97	20261703_Mazz_Sample_drog_000020_01	20261703_Mazz_Sample_drog_000020_01	sample	1	drog_000020	drog_000020_01	positive	extraction	true	true	false			false				false				4571	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
98	20261703_Mazz_Sample_drog_000450_01	20261703_Mazz_Sample_drog_000450_01	sample	1	drog_000450	drog_000450_01	positive	extraction	true	true	false			false				false				4572	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
99	20261703_Mazz_Sample_drog_000024_01	20261703_Mazz_Sample_drog_000024_01	sample	1	drog_000024	drog_000024_01	positive	extraction	true	true	false			false				false				4573	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
100	20261703_Mazz_Sample_drog_000011_01	20261703_Mazz_Sample_drog_000011_01	sample	1	drog_000011	drog_000011_01	positive	extraction	true	true	false			false				false				4574	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
101	20261703_Mazz_Sample_drog_000548_01	20261703_Mazz_Sample_drog_000548_01	sample	1	drog_000548	drog_000548_01	positive	extraction	true	true	false			false				false				4575	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
102	20261703_Mazz_Sample_drog_000107_01	20261703_Mazz_Sample_drog_000107_01	sample	1	drog_000107	drog_000107_01	positive	extraction	true	true	false			false				false				4576	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
103	20261703_Mazz_Sample_drog_000015_01	20261703_Mazz_Sample_drog_000015_01	sample	1	drog_000015	drog_000015_01	positive	extraction	true	true	false			false				false				4577	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
104	20261703_Mazz_Sample_drog_000012_01	20261703_Mazz_Sample_drog_000012_01	sample	1	drog_000012	drog_000012_01	positive	extraction	true	true	false			false				false				4578	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
105	20261703_Mazz_Sample_drog_000052_01	20261703_Mazz_Sample_drog_000052_01	sample	1	drog_000052	drog_000052_01	positive	extraction	true	true	false			false				false				4579	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
106	20261703_Mazz_Sample_drog_000578_01	20261703_Mazz_Sample_drog_000578_01	sample	1	drog_000578	drog_000578_01	positive	extraction	true	true	false			false				false				4580	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
107	20261703_Mazz_Sample_drog_000018_01	20261703_Mazz_Sample_drog_000018_01	sample	1	drog_000018	drog_000018_01	positive	extraction	true	true	false			false				false				4581	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
108	20261703_Mazz_Sample_drog_000034_01	20261703_Mazz_Sample_drog_000034_01	sample	1	drog_000034	drog_000034_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
109	20261703_Mazz_Sample_drog_000258_01	20261703_Mazz_Sample_drog_000258_01	sample	1	drog_000258	drog_000258_01	positive	extraction	true	true	false			false				false				4582	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
110	20261703_Mazz_Sample_drog_000408_01	20261703_Mazz_Sample_drog_000408_01	sample	1	drog_000408	drog_000408_01	positive	extraction	true	true	false			false				false				4583	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
111	20261703_Mazz_Sample_drog_000014_01	20261703_Mazz_Sample_drog_000014_01	sample	1	drog_000014	drog_000014_01	positive	extraction	true	true	false			false				false				4584	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
112	20261703_Mazz_Sample_drog_000276_01	20261703_Mazz_Sample_drog_000276_01	sample	1	drog_000276	drog_000276_01	positive	extraction	true	true	false			false				false				4585	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
113	20261703_Mazz_Sample_drog_000008_01	20261703_Mazz_Sample_drog_000008_01	sample	1	drog_000008	drog_000008_01	positive	extraction	true	true	false			false				false				4586	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
114	20261703_Mazz_Sample_drog_000383_01	20261703_Mazz_Sample_drog_000383_01	sample	1	drog_000383	drog_000383_01	positive	extraction	true	true	false			false				false				4587	false	already_imported	missing_dried_material;missing_extraction_sample_container;ms_data_already_exists
