duplicate_fingerprint_group_id	duplicate_group_size	duplicate_id_class	sample_id_class	field_data_id	sample_id	qfield_project	taxon_name	sample_name	date	latitude	longitude	latitude_longitude_looks_swapped	collector_fullname	date_created	date_updated
			canonical	70440	dbgi_008797	jbc	Arctostaphylos uva-ursi		20250520164158	7.112391	46.032616	true	Alexandra Slotte	2025-05-28T10:01:35.757Z	2025-12-28T17:06:01.118Z
			canonical	70441	dbgi_008778	jbc	Rhododendron ferrugineum		20250520165017	7.1122475	46.0326	true	Alexandra Slotte	2025-05-28T10:01:35.782Z	2025-12-28T16:44:23.150Z
			canonical	70442	dbgi_008774	jbc	Gentiana lutea		20250520170403	7.112305	46.032562	true	Alexandra Slotte	2025-05-28T10:01:35.806Z	2025-12-28T16:44:23.655Z
			canonical	70443	dbgi_008540	jbc	Rhodiola heterodonta		20250520171151	7.112281	46.032562	true	Alexandra Slotte	2025-05-28T10:01:35.831Z	2025-12-28T16:44:24.259Z
			canonical	70444	dbgi_007157	jbc	Iris sibirica		20250520163421	7.112423	46.032604	true	Emilie Lab	2025-05-28T10:01:35.855Z	2025-12-28T16:44:24.772Z
			canonical	70445	dbgi_006948	jbc	Potentilla ambigua		20250520164247	7.112436	46.032604	true	Emilie Lab	2025-05-28T10:01:35.878Z	2025-12-28T16:44:25.371Z
			canonical	70446	dbgi_008802	jbc	Laserpitum silero		20250520164754	7.1123466	46.032604	true	Emilie Lab	2025-05-28T10:01:35.902Z	2025-12-28T16:44:26.001Z
			canonical	70447	dbgi_008819	jbc	Rhododendron hisurtum		20250520165125	7.112341	46.03261	true	Emilie Lab	2025-05-28T10:01:35.926Z	2025-12-28T16:44:26.617Z
			canonical	70448	dbgi_008702	jbc	Allium cernuuml		20250520165453	7.112317	46.03261	true	Emilie Lab	2025-05-28T10:01:35.950Z	2025-12-28T16:44:27.231Z
			canonical	70449	dbgi_008775	jbc	Erysium ochroleucum.		20250520170109	7.112304	46.0326	true	Emilie Lab	2025-05-28T10:01:35.973Z	2025-12-28T16:44:27.854Z
			canonical	70450	dbgi_008779	jbc	Teucrium chamaedrys		20250520170724	7.1123047	46.032608	true	Edouard Brülhart	2025-05-28T10:01:35.997Z	2025-08-14T14:02:37.155Z
			canonical	70451	dbgi_008457	jbc	Gentiana angustifolia		20250520171044	7.1122947	46.032604	true	Emilie Lab	2025-05-28T10:01:36.020Z	2025-12-28T16:44:28.463Z
			canonical	70452	dbgi_008627	jbc	Sedum telephiu		20250520171601	7.112287	46.032597	true	Emilie Lab	2025-05-28T10:01:36.044Z	2025-12-28T16:44:28.985Z
			canonical	70453	dbgi_008539	jbc	Potentilla thuringiaca		20250520172539	7.1122856	46.032604	true	Emilie Lab	2025-05-28T10:01:36.067Z	2025-12-28T16:44:35.415Z
			canonical	70454	dbgi_008805	jbc	Erysimum ochroleucum		20250520172850	7.112289	46.032593	true	Emilie Lab	2025-05-28T10:01:36.090Z	2025-12-28T16:44:35.865Z
			canonical	70455	dbgi_008780	jbc	Genista silvestris		20250520173325	7.1122756	46.032604	true	Emilie Lab	2025-05-28T10:01:36.113Z	2025-12-28T16:44:36.433Z
			canonical	70456	dbgi_008818	jbc	Helicrysum thianschenicum		20250520174002	7.112265	46.0326	true	Emilie Lab	2025-05-28T10:01:36.137Z	2025-12-28T16:44:36.960Z
			canonical	70457	dbgi_008607	jbc	Hypericum olympicum		20250520174251	7.11225	46.03259	true	Emilie Lab	2025-05-28T10:01:36.181Z	2025-12-28T16:44:37.418Z
			canonical	70458	dbgi_008833	jbc	Sempervirum tectorum		20250520174636	7.112236	46.032593	true	Emilie Lab	2025-05-28T10:01:36.205Z	2025-12-28T16:44:37.865Z
			canonical	70459	dbgi_008834	jbc	Picea abies		20250520174953	7.112221	46.032585	true	Emilie Lab	2025-05-28T10:01:36.228Z	2025-12-28T16:44:38.319Z
			canonical	70460	dbgi_008564	jbc	Thymus hisurtum		20250520175216	7.112225	46.0326	true	Emilie Lab	2025-05-28T10:01:36.251Z	2025-12-28T16:44:38.801Z
			canonical	70461	dbgi_008829	jbc	Dianthus seguieri		20250520175529	7.112208	46.032597	true	Emilie Lab	2025-05-28T10:01:36.273Z	2025-12-28T16:44:39.254Z
			canonical	70462	dbgi_008823	jbc	Carex halleriana		20250520175810	7.112197	46.03259	true	Emilie Lab	2025-05-28T10:01:36.296Z	2025-12-28T16:44:39.714Z
			canonical	70463	dbgi_008635	jbc	Hippocrepis comosa		20250520180112	7.112159	46.03258	true	Emilie Lab	2025-05-28T10:01:36.320Z	2025-12-28T16:44:40.252Z
			canonical	70464	dbgi_008575	jbc	Daphne cneorum		20250520180323	7.1121254	46.03259	true	Emilie Lab	2025-05-28T10:01:36.348Z	2025-12-28T16:44:40.755Z
			canonical	70465	dbgi_008538	jbc	Penstemon fruticosus		20250520164017	7.112357	46.032604	true	Mazzarine Laboureau	2025-05-28T10:01:36.675Z	2025-12-28T16:44:41.218Z
			canonical	70466	dbgi_007069	jbc	Genista sagittalis		20250520164759	7.112323	46.032597	true	Mazzarine Laboureau	2025-05-28T10:01:36.699Z	2025-12-28T16:44:41.665Z
			canonical	70467	dbgi_008537	jbc	Carolina acanthifolia		20250520165231	7.1123214	46.032608	true	Mazzarine Laboureau	2025-05-28T10:01:36.723Z	2025-12-28T16:44:42.221Z
			canonical	70468	dbgi_008776	jbc	Senecio jacobaea		20250520165737	7.1122913	46.032604	true	Mazzarine Laboureau	2025-05-28T10:01:36.752Z	2025-12-28T16:44:42.803Z
			canonical	70469	dbgi_008787	jbc	Bergenia pacifica		20250520170341	7.1123137	46.03257	true	Mazzarine Laboureau	2025-05-28T10:01:36.776Z	2025-12-28T16:44:43.327Z
			canonical	70470	dbgi_008742	jbc	Erica herbacea		20250520170822	7.112343	46.03257	true	Mazzarine Laboureau	2025-05-28T10:01:36.799Z	2025-12-28T16:44:43.772Z
			canonical	70471	dbgi_008828	jbc	Adonis vernalis		20250520171328	7.112339	46.032555	true	Mazzarine Laboureau	2025-05-28T10:01:36.822Z	2025-12-28T16:44:44.256Z
			canonical	70472	dbgi_008760	jbc	Potentilla atrosanguinea		20250520171656	7.112337	46.032547	true	Mazzarine Laboureau	2025-05-28T10:01:36.845Z	2025-12-28T16:44:44.765Z
			canonical	70473	dbgi_008813	jbc	Convallaria majalis		20250520172129	7.1123343	46.032543	true	Mazzarine Laboureau	2025-05-28T10:01:36.869Z	2025-12-28T16:44:45.269Z
			canonical	70474	dbgi_008712	jbc	Pinus mugo		20250520172710	7.112333	46.032547	true	Mazzarine Laboureau	2025-05-28T10:01:36.892Z	2025-12-28T16:44:45.769Z
			canonical	70475	dbgi_008541	jbc	Hemerocallis minor		20250520173216	7.1122913	46.03253	true	Mazzarine Laboureau	2025-05-28T10:01:36.915Z	2025-12-28T16:44:46.381Z
			canonical	70476	dbgi_008804	jbc	Dianthus plumarius		20250520173920	7.1122246	46.032516	true	Pierre-Marie Allard	2025-05-28T10:01:36.938Z	2025-08-14T14:02:38.276Z
			canonical	70477	dbgi_008569	jbc	Reseda glauca		20250520174442	7.1122737	46.032562	true	Mazzarine Laboureau	2025-05-28T10:01:36.962Z	2025-12-28T16:44:47.008Z
			canonical	70478	dbgi_008707	jbc	Geranium renardii		20250520174919	7.112265	46.032555	true	Mazzarine Laboureau	2025-05-28T10:01:36.985Z	2025-12-28T16:44:47.611Z
			canonical	70479	dbgi_008630	jbc	Potentilla alchemilloides		20250520175238	7.1122546	46.03255	true	Mazzarine Laboureau	2025-05-28T10:01:37.007Z	2025-12-28T16:44:48.064Z
			canonical	70480	dbgi_008589	jbc	Hypericum maculatum		20250520175707	7.112214	46.03254	true	Mazzarine Laboureau	2025-05-28T10:01:37.029Z	2025-12-28T16:44:48.520Z
			canonical	70481	dbgi_008599	jbc	Sideritis hyssopifolia		20250520180006	7.1121926	46.032543	true	Mazzarine Laboureau	2025-05-28T10:01:37.053Z	2025-12-28T16:44:49.050Z
			canonical	70482	dbgi_008597	jbc	Astragalus cicer		20250520180348	7.1121716	46.032547	true	Mazzarine Laboureau	2025-05-28T10:01:37.077Z	2025-12-28T16:44:49.777Z
			canonical	70483	dbgi_008454	jbc	Hebe glaucophylla		20250521082307	7.1120896	46.032593	true	Emilie Lab	2025-05-28T10:01:37.101Z	2025-12-28T16:44:50.479Z
			canonical	70484	dbgi_008535	jbc	Festuca gautieri		20250521082812	7.112077	46.032578	true	Emilie Lab	2025-05-28T10:01:37.125Z	2025-12-28T16:44:51.102Z
			canonical	70485	dbgi_008744	jbc	Dianthus plumarius		20250521083337	7.112063	46.032597	true	Emilie Lab	2025-05-28T10:01:37.148Z	2025-12-28T16:44:51.708Z
			canonical	70486	dbgi_008821	jbc	Sanguisorba minor		20250521083638	7.1120462	46.032585	true	Emilie Lab	2025-05-28T10:01:37.191Z	2025-12-28T16:44:52.321Z
			canonical	70487	dbgi_008842	jbc	Bruxus sempervirens		20250521084000	7.112042	46.032627	true	Emilie Lab	2025-05-28T10:01:37.215Z	2025-12-28T16:44:52.953Z
			canonical	70488	dbgi_008752	jbc	Geranium ibericum		20250521084417	7.112018	46.03257	true	Emilie Lab	2025-05-28T10:01:37.240Z	2025-12-28T16:44:53.476Z
			canonical	70489	dbgi_008638	jbc	Peucedanum austriacum		20250521084922	7.1120095	46.03259	true	Emilie Lab	2025-05-28T10:01:37.263Z	2025-12-28T16:44:54.065Z
			canonical	70490	dbgi_008747	jbc	Hypericum calycinum		20250521085403	7.1119986	46.032597	true	Emilie Lab	2025-05-28T10:01:37.286Z	2025-12-28T16:44:54.673Z
			canonical	70491	dbgi_008718	jbc	Cytisus decumbens		20250521085649	7.111991	46.03259	true	Emilie Lab	2025-05-28T10:01:37.310Z	2025-12-28T16:44:55.305Z
			canonical	70492	dbgi_008713	jbc	Anthericum liliago		20250521090103	7.111977	46.03259	true	Emilie Lab	2025-05-28T10:01:37.333Z	2025-12-28T16:44:55.904Z
			canonical	70493	dbgi_008648	jbc	Vaccinium myrtillus		20250521090752	7.111965	46.032585	true	Emilie Lab	2025-05-28T10:01:37.359Z	2025-12-28T16:44:56.426Z
			canonical	70494	dbgi_008456	jbc	Erica herbacea		20250521091822	7.1119275	46.03259	true	Emilie Lab	2025-05-28T10:01:37.383Z	2025-12-28T16:44:57.029Z
			canonical	70495	dbgi_008536	jbc	Eryngium alpinum		20250521092407	7.111861	46.0326	true	Emilie Lab	2025-05-28T10:01:37.406Z	2025-12-28T16:44:57.580Z
			canonical	70496	dbgi_008455	jbc	Bergenia crassifolia		20250521092821	7.112252	46.03253	true	Emilie Lab	2025-05-28T10:01:37.429Z	2025-12-28T16:44:58.026Z
			canonical	70497	dbgi_008785	jbc	Rosa rugosa		20250521082514	7.1121254	46.03254	true	Mazzarine Laboureau	2025-05-28T10:01:37.458Z	2025-12-28T16:44:58.564Z
			canonical	70498	dbgi_008542	jbc	Rosa glauca		20250521082858	7.1121316	46.032547	true	Mazzarine Laboureau	2025-05-28T10:01:37.491Z	2025-12-28T16:44:59.025Z
			canonical	70499	dbgi_008534	jbc	Hebe pinguifolia		20250521083248	7.1120977	46.03254	true	Mazzarine Laboureau	2025-05-28T10:01:37.514Z	2025-12-28T16:44:59.607Z
			canonical	70500	dbgi_008727	jbc	Rosa moyesii		20250521083655	7.1120844	46.032543	true	Mazzarine Laboureau	2025-05-28T10:01:37.537Z	2025-12-28T16:45:00.203Z
			canonical	70501	dbgi_008722	jbc	Astrantia major		20250521084030	7.1120825	46.03253	true	Mazzarine Laboureau	2025-05-28T10:01:37.559Z	2025-12-28T16:45:00.717Z
			canonical	70502	dbgi_008732	jbc	Rhododendron hirsutum		20250521084348	7.112058	46.032543	true	Mazzarine Laboureau	2025-05-28T10:01:37.583Z	2025-12-28T16:45:01.173Z
			canonical	70503	dbgi_008643	jbc	Erica carnea		20250521084751	7.1120515	46.032543	true	Mazzarine Laboureau	2025-05-28T10:01:37.608Z	2025-12-28T16:45:01.725Z
			canonical	70504	dbgi_008628	jbc	Rhododendron intermedium		20250521085115	7.11202	46.03255	true	Mazzarine Laboureau	2025-05-28T10:01:37.631Z	2025-12-28T16:45:02.158Z
			canonical	70505	dbgi_008700	jbc	Festuca gautieri		20250521085549	7.1120024	46.032543	true	Mazzarine Laboureau	2025-05-28T10:01:37.655Z	2025-12-28T16:45:02.656Z
			canonical	70506	dbgi_008633	jbc	Muscari dolichanthum		20250521090002	7.1119905	46.03255	true	Mazzarine Laboureau	2025-05-28T10:01:37.679Z	2025-12-28T16:45:03.111Z
			canonical	70507	dbgi_008762	jbc	Sibbeldia duneata		20250521090749	7.111972	46.03255	true	Mazzarine Laboureau	2025-05-28T10:01:37.702Z	2025-12-28T16:45:03.564Z
			canonical	70508	dbgi_008723	jbc	Lonicera caerulea		20250521091419	7.112026	46.03254	true	Mazzarine Laboureau	2025-05-28T10:01:37.727Z	2025-12-28T16:45:04.011Z
			canonical	70509	dbgi_008636	jbc	Lonicera nigra		20250521092503	7.112098	46.032528	true	Mazzarine Laboureau	2025-05-28T10:01:37.750Z	2025-12-28T16:45:04.464Z
			canonical	70510	dbgi_008791	jbc	Rosa rugosa		20250521092746	7.1121254	46.032516	true	Mazzarine Laboureau	2025-05-28T10:01:37.774Z	2025-12-28T16:45:04.918Z
			canonical	70511	dbgi_008737	jbc	Paeonia caucasica		20250521093442	7.1124005	46.032578	true	Mazzarine Laboureau	2025-05-28T10:01:37.797Z	2025-12-28T16:45:05.363Z
			canonical	70512	dbgi_008549	jbc	Cornus stolonifera		20250521113036	7.1124206	46.032566	true	Émilie Lab	2025-05-28T10:01:37.820Z	2025-12-28T16:45:05.813Z
			canonical	70513	dbgi_006950	jbc	Prenanthes purpurea		20250521113514	7.112454	46.03258	true	Émilie Lab	2025-05-28T10:01:37.845Z	2025-12-28T16:45:06.264Z
			canonical	70514	dbgi_007016	jbc	Aster purdomi		20250521113842	7.112459	46.03259	true	Émilie Lab	2025-05-28T10:01:37.869Z	2025-12-28T16:45:06.731Z
			canonical	70515	dbgi_008546	jbc	Picea abies		20250521114118	7.1124754	46.032597	true	Émilie Lab	2025-05-28T10:01:37.892Z	2025-12-28T16:45:07.176Z
			canonical	70516	dbgi_008801	jbc	Matteuccia struthiopteris		20250521114554	7.1124883	46.03258	true	Émilie Lab	2025-05-28T10:01:37.915Z	2025-12-28T16:45:07.618Z
			canonical	70517	dbgi_008631	jbc	Cirsium erisithales		20250521115018	7.112544	46.032547	true	Émilie Lab	2025-05-28T10:01:37.939Z	2025-12-28T16:45:08.064Z
			canonical	70518	dbgi_008796	jbc	Sesleria caerulea		20250521115629	7.1125965	46.032566	true	Émilie Lab	2025-05-28T10:01:37.963Z	2025-12-28T16:45:08.707Z
			canonical	70519	dbgi_008800	jbc	Carex sempervirens		20250521115928	7.112611	46.03257	true	Émilie Lab	2025-05-28T10:01:37.986Z	2025-12-28T16:45:09.319Z
			canonical	70520	dbgi_008544	jbc	Androsace halleri		20250521120440	7.1126223	46.03256	true	Émilie Lab	2025-05-28T10:01:38.009Z	2025-12-28T16:45:09.946Z
			canonical	70521	dbgi_008558	jbc	Festuca scabriculmis		20250521121113	7.112613	46.03255	true	Émilie Lab	2025-05-28T10:01:38.035Z	2025-12-28T16:45:10.400Z
			canonical	70522	dbgi_008574	jbc	Tanacetum vulgare		20250521121537	7.1126766	46.03258	true	Émilie Lab	2025-05-28T10:01:38.058Z	2025-12-28T16:45:10.963Z
			canonical	70523	dbgi_008559	jbc	Asarum europaeum		20250521121839	7.1126695	46.03256	true	Émilie Lab	2025-05-28T10:01:38.082Z	2025-12-28T16:45:11.476Z
			canonical	70524	dbgi_008554	jbc	Corydalis lutea		20250521122333	7.11266	46.032555	true	Émilie Lab	2025-05-28T10:01:38.105Z	2025-12-28T16:45:11.981Z
			canonical	70525	dbgi_008619	jbc	Carex muricata		20250521122637	7.112718	46.032555	true	Émilie Lab	2025-05-28T10:01:38.127Z	2025-12-28T16:45:12.604Z
			canonical	70526	dbgi_008557	jbc	Solidago graminifolia		20250521123049	7.1127205	46.032566	true	Émilie Lab	2025-05-28T10:01:38.150Z	2025-12-28T16:45:13.210Z
			canonical	70527	dbgi_008614	jbc	Cytisus sagittalis		20250521123338	7.112728	46.032566	true	Émilie Lab	2025-05-28T10:01:38.189Z	2025-12-28T16:45:13.728Z
			canonical	70528	dbgi_008552	jbc	Paeonia officinalis		20250521123803	7.1127195	46.03255	true	Émilie Lab	2025-05-28T10:01:38.212Z	2025-12-28T16:45:14.250Z
			canonical	70529	dbgi_008543	jbc	Rhododendron caucasium		20250521124313	7.1127253	46.032597	true	Émilie Lab	2025-05-28T10:01:38.238Z	2025-12-28T16:45:14.712Z
			canonical	70530	dbgi_008615	jbc	Moltkia doerfleri		20250521124605	7.112764	46.03257	true	Émilie Lab	2025-05-28T10:01:38.275Z	2025-12-28T16:45:15.164Z
			canonical	70531	dbgi_008856	jbc	Sedum spurium		20250521124911	7.112768	46.032578	true	Émilie Lab	2025-05-28T10:01:38.310Z	2025-12-28T16:45:15.618Z
			canonical	70532	dbgi_008831	jbc	Rhododendron ponticum		20250521125952	7.112746	46.03254	true	Émilie Lab	2025-05-28T10:01:38.347Z	2025-12-28T16:45:16.075Z
			canonical	70533	dbgi_008853	jbc	Echinops fontqueri		20250521130302	7.112772	46.032536	true	Émilie Lab	2025-05-28T10:01:38.386Z	2025-12-28T16:45:16.518Z
			canonical	70534	dbgi_008824	jbc	Pulsatilla rubra		20250521130609	7.11279	46.032528	true	Émilie Lab	2025-05-28T10:01:38.421Z	2025-12-28T16:45:17.004Z
			canonical	70535	dbgi_008438	jbc	Berberis empetrifolia		20250521130957	7.112788	46.032536	true	Émilie Lab	2025-05-28T10:01:38.457Z	2025-12-28T16:45:17.482Z
			canonical	70536	dbgi_008847	jbc	Heuchera cantisii		20250521132009	7.1128325	46.03252	true	Émilie Lab	2025-05-28T10:01:38.492Z	2025-12-28T16:45:17.930Z
			canonical	70537	dbgi_008816	jbc	Potentilla argyrophylla		20250521132239	7.1128287	46.032536	true	Émilie Lab	2025-05-28T10:01:38.529Z	2025-12-28T16:45:18.378Z
			canonical	70538	dbgi_008846	jbc	Dianthus lusitanius		20250521132644	7.112853	46.03253	true	Émilie Lab	2025-05-28T10:01:38.564Z	2025-12-28T16:45:18.823Z
			canonical	70539	dbgi_008519	jbc	Androsace sarmentosa		20250521133049	7.1128626	46.032513	true	Émilie Lab	2025-05-28T10:01:38.600Z	2025-12-28T16:45:19.283Z
			canonical	70540	dbgi_008526	jbc	Primula marginata		20250521133620	7.112866	46.032516	true	Émilie Lab	2025-05-28T10:01:38.635Z	2025-12-28T16:45:19.731Z
			canonical	70541	dbgi_008809	jbc	Rhodiola rosea		20250521133829	7.112863	46.03252	true	Émilie Lab	2025-05-28T10:01:38.670Z	2025-08-14T14:02:40.002Z
			canonical	70542	dbgi_008444	jbc	Potentilla valderia		20250521134221	7.1128874	46.032524	true	Émilie Lab	2025-05-28T10:01:38.707Z	2025-12-28T16:45:20.277Z
			canonical	70543	dbgi_008439	jbc	Alchemia alpina		20250521135333	7.1129146	46.032513	true	Émilie Lab	2025-05-28T10:01:38.742Z	2025-12-28T16:45:20.810Z
			canonical	70544	dbgi_008524	jbc	Hebe glaucophylla		20250521135714	7.112928	46.03251	true	Émilie Lab	2025-05-28T10:01:38.777Z	2025-12-28T16:45:21.266Z
			canonical	70545	dbgi_008453	jbc	Eryngium alpinum		20250521135935	7.1129546	46.032497	true	Émilie Lab	2025-05-28T10:01:38.813Z	2025-12-28T16:45:21.721Z
			canonical	70546	dbgi_008654	jbc	Prunus padus		20250521113046	7.112506	46.032497	true	Mazzarine Laboureau	2025-05-28T10:01:38.850Z	2025-12-28T16:45:22.258Z
			canonical	70547	dbgi_008786	jbc	Saxifraga paniculata		20250521113528	7.1125603	46.03251	true	Mazzarine Laboureau	2025-05-28T10:01:38.887Z	2025-12-28T16:45:22.851Z
			canonical	70548	dbgi_008808	jbc	Polygonatum odoratum		20250521113843	7.1126065	46.032505	true	Mazzarine Laboureau	2025-05-28T10:01:38.923Z	2025-12-28T16:45:23.310Z
			canonical	70549	dbgi_008651	jbc	Elysa myosuroides		20250521114325	7.112608	46.032555	true	Mazzarine Laboureau	2025-05-28T10:01:38.959Z	2025-12-28T16:45:23.771Z
			canonical	70550	dbgi_008641	jbc	Woodsia alpina		20250521115048	7.1125994	46.03253	true	Mazzarine Laboureau	2025-05-28T10:01:38.995Z	2025-12-28T16:45:24.276Z
			canonical	70551	dbgi_008790	jbc	Carex curvula		20250521115430	7.1125875	46.032547	true	Mazzarine Laboureau	2025-05-28T10:01:39.031Z	2025-12-28T16:45:24.805Z
			canonical	70552	dbgi_008806	jbc	Sempervirens montanum		20250521115950	7.112572	46.032536	true	Mazzarine Laboureau	2025-05-28T10:01:39.067Z	2025-12-28T16:45:25.404Z
			canonical	70553	dbgi_008584	jbc	Mateucia struthilpteris		20250521120537	7.112443	46.03254	true	Mazzarine Laboureau	2025-05-28T10:01:39.103Z	2025-12-28T16:45:26.012Z
			canonical	70554	dbgi_008613	jbc	Rhododendron		20250521121143	7.1124787	46.032524	true	Mazzarine Laboureau	2025-05-28T10:01:39.139Z	2025-12-28T16:45:26.533Z
			canonical	70555	dbgi_008616	jbc	Hypericum hookerianum		20250521121425	7.1125026	46.032536	true	Mazzarine Laboureau	2025-05-28T10:01:39.175Z	2025-12-28T16:45:27.032Z
			canonical	70556	dbgi_008579	jbc	Cirsium erisithales		20250521121825	7.1125383	46.032536	true	Mazzarine Laboureau	2025-05-28T10:01:39.211Z	2025-12-28T16:45:27.655Z
			canonical	70557	dbgi_008548	jbc	Saxifraga umbrosa		20250521122744	7.1126204	46.03254	true	Mazzarine Laboureau	2025-05-28T10:01:39.249Z	2025-12-28T16:45:28.167Z
			canonical	70558	dbgi_008562	jbc	vancouveria hexandra		20250521123220	7.1126285	46.032524	true	Mazzarine Laboureau	2025-05-28T10:01:39.285Z	2025-12-28T16:45:28.616Z
			canonical	70559	dbgi_008553	jbc	penstemon serrulatus		20250521123713	7.112657	46.032524	true	Mazzarine Laboureau	2025-05-28T10:01:39.321Z	2025-12-28T16:45:29.200Z
			canonical	70560	dbgi_008757	jbc	rhododendron brachycarpum		20250521124126	7.1126842	46.03253	true	Mazzarine Laboureau	2025-05-28T10:01:39.362Z	2025-12-28T16:45:29.805Z
			canonical	70561	dbgi_008618	jbc	Gentiana doerfleri		20250521124345	7.112753	46.032528	true	Mazzarine Laboureau	2025-05-28T10:01:39.398Z	2025-12-28T16:45:30.416Z
			canonical	70562	dbgi_008854	jbc	Digitalis		20250521125521	7.112926	46.03255	true	Mazzarine Laboureau	2025-05-28T10:01:39.434Z	2025-12-28T16:45:31.028Z
			canonical	70563	dbgi_008855	jbc	berberis angulosa		20250521125844	7.1129208	46.032543	true	Mazzarine Laboureau	2025-05-28T10:01:39.468Z	2025-12-28T16:45:31.656Z
			canonical	70564	dbgi_008857	jbc	cerastium biebersteinii		20250521130249	7.112911	46.03255	true	Mazzarine Laboureau	2025-05-28T10:01:39.503Z	2025-12-28T16:45:32.257Z
			canonical	70565	dbgi_008518	jbc	mahonia pumila		20250521131133	7.112888	46.032547	true	Mazzarine Laboureau	2025-05-28T10:01:39.538Z	2025-12-28T16:45:32.716Z
			canonical	70566	dbgi_008443	jbc	Geranium sanguineum		20250521131338	7.112877	46.03254	true	Mazzarine Laboureau	2025-05-28T10:01:39.575Z	2025-12-28T16:45:33.181Z
			canonical	70567	dbgi_008852	jbc	Sedum gracile		20250521131848	7.112873	46.032547	true	Mazzarine Laboureau	2025-05-28T10:01:39.611Z	2025-12-28T16:45:33.687Z
			canonical	70568	dbgi_008826	jbc	Iris sibirica		20250521132431	7.112897	46.032555	true	Mazzarine Laboureau	2025-05-28T10:01:39.645Z	2025-12-28T16:45:34.304Z
			canonical	70569	dbgi_008533	jbc	berberis empetrifolia		20250521132801	7.112834	46.03255	true	Mazzarine Laboureau	2025-05-28T10:01:39.681Z	2025-12-28T16:45:34.922Z
			canonical	70570	dbgi_008523	jbc	Asarum europaeum		20250521133259	7.112801	46.032562	true	Mazzarine Laboureau	2025-05-28T10:01:39.716Z	2025-12-28T16:45:35.551Z
			canonical	70571	dbgi_008841	jbc	Genista pilosa		20250521133543	7.112835	46.03256	true	Mazzarine Laboureau	2025-05-28T10:01:39.752Z	2025-12-28T16:45:36.059Z
			canonical	70572	dbgi_008441	jbc	Aurinia saxatilis		20250521133829	7.112826	46.03257	true	Mazzarine Laboureau	2025-05-28T10:01:39.789Z	2025-12-28T16:45:36.664Z
			canonical	70573	dbgi_008851	jbc	Cotoeaster adpressa		20250521135150	7.1128473	46.032562	true	Mazzarine Laboureau	2025-05-28T10:01:39.824Z	2025-12-28T16:45:37.303Z
			canonical	70574	dbgi_008839	jbc	Campanula persicifolia		20250521135504	7.11284	46.032566	true	Mazzarine Laboureau	2025-05-28T10:01:39.864Z	2025-12-28T16:45:38.315Z
			canonical	70575	dbgi_008520	jbc	Tanacetum corymbosum		20250521135744	7.112846	46.032555	true	Mazzarine Laboureau	2025-05-28T10:01:39.900Z	2025-12-28T16:45:38.767Z
			canonical	70576	dbgi_008525	jbc	Iberis sempervirens		20250521140023	7.1128597	46.03256	true	Mazzarine Laboureau	2025-05-28T10:01:39.943Z	2025-12-28T16:45:39.218Z
			canonical	70577	dbgi_008814	jbc	Scabiosa caucasica		20250521144259	7.11293	46.032524	true	Émilie Lab	2025-05-28T10:01:39.979Z	2025-12-28T16:45:39.668Z
			canonical	70578	dbgi_008844	jbc	Clematis tangutica		20250521144731	7.112864	46.032566	true	Émilie Lab	2025-05-28T10:01:40.016Z	2025-12-28T16:45:40.125Z
			canonical	70579	dbgi_008794	jbc	Forsythia europaea		20250521145057	7.112866	46.032562	true	Émilie Lab	2025-05-28T10:01:40.052Z	2025-12-28T16:45:40.656Z
			canonical	70580	dbgi_008445	jbc	Rosa Charles bonnet		20250521145335	7.1128817	46.032555	true	Émilie Lab	2025-05-28T10:01:40.091Z	2025-12-28T16:45:41.174Z
			canonical	70581	dbgi_008440	jbc	Papaver orientale		20250521145659	7.1129565	46.032555	true	Émilie Lab	2025-05-28T10:01:40.128Z	2025-12-28T16:45:41.619Z
			canonical	70582	dbgi_008793	jbc	Rosa acicularis		20250521150048	7.1129937	46.03256	true	Émilie Lab	2025-05-28T10:01:40.166Z	2025-12-28T16:45:42.211Z
			canonical	70583	dbgi_008832	jbc	Podophyllum emodii		20250521150746	7.113038	46.03261	true	Émilie Lab	2025-05-28T10:01:40.202Z	2025-12-28T16:45:42.761Z
			canonical	70584	dbgi_008788	jbc	Anemone canadensis		20250521151005	7.1130395	46.03264	true	Émilie Lab	2025-05-28T10:01:40.240Z	2025-12-28T16:45:43.423Z
			canonical	70585	dbgi_008768	jbc	Viola odorata		20250521151306	7.112863	46.03257	true	Émilie Lab	2025-05-28T10:01:40.276Z	2025-12-28T16:45:44.137Z
			canonical	70586	dbgi_008822	jbc	Syringa afghanica		20250521151622	7.112867	46.03257	true	Émilie Lab	2025-05-28T10:01:40.312Z	2025-08-14T14:02:41.286Z
			canonical	70587	dbgi_008795	jbc	Lycium barbarum		20250521151931	7.1128445	46.032608	true	Émilie Lab	2025-05-28T10:01:40.347Z	2025-12-28T16:45:44.711Z
			canonical	70588	dbgi_008803	jbc	Geranium nodosum		20250521152227	7.11285	46.03261	true	Émilie Lab	2025-05-28T10:01:40.387Z	2025-12-28T16:45:45.174Z
			canonical	70589	dbgi_008701	jbc	Cotoneaster nebrodensis		20250521152848	7.1127224	46.03257	true	Émilie Lab	2025-05-28T10:01:40.423Z	2025-12-28T16:45:45.703Z
