group_id	group_size	taxon_name	date	latitude_rounded	longitude_rounded	field_data_id	sample_id	collector_fullname	date_created	date_updated
23	2	picea abies	20250625094008	7.11306	46.03262	72723	dbgi_108	Mazzarine Laboureau	2025-08-12T11:52:09.712Z	2025-08-14T14:03:03.793Z
24	3	rhododendron keleticum	20250625094138	7.113055	46.032673	72539	dbgi_008512	Émilie Lab	2025-08-12T11:52:03.519Z	2025-12-28T16:50:37.709Z
24	3	rhododendron keleticum	20250625094138	7.113055	46.032673	72580	dbgi_14	Émilie Lab	2025-08-12T11:52:05.057Z	2025-08-14T14:02:59.223Z
24	3	rhododendron keleticum	20250625094138	7.113055	46.032673	72678	dbgi_63	Émilie Lab	2025-08-12T11:52:08.220Z	2025-08-14T14:03:02.281Z
25	3	salix rotundifolia	20250625094313	7.113077	46.032677	72540	dbgi_008433	Émilie Lab	2025-08-12T11:52:03.553Z	2025-12-28T16:50:38.280Z
25	3	salix rotundifolia	20250625094313	7.113077	46.032677	72581	dbgi_15	Émilie Lab	2025-08-12T11:52:05.090Z	2025-08-14T14:02:59.255Z
25	3	salix rotundifolia	20250625094313	7.113077	46.032677	72679	dbgi_64	Émilie Lab	2025-08-12T11:52:08.252Z	2025-08-14T14:03:02.307Z
26	2	saxifraga paniculata	20250625094318	7.11305	46.03262	72626	dbgi_008424	Mazzarine Laboureau	2025-08-12T11:52:06.499Z	2025-12-28T16:50:59.171Z
26	2	saxifraga paniculata	20250625094318	7.11305	46.03262	72724	dbgi_109	Mazzarine Laboureau	2025-08-12T11:52:09.741Z	2025-08-14T14:03:03.833Z
27	3	wulfenia carinthiaca	20250625094543	7.113052	46.032684	72541	dbgi_008476	Émilie Lab	2025-08-12T11:52:03.587Z	2025-12-28T16:50:38.728Z
27	3	wulfenia carinthiaca	20250625094543	7.113052	46.032684	72582	dbgi_16	Émilie Lab	2025-08-12T11:52:05.121Z	2025-08-14T14:02:59.288Z
27	3	wulfenia carinthiaca	20250625094543	7.113052	46.032684	72680	dbgi_65	Émilie Lab	2025-08-12T11:52:08.282Z	2025-08-14T14:03:02.334Z
28	2	rhododendron ferrugineum	20250625094551	7.113059	46.032627	72627	dbgi_008573	Mazzarine Laboureau	2025-08-12T11:52:06.537Z	2025-12-28T16:50:59.619Z
28	2	rhododendron ferrugineum	20250625094551	7.113059	46.032627	72725	dbgi_110	Mazzarine Laboureau	2025-08-12T11:52:09.775Z	2025-08-14T14:03:03.870Z
29	3	asarum europaeum	20250625094708	7.113073	46.032673	72542	dbgi_008415	Émilie Lab	2025-08-12T11:52:03.618Z	2025-08-14T14:02:57.784Z
29	3	asarum europaeum	20250625094708	7.113073	46.032673	72583	dbgi_17	Émilie Lab	2025-08-12T11:52:05.154Z	2025-08-14T14:02:59.319Z
29	3	asarum europaeum	20250625094708	7.113073	46.032673	72681	dbgi_66	Émilie Lab	2025-08-12T11:52:08.310Z	2025-08-14T14:03:02.360Z
30	2	camassia leichtlinii	20250625094719	7.11305	46.032627	72628	dbgi_008551	Mazzarine Laboureau	2025-08-12T11:52:06.567Z	2025-12-28T16:51:00.170Z
30	2	camassia leichtlinii	20250625094719	7.11305	46.032627	72726	dbgi_111	Mazzarine Laboureau	2025-08-12T11:52:09.807Z	2025-08-14T14:03:03.909Z
31	3	rhodothamnus chamaecistus	20250625094830	7.113061	46.03266	72543	dbgi_008517	Émilie Lab	2025-08-12T11:52:03.648Z	2025-12-28T16:50:39.172Z
31	3	rhodothamnus chamaecistus	20250625094830	7.113061	46.03266	72584	dbgi_18	Émilie Lab	2025-08-12T11:52:05.187Z	2025-08-14T14:02:59.352Z
31	3	rhodothamnus chamaecistus	20250625094830	7.113061	46.03266	72682	dbgi_67	Émilie Lab	2025-08-12T11:52:08.346Z	2025-08-14T14:03:02.388Z
32	2	saxifraga lingulata	20250625094953	7.113043	46.032627	72629	dbgi_008379	Mazzarine Laboureau	2025-08-12T11:52:06.609Z	2025-12-28T16:51:00.658Z
32	2	saxifraga lingulata	20250625094953	7.113043	46.032627	72727	dbgi_112	Mazzarine Laboureau	2025-08-12T11:52:09.842Z	2025-08-14T14:03:03.944Z
33	3	campanula rhomboidalis	20250625095047	7.113035	46.032677	72544	dbgi_008465	Émilie Lab	2025-08-12T11:52:03.686Z	2025-12-28T16:50:39.665Z
33	3	campanula rhomboidalis	20250625095047	7.113035	46.032677	72585	dbgi_19	Émilie Lab	2025-08-12T11:52:05.214Z	2025-08-14T14:02:59.384Z
33	3	campanula rhomboidalis	20250625095047	7.113035	46.032677	72683	dbgi_68	Émilie Lab	2025-08-12T11:52:08.374Z	2025-08-14T14:03:02.414Z
34	2	saxifraga franzii	20250625095116	7.113039	46.032627	72630	dbgi_008396	Mazzarine Laboureau	2025-08-12T11:52:06.642Z	2025-12-28T16:51:01.120Z
34	2	saxifraga franzii	20250625095116	7.113039	46.032627	72728	dbgi_113	Mazzarine Laboureau	2025-08-12T11:52:09.877Z	2025-08-14T14:03:03.983Z
35	3	sedum lydium	20250625095313	7.113059	46.03267	72545	dbgi_008399	Émilie Lab	2025-08-12T11:52:03.713Z	2025-12-28T16:50:40.179Z
35	3	sedum lydium	20250625095313	7.113059	46.03267	72586	dbgi_20	Émilie Lab	2025-08-12T11:52:05.246Z	2025-08-14T14:02:59.417Z
35	3	sedum lydium	20250625095313	7.113059	46.03267	72684	dbgi_69	Émilie Lab	2025-08-12T11:52:08.405Z	2025-08-14T14:03:02.441Z
36	2	rhodothamnus chamaecistus	20250625095457	7.113063	46.03264	72631	dbgi_008435	Mazzarine Laboureau	2025-08-12T11:52:06.680Z	2025-12-28T16:51:01.574Z
36	2	rhodothamnus chamaecistus	20250625095457	7.113063	46.03264	72729	dbgi_114	Mazzarine Laboureau	2025-08-12T11:52:09.911Z	2025-08-14T14:03:04.019Z
37	3	arum maculatum	20250625095625	7.11304	46.03267	72546	dbgi_008448	Émilie Lab	2025-08-12T11:52:03.748Z	2025-12-28T16:50:40.691Z
37	3	arum maculatum	20250625095625	7.11304	46.03267	72587	dbgi_21	Émilie Lab	2025-08-12T11:52:05.281Z	2025-08-14T14:02:59.451Z
37	3	arum maculatum	20250625095625	7.11304	46.03267	72685	dbgi_70	Émilie Lab	2025-08-12T11:52:08.436Z	2025-08-14T14:03:02.465Z
38	2	cassiope mertensiana	20250625095809	7.113053	46.03263	72632	dbgi_008406	Mazzarine Laboureau	2025-08-12T11:52:06.708Z	2025-12-28T16:51:02.107Z
38	2	cassiope mertensiana	20250625095809	7.113053	46.03263	72730	dbgi_115	Mazzarine Laboureau	2025-08-12T11:52:09.941Z	2025-08-14T14:03:04.058Z
39	3	bulbinella hookeri	20250625095923	7.113079	46.03268	72547	dbgi_008587	Émilie Lab	2025-08-12T11:52:03.783Z	2025-12-28T16:50:41.209Z
39	3	bulbinella hookeri	20250625095923	7.113079	46.03268	72588	dbgi_22	Émilie Lab	2025-08-12T11:52:05.314Z	2025-08-14T14:02:59.486Z
39	3	bulbinella hookeri	20250625095923	7.113079	46.03268	72686	dbgi_71	Émilie Lab	2025-08-12T11:52:08.469Z	2025-08-14T14:03:02.493Z
40	2	fritillaria pyrenaica	20250625100205	7.113058	46.032642	72633	dbgi_008501	Mazzarine Laboureau	2025-08-12T11:52:06.742Z	2025-12-28T16:51:02.619Z
40	2	fritillaria pyrenaica	20250625100205	7.113058	46.032642	72731	dbgi_116	Mazzarine Laboureau	2025-08-12T11:52:09.971Z	2025-08-14T14:03:04.095Z
41	3	cypripedium reginae	20250625100431	7.113039	46.032684	72549	dbgi_008401	Émilie Lab	2025-08-12T11:52:03.849Z	2025-12-28T16:50:42.328Z
41	3	cypripedium reginae	20250625100431	7.113039	46.032684	72590	dbgi_24	Émilie Lab	2025-08-12T11:52:05.371Z	2025-08-14T14:02:59.554Z
41	3	cypripedium reginae	20250625100431	7.113039	46.032684	72688	dbgi_73	Émilie Lab	2025-08-12T11:52:08.533Z	2025-08-14T14:03:02.547Z
42	2	cypripedium calceolus	20250625100533	7.113048	46.032646	72634	dbgi_008612	Mazzarine Laboureau	2025-08-12T11:52:06.774Z	2025-12-28T16:51:03.112Z
42	2	cypripedium calceolus	20250625100533	7.113048	46.032646	72732	dbgi_117	Mazzarine Laboureau	2025-08-12T11:52:10.008Z	2025-08-14T14:03:04.133Z
43	3	rhododendron carolinianum	20250625100636	7.113057	46.032677	72550	dbgi_008414	Émilie Lab	2025-08-12T11:52:03.881Z	2025-12-28T16:50:42.772Z
43	3	rhododendron carolinianum	20250625100636	7.113057	46.032677	72591	dbgi_25	Émilie Lab	2025-08-12T11:52:05.402Z	2025-08-14T14:02:59.587Z
43	3	rhododendron carolinianum	20250625100636	7.113057	46.032677	72689	dbgi_74	Émilie Lab	2025-08-12T11:52:08.564Z	2025-08-14T14:03:02.572Z
44	2	saxifraga pseudo-kotschyl,	20250625100717	7.11304	46.032646	72635	dbgi_008504	Mazzarine Laboureau	2025-08-12T11:52:06.808Z	2025-12-28T16:51:03.631Z
44	2	saxifraga pseudo-kotschyl,	20250625100717	7.11304	46.032646	72733	dbgi_118	Mazzarine Laboureau	2025-08-12T11:52:10.037Z	2025-08-14T14:03:04.171Z
45	3	blechnum spicant	20250625100907	7.113082	46.03267	72551	dbgi_008436	Émilie Lab	2025-08-12T11:52:03.914Z	2025-12-28T16:50:43.222Z
45	3	blechnum spicant	20250625100907	7.113082	46.03267	72592	dbgi_26	Émilie Lab	2025-08-12T11:52:05.432Z	2025-08-14T14:02:59.620Z
45	3	blechnum spicant	20250625100907	7.113082	46.03267	72690	dbgi_75	Émilie Lab	2025-08-12T11:52:08.593Z	2025-08-14T14:03:02.599Z
46	2	rhododendron radicans	20250625100949	7.113038	46.03265	72636	dbgi_008514	Mazzarine Laboureau	2025-08-12T11:52:06.843Z	2025-12-28T16:51:04.137Z
46	2	rhododendron radicans	20250625100949	7.113038	46.03265	72734	dbgi_119	Mazzarine Laboureau	2025-08-12T11:52:10.068Z	2025-08-14T14:03:04.209Z
47	2	juniperus chinensis	20250625102644	7.113101	46.032578	72637	dbgi_008493	Mazzarine Laboureau	2025-08-12T11:52:06.876Z	2025-12-28T16:51:04.569Z
47	2	juniperus chinensis	20250625102644	7.113101	46.032578	72735	dbgi_120	Mazzarine Laboureau	2025-08-12T11:52:10.098Z	2025-08-14T14:03:04.245Z
48	2	centaurea montana	20250625102812	7.113166	46.03258	72638	dbgi_008758	Mazzarine Laboureau	2025-08-12T11:52:06.911Z	2025-12-28T16:51:05.159Z
48	2	centaurea montana	20250625102812	7.113166	46.03258	72736	dbgi_121	Mazzarine Laboureau	2025-08-12T11:52:10.134Z	2025-08-14T14:03:04.284Z
49	2	berberis canadensis	20250625103130	7.113178	46.03258	72639	dbgi_008511	Mazzarine Laboureau	2025-08-12T11:52:06.950Z	2025-12-28T16:51:05.607Z
49	2	berberis canadensis	20250625103130	7.113178	46.03258	72737	dbgi_122	Mazzarine Laboureau	2025-08-12T11:52:10.168Z	2025-08-14T14:03:04.320Z
50	2	vaccinium vitis-idaea	20250625103325	7.113173	46.03259	72640	dbgi_008458	Mazzarine Laboureau	2025-08-12T11:52:06.982Z	2025-12-28T16:51:06.087Z
50	2	vaccinium vitis-idaea	20250625103325	7.113173	46.03259	72738	dbgi_123	Mazzarine Laboureau	2025-08-12T11:52:10.202Z	2025-08-14T14:03:04.360Z
51	3	ribes spicatum	20250625103340	7.113192	46.032578	72552	dbgi_008430	Émilie Lab	2025-08-12T11:52:03.942Z	2025-12-28T16:50:43.762Z
51	3	ribes spicatum	20250625103340	7.113192	46.032578	72593	dbgi_27	Émilie Lab	2025-08-12T11:52:05.463Z	2025-08-14T14:02:59.651Z
51	3	ribes spicatum	20250625103340	7.113192	46.032578	72691	dbgi_76	Émilie Lab	2025-08-12T11:52:08.630Z	2025-08-14T14:03:02.624Z
52	3	penstemon ovatus	20250625103604	7.113191	46.03257	72553	dbgi_008378	Émilie Lab	2025-08-12T11:52:03.979Z	2025-12-28T16:50:44.276Z
52	3	penstemon ovatus	20250625103604	7.113191	46.03257	72594	dbgi_28	Émilie Lab	2025-08-12T11:52:05.490Z	2025-08-14T14:02:59.684Z
52	3	penstemon ovatus	20250625103604	7.113191	46.03257	72692	dbgi_77	Émilie Lab	2025-08-12T11:52:08.660Z	2025-08-14T14:03:02.651Z
53	2	sedum ellecombienum	20250625103617	7.113174	46.03257	72641	dbgi_008431	Mazzarine Laboureau	2025-08-12T11:52:07.018Z	2025-12-28T16:51:07.315Z
53	2	sedum ellecombienum	20250625103617	7.113174	46.03257	72739	dbgi_124	Mazzarine Laboureau	2025-08-12T11:52:10.238Z	2025-08-14T14:03:04.397Z
54	3	tsuga canadensis	20250625103817	7.113307	46.032593	72554	dbgi_008489	Émilie Lab	2025-08-12T11:52:04.010Z	2025-12-28T16:50:44.893Z
54	3	tsuga canadensis	20250625103817	7.113307	46.032593	72595	dbgi_29	Émilie Lab	2025-08-12T11:52:05.519Z	2025-08-14T14:02:59.715Z
54	3	tsuga canadensis	20250625103817	7.113307	46.032593	72693	dbgi_78	Émilie Lab	2025-08-12T11:52:08.695Z	2025-08-14T14:03:02.676Z
55	2	cytisus decumbens	20250625103820	7.113209	46.032574	72642	dbgi_008478	Mazzarine Laboureau	2025-08-12T11:52:07.050Z	2025-12-28T16:51:07.771Z
55	2	cytisus decumbens	20250625103820	7.113209	46.032574	72740	dbgi_125	Mazzarine Laboureau	2025-08-12T11:52:10.269Z	2025-08-14T14:03:04.437Z
56	2	gentiana marcailhuana	20250625104043	7.113217	46.03257	72643	dbgi_008413	Mazzarine Laboureau	2025-08-12T11:52:07.085Z	2025-12-28T16:51:08.221Z
56	2	gentiana marcailhuana	20250625104043	7.113217	46.03257	72741	dbgi_126	Mazzarine Laboureau	2025-08-12T11:52:10.303Z	2025-08-14T14:03:04.475Z
57	3	anthennaria canadensis	20250625104139	7.11333	46.032585	72555	dbgi_008408	Émilie Lab	2025-08-12T11:52:04.037Z	2025-12-28T16:50:45.410Z
57	3	anthennaria canadensis	20250625104139	7.11333	46.032585	72596	dbgi_30	Émilie Lab	2025-08-12T11:52:05.553Z	2025-08-14T14:02:59.748Z
57	3	anthennaria canadensis	20250625104139	7.11333	46.032585	72694	dbgi_79	Émilie Lab	2025-08-12T11:52:08.727Z	2025-08-14T14:03:02.704Z
58	3	taxus baccata	20250625104344	7.11334	46.032578	72556	dbgi_008442	Émilie Lab	2025-08-12T11:52:04.068Z	2025-12-28T16:50:45.872Z
58	3	taxus baccata	20250625104344	7.11334	46.032578	72597	dbgi_31	Émilie Lab	2025-08-12T11:52:05.587Z	2025-08-14T14:02:59.780Z
58	3	taxus baccata	20250625104344	7.11334	46.032578	72695	dbgi_80	Émilie Lab	2025-08-12T11:52:08.763Z	2025-08-14T14:03:02.739Z
59	3	genista radiata	20250625104603	7.113218	46.032543	72557	dbgi_008650	Émilie Lab	2025-08-12T11:52:04.102Z	2025-12-28T16:50:46.423Z
59	3	genista radiata	20250625104603	7.113218	46.032543	72598	dbgi_32	Émilie Lab	2025-08-12T11:52:05.617Z	2025-08-14T14:02:59.813Z
59	3	genista radiata	20250625104603	7.113218	46.032543	72696	dbgi_81	Émilie Lab	2025-08-12T11:52:08.797Z	2025-08-14T14:03:02.778Z
60	3	asphodelus albus	20250625104735	7.113292	46.03255	72558	dbgi_008464	Émilie Lab	2025-08-12T11:52:04.132Z	2025-12-28T16:50:46.874Z
60	3	asphodelus albus	20250625104735	7.113292	46.03255	72599	dbgi_33	Émilie Lab	2025-08-12T11:52:05.644Z	2025-08-14T14:02:59.846Z
60	3	asphodelus albus	20250625104735	7.113292	46.03255	72697	dbgi_82	Émilie Lab	2025-08-12T11:52:08.831Z	2025-08-14T14:03:02.815Z
61	2	carlina acanthifolia	20250625105142	7.113238	46.032566	72645	dbgi_008393	Mazzarine Laboureau	2025-08-12T11:52:07.150Z	2025-12-28T16:51:09.159Z
61	2	carlina acanthifolia	20250625105142	7.113238	46.032566	72743	dbgi_128	Mazzarine Laboureau	2025-08-12T11:52:10.366Z	2025-08-14T14:03:04.550Z
62	2	scabiosa columbaria	20250625105253	7.113238	46.032566	72646	dbgi_008468	Mazzarine Laboureau	2025-08-12T11:52:07.183Z	2025-12-28T16:51:09.619Z
62	2	scabiosa columbaria	20250625105253	7.113238	46.032566	72744	dbgi_129	Mazzarine Laboureau	2025-08-12T11:52:10.393Z	2025-08-14T14:03:04.587Z
63	3	colutea arborescens	20250625105340	7.113236	46.032578	72559	dbgi_008423	Émilie Lab	2025-08-12T11:52:04.161Z	2025-12-28T16:50:47.338Z
63	3	colutea arborescens	20250625105340	7.113236	46.032578	72600	dbgi_34	Émilie Lab	2025-08-12T11:52:05.680Z	2025-08-14T14:02:59.879Z
63	3	colutea arborescens	20250625105340	7.113236	46.032578	72698	dbgi_83	Émilie Lab	2025-08-12T11:52:08.866Z	2025-08-14T14:03:02.853Z
64	2	astragalus monspessulanus	20250625105709	7.113245	46.032566	72647	dbgi_008490	Mazzarine Laboureau	2025-08-12T11:52:07.212Z	2025-12-28T16:51:10.182Z
64	2	astragalus monspessulanus	20250625105709	7.113245	46.032566	72745	dbgi_130	Mazzarine Laboureau	2025-08-12T11:52:10.424Z	2025-08-14T14:03:04.623Z
65	2	sedum ochroleucum	20250625105915	7.113248	46.03257	72648	dbgi_008462	Mazzarine Laboureau	2025-08-12T11:52:07.251Z	2025-12-28T16:51:10.623Z
65	2	sedum ochroleucum	20250625105915	7.113248	46.03257	72746	dbgi_131	Mazzarine Laboureau	2025-08-12T11:52:10.458Z	2025-08-14T14:03:04.662Z
66	3	dianthus subacaulis	20250625110513	7.113278	46.032574	72560	dbgi_008640	Émilie Lab	2025-08-12T11:52:04.197Z	2025-12-28T16:50:47.785Z
66	3	dianthus subacaulis	20250625110513	7.113278	46.032574	72601	dbgi_35	Émilie Lab	2025-08-12T11:52:05.709Z	2025-08-14T14:02:59.911Z
66	3	dianthus subacaulis	20250625110513	7.113278	46.032574	72699	dbgi_84	Émilie Lab	2025-08-12T11:52:08.904Z	2025-08-14T14:03:02.889Z
67	2	geranium nodosum	20250625110706	7.113341	46.032574	72650	dbgi_008385	Mazzarine Laboureau	2025-08-12T11:52:07.311Z	2025-12-28T16:51:11.817Z
67	2	geranium nodosum	20250625110706	7.113341	46.032574	72748	dbgi_133	Mazzarine Laboureau	2025-08-12T11:52:10.521Z	2025-08-14T14:03:04.737Z
68	3	lithospermum intermedium	20250625110811	7.11329	46.032623	72561	dbgi_008754	Émilie Lab	2025-08-12T11:52:04.226Z	2025-12-28T16:50:48.269Z
68	3	lithospermum intermedium	20250625110811	7.11329	46.032623	72602	dbgi_36	Émilie Lab	2025-08-12T11:52:05.735Z	2025-08-14T14:02:59.943Z
68	3	lithospermum intermedium	20250625110811	7.11329	46.032623	72700	dbgi_85	Émilie Lab	2025-08-12T11:52:08.936Z	2025-08-14T14:03:02.926Z
69	3	dianthus plumarius	20250625111046	7.113257	46.032593	72562	dbgi_008647	Émilie Lab	2025-08-12T11:52:04.255Z	2025-12-28T16:50:48.765Z
69	3	dianthus plumarius	20250625111046	7.113257	46.032593	72603	dbgi_37	Émilie Lab	2025-08-12T11:52:05.764Z	2025-08-14T14:02:59.975Z
69	3	dianthus plumarius	20250625111046	7.113257	46.032593	72701	dbgi_86	Émilie Lab	2025-08-12T11:52:08.973Z	2025-08-14T14:03:02.962Z
70	2	cytisus nigricans	20250625111342	7.113455	46.03256	72652	dbgi_008402	Mazzarine Laboureau	2025-08-12T11:52:07.375Z	2025-12-28T16:51:12.858Z
70	2	cytisus nigricans	20250625111342	7.113455	46.03256	72750	dbgi_135	Mazzarine Laboureau	2025-08-12T11:52:10.582Z	2025-08-14T14:03:04.811Z
71	3	helichrysum graveolens	20250625111454	7.113254	46.032593	72563	dbgi_008637	Émilie Lab	2025-08-12T11:52:04.285Z	2025-12-28T16:50:49.217Z
71	3	helichrysum graveolens	20250625111454	7.113254	46.032593	72604	dbgi_38	Émilie Lab	2025-08-12T11:52:05.794Z	2025-08-14T14:03:00.008Z
71	3	helichrysum graveolens	20250625111454	7.113254	46.032593	72702	dbgi_87	Émilie Lab	2025-08-12T11:52:09.004Z	2025-08-14T14:03:03.000Z
72	2	abies cephalonica	20250625111715	7.113396	46.032597	72653	dbgi_008382	Mazzarine Laboureau	2025-08-12T11:52:07.410Z	2025-12-28T16:51:13.308Z
72	2	abies cephalonica	20250625111715	7.113396	46.032597	72751	dbgi_136	Mazzarine Laboureau	2025-08-12T11:52:10.610Z	2025-08-14T14:03:04.848Z
73	3	eriogonum umbellatum	20250625111723	7.113238	46.032597	72564	dbgi_008527	Émilie Lab	2025-08-12T11:52:04.312Z	2025-12-28T16:50:49.660Z
73	3	eriogonum umbellatum	20250625111723	7.113238	46.032597	72605	dbgi_39	Émilie Lab	2025-08-12T11:52:05.830Z	2025-08-14T14:03:00.040Z
73	3	eriogonum umbellatum	20250625111723	7.113238	46.032597	72703	dbgi_88	Émilie Lab	2025-08-12T11:52:09.038Z	2025-08-14T14:03:03.038Z
74	3	micromeria dalmatica	20250625111909	7.113258	46.0326	72565	dbgi_008646	Émilie Lab	2025-08-12T11:52:04.342Z	2025-12-28T16:50:50.125Z
74	3	micromeria dalmatica	20250625111909	7.113258	46.0326	72606	dbgi_40	Émilie Lab	2025-08-12T11:52:05.858Z	2025-08-14T14:03:00.073Z
74	3	micromeria dalmatica	20250625111909	7.113258	46.0326	72704	dbgi_89	Émilie Lab	2025-08-12T11:52:09.073Z	2025-08-14T14:03:03.076Z
75	3	globularia bisnagarica	20250625112113	7.113287	46.032608	72566	dbgi_008645	Émilie Lab	2025-08-12T11:52:04.370Z	2025-12-28T16:50:50.572Z
75	3	globularia bisnagarica	20250625112113	7.113287	46.032608	72607	dbgi_41	Émilie Lab	2025-08-12T11:52:05.889Z	2025-08-14T14:03:00.104Z
75	3	globularia bisnagarica	20250625112113	7.113287	46.032608	72705	dbgi_90	Émilie Lab	2025-08-12T11:52:09.111Z	2025-08-14T14:03:03.112Z
76	3	dryas octopetala	20250625112303	7.113337	46.03261	72567	dbgi_008486	Émilie Lab	2025-08-12T11:52:04.405Z	2025-12-28T16:50:51.016Z
76	3	dryas octopetala	20250625112303	7.113337	46.03261	72608	dbgi_42	Émilie Lab	2025-08-12T11:52:05.919Z	2025-08-14T14:03:00.137Z
76	3	dryas octopetala	20250625112303	7.113337	46.03261	72706	dbgi_91	Émilie Lab	2025-08-12T11:52:09.142Z	2025-08-14T14:03:03.150Z
77	2	gentiana angustifolia	20250625112329	7.11331	46.032593	72654	dbgi_008513	Mazzarine Laboureau	2025-08-12T11:52:07.446Z	2025-12-28T16:51:13.867Z
77	2	gentiana angustifolia	20250625112329	7.11331	46.032593	72752	dbgi_137	Mazzarine Laboureau	2025-08-12T11:52:10.650Z	2025-08-14T14:03:04.887Z
78	3	convallaria majalis	20250625112837	7.113485	46.032635	72568	dbgi_008763	Émilie Lab	2025-08-12T11:52:04.432Z	2025-12-28T16:50:51.472Z
78	3	convallaria majalis	20250625112837	7.113485	46.032635	72609	dbgi_43	Émilie Lab	2025-08-12T11:52:05.952Z	2025-08-14T14:03:00.169Z
78	3	convallaria majalis	20250625112837	7.113485	46.032635	72707	dbgi_92	Émilie Lab	2025-08-12T11:52:09.175Z	2025-08-14T14:03:03.186Z
79	2	erinus alpinus	20250625112959	7.113341	46.032604	72656	dbgi_008743	Mazzarine Laboureau	2025-08-12T11:52:07.510Z	2025-12-28T16:51:14.906Z
79	2	erinus alpinus	20250625112959	7.113341	46.032604	72754	dbgi_139	Mazzarine Laboureau	2025-08-12T11:52:10.710Z	2025-08-14T14:03:04.962Z
80	3	colchicum autumnale	20250625113005	7.113473	46.03267	72569	dbgi_008395	Émilie Lab	2025-08-12T11:52:04.463Z	2025-12-28T16:50:51.921Z
80	3	colchicum autumnale	20250625113005	7.113473	46.03267	72610	dbgi_44	Émilie Lab	2025-08-12T11:52:05.985Z	2025-08-14T14:03:00.202Z
80	3	colchicum autumnale	20250625113005	7.113473	46.03267	72708	dbgi_93	Émilie Lab	2025-08-12T11:52:09.208Z	2025-08-14T14:03:03.225Z
81	2	potentilla peduncularis	20250625113145	7.113354	46.0326	72657	dbgi_008502	Mazzarine Laboureau	2025-08-12T11:52:07.545Z	2025-12-28T16:51:15.360Z
81	2	potentilla peduncularis	20250625113145	7.113354	46.0326	72755	dbgi_140	Mazzarine Laboureau	2025-08-12T11:52:10.744Z	2025-08-14T14:03:04.999Z
82	3	aegopodium podagraria	20250625113405	7.113481	46.032627	72571	dbgi_008419	Émilie Lab	2025-08-12T11:52:04.526Z	2025-12-28T16:50:52.822Z
82	3	aegopodium podagraria	20250625113405	7.113481	46.032627	72612	dbgi_46	Émilie Lab	2025-08-12T11:52:06.045Z	2025-08-14T14:03:00.267Z
82	3	aegopodium podagraria	20250625113405	7.113481	46.032627	72710	dbgi_95	Émilie Lab	2025-08-12T11:52:09.276Z	2025-08-14T14:03:03.300Z
83	2	jovibarba hirta	20250625113449	7.113376	46.032593	72658	dbgi_008459	Mazzarine Laboureau	2025-08-12T11:52:07.578Z	2025-12-28T16:51:15.809Z
83	2	jovibarba hirta	20250625113449	7.113376	46.032593	72756	dbgi_141	Mazzarine Laboureau	2025-08-12T11:52:10.777Z	2025-08-14T14:03:05.034Z
84	3	gentiana lutea	20250625113741	7.113484	46.032665	72572	dbgi_008602	Émilie Lab	2025-08-12T11:52:04.557Z	2025-12-28T16:50:53.275Z
84	3	gentiana lutea	20250625113741	7.113484	46.032665	72613	dbgi_47	Émilie Lab	2025-08-12T11:52:06.074Z	2025-08-14T14:03:00.298Z
84	3	gentiana lutea	20250625113741	7.113484	46.032665	72711	dbgi_96	Émilie Lab	2025-08-12T11:52:09.306Z	2025-08-14T14:03:03.337Z
85	2	polygala vayredae	20250625113742	7.113381	46.032604	72659	dbgi_008483	Mazzarine Laboureau	2025-08-12T11:52:07.614Z	2025-12-28T16:51:16.270Z
85	2	polygala vayredae	20250625113742	7.113381	46.032604	72757	dbgi_142	Mazzarine Laboureau	2025-08-12T11:52:10.807Z	2025-08-14T14:03:05.068Z
86	2	paeonia officinalis	20250625114111	7.113385	46.032616	72660	dbgi_008532	Mazzarine Laboureau	2025-08-12T11:52:07.649Z	2025-12-28T16:51:16.726Z
86	2	paeonia officinalis	20250625114111	7.113385	46.032616	72758	dbgi_143	Mazzarine Laboureau	2025-08-12T11:52:10.836Z	2025-08-14T14:03:05.103Z
87	2	primula denticulata	20250625114356	7.113413	46.032604	72661	dbgi_008394	Mazzarine Laboureau	2025-08-12T11:52:07.683Z	2025-12-28T16:51:17.264Z
87	2	primula denticulata	20250625114356	7.113413	46.032604	72759	dbgi_144	Mazzarine Laboureau	2025-08-12T11:52:10.865Z	2025-08-14T14:03:05.137Z
88	2	potentilla ambigua	20250625114522	7.113443	46.0326	72662	dbgi_008500	Mazzarine Laboureau	2025-08-12T11:52:07.716Z	2025-12-28T16:51:17.861Z
88	2	potentilla ambigua	20250625114522	7.113443	46.0326	72760	dbgi_145	Mazzarine Laboureau	2025-08-12T11:52:10.897Z	2025-08-14T14:03:05.174Z
89	2	arctostaphylus uva-ursi	20250625114650	7.113457	46.03257	72663	dbgi_008461	Mazzarine Laboureau	2025-08-12T11:52:07.746Z	2025-12-28T16:51:18.318Z
89	2	arctostaphylus uva-ursi	20250625114650	7.113457	46.03257	72761	dbgi_146	Mazzarine Laboureau	2025-08-12T11:52:10.924Z	2025-08-14T14:03:05.209Z
90	2	androsace sarmentosa	20250707140145	7.113414	46.03267	72764	dbgi_008389	Émilie Lab	2025-08-12T11:52:11.021Z	2025-12-28T16:51:19.680Z
