issue	id	sample_id	sample_name	taxon_name	date	latitude	longitude	collector_fullname	date_created
invalid_sample_id	73320	dbgi_404		Viola rupestris	20250715113614	7.1132827	46.03278	Émilie Lab	2025-08-12T11:52:29.126Z
invalid_sample_id	73321	dbgi_405		Molinia arundinacea	20250715113931	7.1132197	46.032776	Émilie Lab	2025-08-12T11:52:29.164Z
invalid_sample_id	73322	dbgi_406		Ephedra helvetica	20250715114901	7.11329	46.03277	Émilie Lab	2025-08-12T11:52:29.196Z
invalid_sample_id	73323	dbgi_407		Teucrium montanum	20250715115125	7.113314	46.03277	Émilie Lab	2025-08-12T11:52:29.234Z
invalid_sample_id	73324	dbgi_408		Stipa eriocaulis	20250715115405	7.1132903	46.032784	Émilie Lab	2025-08-12T11:52:29.263Z
invalid_sample_id	73325	dbgi_409		Hieracium bombycinum	20250715083931	7.1132894	46.0327	Mazzarine Laboureau	2025-08-12T11:52:29.299Z
invalid_sample_id	73326	dbgi_410		Erica carnea	20250715090407	7.113303	46.0327	Mazzarine Laboureau	2025-08-12T11:52:29.331Z
invalid_sample_id	73327	dbgi_411		Eriophyllum arachnoideum	20250715090759	7.113332	46.032707	Mazzarine Laboureau	2025-08-12T11:52:29.365Z
invalid_sample_id	73328	dbgi_412		Cotoneaster congesta	20250715091114	7.1133227	46.03271	Mazzarine Laboureau	2025-08-12T11:52:29.398Z
invalid_sample_id	73329	dbgi_413		Genista germanica	20250715091345	7.113305	46.032707	Mazzarine Laboureau	2025-08-12T11:52:29.429Z
invalid_sample_id	73330	dbgi_414		Gladiolus imbricatus	20250715091812	7.113284	46.03271	Mazzarine Laboureau	2025-08-12T11:52:29.460Z
invalid_sample_id	73331	dbgi_415		Armeria arenaria	20250715092118	7.113291	46.032715	Mazzarine Laboureau	2025-08-12T11:52:29.489Z
invalid_sample_id	73332	dbgi_416		Potentilla alba	20250715092339	7.1132765	46.032707	Mazzarine Laboureau	2025-08-12T11:52:29.516Z
invalid_sample_id	73333	dbgi_417		Cytisus nigricans	20250715092638	7.1132383	46.032726	Mazzarine Laboureau	2025-08-12T11:52:29.551Z
invalid_sample_id	73334	dbgi_418		Potentilla speciosa	20250715092946	7.113255	46.03273	Mazzarine Laboureau	2025-08-12T11:52:29.579Z
invalid_sample_id	73335	dbgi_419		Dianthus simulans	20250715093238	7.113274	46.03273	Mazzarine Laboureau	2025-08-12T11:52:29.613Z
invalid_sample_id	73336	dbgi_420		Asclepias syriaca	20250715093654	7.113284	46.032738	Mazzarine Laboureau	2025-08-12T11:52:29.643Z
invalid_sample_id	73337	dbgi_421		Cytisus sessilifolius	20250715093858	7.1132684	46.032738	Mazzarine Laboureau	2025-08-12T11:52:29.682Z
invalid_sample_id	73338	dbgi_422			20250715094307	7.1132407	46.032734	Mazzarine Laboureau	2025-08-12T11:52:29.712Z
invalid_sample_id	73339	dbgi_423			20250715094618	7.1132092	46.03276	Mazzarine Laboureau	2025-08-12T11:52:29.746Z
invalid_sample_id	73340	dbgi_424		Prunella hyssopifolia	20250715095025	7.113195	46.032753	Mazzarine Laboureau	2025-08-12T11:52:29.778Z
invalid_sample_id	73341	dbgi_425		Alchemilla conjuncta	20250715095346	7.113198	46.032764	Mazzarine Laboureau	2025-08-12T11:52:29.811Z
invalid_sample_id	73342	dbgi_426		Hebe lindsayi	20250715095613	7.11318	46.032757	Mazzarine Laboureau	2025-08-12T11:52:29.844Z
invalid_sample_id	73343	dbgi_427		Molinia caerulea	20250715095802	7.113183	46.032745	Mazzarine Laboureau	2025-08-12T11:52:29.875Z
invalid_sample_id	73344	dbgi_428		Potentilla fruticosa	20250715100414	7.113187	46.032726	Mazzarine Laboureau	2025-08-12T11:52:29.915Z
invalid_sample_id	73345	dbgi_429		Festuca quadriflora	20250715100714	7.1131763	46.03272	Mazzarine Laboureau	2025-08-12T11:52:29.945Z
invalid_sample_id	73346	dbgi_430			20250715101416	7.1131816	46.032715	Mazzarine Laboureau	2025-08-12T11:52:29.979Z
invalid_sample_id	73347	dbgi_431		Gentiana asclepiadea	20250715101933	7.1132135	46.032722	Mazzarine Laboureau	2025-08-12T11:52:30.012Z
invalid_sample_id	73348	dbgi_432		Iris missouriensis	20250715102146	7.1131935	46.032734	Mazzarine Laboureau	2025-08-12T11:52:30.046Z
invalid_sample_id	73349	dbgi_433		Dryas octopetala	20250715102407	7.1132216	46.032722	Mazzarine Laboureau	2025-08-12T11:52:30.079Z
invalid_sample_id	73350	dbgi_434		Dianthus gratianapolitanus	20250715102539	7.1132326	46.032722	Mazzarine Laboureau	2025-08-12T11:52:30.110Z
invalid_sample_id	73351	dbgi_435		Rosa majalis	20250715103208	7.113414	46.03275	Mazzarine Laboureau	2025-08-12T11:52:30.141Z
invalid_sample_id	73352	dbgi_436		Prunella grandiflora	20250715103704	7.1134095	46.032757	Mazzarine Laboureau	2025-08-12T11:52:30.171Z
invalid_sample_id	73353	dbgi_437			20250715105102	7.1134205	46.03276	Mazzarine Laboureau	2025-08-12T11:52:30.218Z
invalid_sample_id	73354	dbgi_438		Gentiana cruciata	20250715105307	7.1133943	46.03275	Mazzarine Laboureau	2025-08-12T11:52:30.249Z
invalid_sample_id	73355	dbgi_439		Rosa coriifolia	20250715105419	7.1134086	46.032764	Mazzarine Laboureau	2025-08-12T11:52:30.273Z
invalid_sample_id	73356	dbgi_440		Inula salicina	20250715105545	7.1134057	46.03277	Mazzarine Laboureau	2025-08-12T11:52:30.309Z
invalid_sample_id	73357	dbgi_441			20250715105855	7.1133966	46.032772	Mazzarine Laboureau	2025-08-12T11:52:30.339Z
invalid_sample_id	73358	dbgi_442			20250715110057	7.1133494	46.032776	Mazzarine Laboureau	2025-08-12T11:52:30.372Z
invalid_sample_id	73359	dbgi_443		Quercus pubescens	20250715110317	7.113373	46.032795	Mazzarine Laboureau	2025-08-12T11:52:30.401Z
invalid_sample_id	73360	dbgi_444		Rosa micrantha	20250715110519	7.1133847	46.032803	Mazzarine Laboureau	2025-08-12T11:52:30.438Z
invalid_sample_id	73361	dbgi_445		Sorbus aucuparia	20250715110700	7.1134048	46.032818	Mazzarine Laboureau	2025-08-12T11:52:30.476Z
invalid_sample_id	73362	dbgi_446		Arnica montana	20250715110852	7.1133847	46.032818	Mazzarine Laboureau	2025-08-12T11:52:30.513Z
invalid_sample_id	73363	dbgi_447		Rosa subcanina	20250715111049	7.113376	46.032814	Mazzarine Laboureau	2025-08-12T11:52:30.542Z
invalid_sample_id	73364	dbgi_448		Campanula barbata	20250715111357	7.11342	46.032875	Mazzarine Laboureau	2025-08-12T11:52:30.573Z
invalid_sample_id	73365	dbgi_449		Luzula nivea	20250715111542	7.1134057	46.03289	Mazzarine Laboureau	2025-08-12T11:52:30.605Z
invalid_sample_id	73366	dbgi_450		Festuca paniculata	20250715111729	7.1133175	46.0328	Mazzarine Laboureau	2025-08-12T11:52:30.633Z
invalid_sample_id	73367	dbgi_451		Vaccinium vitis-idaea	20250715111945	7.113325	46.03279	Mazzarine Laboureau	2025-08-12T11:52:30.667Z
invalid_sample_id	73368	dbgi_452		Juniperus communis	20250715112503	7.1133075	46.032784	Mazzarine Laboureau	2025-08-12T11:52:30.701Z
invalid_sample_id	73369	dbgi_453		Koeleria macrantha	20250715112920	7.113279	46.032776	Mazzarine Laboureau	2025-08-12T11:52:30.733Z
invalid_sample_id	73370	dbgi_454		Sempervivum tectorum	20250715113204	7.113264	46.032776	Mazzarine Laboureau	2025-08-12T11:52:30.760Z
invalid_sample_id	73371	dbgi_455		Potentilla pusilla	20250715113453	7.113251	46.032776	Mazzarine Laboureau	2025-08-12T11:52:30.796Z
invalid_sample_id	73372	dbgi_456		Dracocephalum ruyschiana	20250715113807	7.113255	46.03278	Mazzarine Laboureau	2025-08-12T11:52:30.825Z
invalid_sample_id	73373	dbgi_457		Ranunculus gramineus	20250715114543	7.1132946	46.03278	Mazzarine Laboureau	2025-08-12T11:52:30.856Z
invalid_sample_id	73374	dbgi_458		Juniperus sabina	20250715130019	7.113226	46.032776	Émilie Lab	2025-08-12T11:52:30.890Z
invalid_sample_id	73375	dbgi_459		Lonicera etrusca	20250715130401	7.1132755	46.032784	Émilie Lab	2025-08-12T11:52:30.923Z
invalid_sample_id	73376	dbgi_460			20250715130601	7.1132092	46.032776	Émilie Lab	2025-08-12T11:52:30.955Z
invalid_sample_id	73377	dbgi_461		Rosa sherardii	20250715131119	7.1132307	46.032757	Émilie Lab	2025-08-12T11:52:30.986Z
invalid_sample_id	73378	dbgi_462		Anemone rivularis	20250715131340	7.1132073	46.03278	Émilie Lab	2025-08-12T11:52:31.023Z
invalid_sample_id	73379	dbgi_463		Catananche caerulea	20250715131546	7.1132007	46.03279	Émilie Lab	2025-08-12T11:52:31.053Z
invalid_sample_id	73380	dbgi_464		Helictotrichon sempervirens	20250715131802	7.1131806	46.032787	Émilie Lab	2025-08-12T11:52:31.085Z
invalid_sample_id	73381	dbgi_465		Viola suavis	20250715131959	7.1131754	46.032795	Émilie Lab	2025-08-12T11:52:31.115Z
invalid_sample_id	73382	dbgi_466		Iris lutescens	20250715132321	7.1131787	46.032803	Émilie Lab	2025-08-12T11:52:31.149Z
invalid_sample_id	73383	dbgi_467			20250715132512	7.113179	46.032795	Émilie Lab	2025-08-12T11:52:31.181Z
invalid_sample_id	73384	dbgi_468		Potentilla neumanniana	20250715132837	7.1131463	46.03278	Émilie Lab	2025-08-12T11:52:31.213Z
invalid_sample_id	73385	dbgi_469		Crepis albida	20250715133038	7.1131754	46.032818	Émilie Lab	2025-08-12T11:52:31.242Z
invalid_sample_id	73386	dbgi_470		Sedum aizoon	20250715133449	7.1131263	46.03284	Émilie Lab	2025-08-12T11:52:31.270Z
invalid_sample_id	73387	dbgi_471		Galium verum	20250715133628	7.1131334	46.032856	Émilie Lab	2025-08-12T11:52:31.305Z
invalid_sample_id	73388	dbgi_472		Genista sylvestris	20250715133918	7.1130958	46.032845	Émilie Lab	2025-08-12T11:52:31.337Z
invalid_sample_id	73389	dbgi_473			20250715134135	7.1130753	46.032867	Émilie Lab	2025-08-12T11:52:31.373Z
invalid_sample_id	73390	dbgi_474			20250715134517	7.1130853	46.032867	Émilie Lab	2025-08-12T11:52:31.405Z
invalid_sample_id	73391	dbgi_475		Iris pseudacorus	20250715135057	7.113086	46.03287	Émilie Lab	2025-08-12T11:52:31.445Z
invalid_sample_id	73392	dbgi_476			20250715135255	7.113135	46.032913	Émilie Lab	2025-08-12T11:52:31.476Z
invalid_sample_id	73393	dbgi_477		Cirsium eriophorum	20250715135521	7.1130595	46.032898	Émilie Lab	2025-08-12T11:52:31.510Z
invalid_sample_id	73394	dbgi_478		Symphoricarpos albus	20250715140019	7.1130223	46.032936	Émilie Lab	2025-08-12T11:52:31.546Z
missing_taxon_name	70625	dbgi_007013			20250526185641	7.1125426	46.0327	Émilie Lab	2025-05-28T10:01:41.636Z
missing_taxon_name	70629	dbgi_008694			20250526181243	7.112449	46.032627	Mazzarine Laboureau	2025-05-28T10:01:41.773Z
missing_taxon_name	70631	dbgi_008807			20250526181954	7.1124654	46.03265	Mazzarine Laboureau	2025-05-28T10:01:41.842Z
missing_taxon_name	70637	dbgi_008820			20250526184148	7.1125126	46.03267	Mazzarine Laboureau	2025-05-28T10:01:42.041Z
missing_taxon_name	70659	dbgi_006954			20250527084837	7.11268	46.032757	Mazzarine Laboureau	2025-05-28T10:01:42.580Z
missing_taxon_name	70661	dbgi_007017			20250527085713	7.1126385	46.03276	Mazzarine Laboureau	2025-05-28T10:01:42.628Z
missing_taxon_name	70666	dbgi_006942			20250527091227	7.1126194	46.03273	Mazzarine Laboureau	2025-05-28T10:01:42.746Z
missing_taxon_name	70673	dbgi_007168			20250527094920	7.1125455	46.032715	Mazzarine Laboureau	2025-05-28T10:01:42.909Z
missing_taxon_name	70681	dbgi_007035			20250527081134	7.112685	46.03271	Émilie Lab	2025-05-28T10:01:43.113Z
missing_taxon_name	70686	dbgi_007014			20250527083318	7.112692	46.032757	Émilie Lab	2025-05-28T10:01:43.249Z
missing_taxon_name	70690	dbgi_006896			20250527085004	7.1125946	46.03273	Émilie Lab	2025-05-28T10:01:43.343Z
missing_taxon_name	70697	dbgi_006929			20250527091303	7.1126285	46.03273	Émilie Lab	2025-05-28T10:01:43.510Z
missing_taxon_name	70703	dbgi_007006			20250527093230	7.1126413	46.03274	Émilie Lab	2025-05-28T10:01:43.649Z
missing_taxon_name	70706	dbgi_007110			20250527094347	7.1126423	46.032753	Émilie Lab	2025-05-28T10:01:43.719Z
missing_taxon_name	70709	dbgi_008697			20250527105140	7.1126227	46.032787	Mazzarine Laboureau	2025-05-28T10:01:43.790Z
missing_taxon_name	70713	dbgi_008671			20250527110359	7.11262	46.03279	Mazzarine Laboureau	2025-05-28T10:01:43.883Z
missing_taxon_name	70716	dbgi_008680			20250527111841	7.1126094	46.03279	Mazzarine Laboureau	2025-05-28T10:01:43.955Z
missing_taxon_name	70720	dbgi_008666			20250527112801	7.112593	46.032787	Mazzarine Laboureau	2025-05-28T10:01:44.048Z
missing_taxon_name	70721	dbgi_008690			20250527113047	7.1126013	46.032784	Mazzarine Laboureau	2025-05-28T10:01:44.072Z
missing_taxon_name	70724	dbgi_006976			20250527104027	7.1126194	46.032776	Mazzarine Laboureau	2025-05-28T10:01:44.142Z
missing_taxon_name	70725	dbgi_006977			20250527104350	7.1126156	46.032776	Mazzarine Laboureau	2025-05-28T10:01:44.179Z
missing_taxon_name	70737	dbgi_008593			20250527110434	7.112594	46.032787	Émilie Lab	2025-05-28T10:01:44.462Z
missing_taxon_name	70743	dbgi_008590			20250527112127	7.1125965	46.032776	Émilie Lab	2025-05-28T10:01:44.599Z
missing_taxon_name	70744	dbgi_008566			20250527112426	7.1125956	46.03278	Émilie Lab	2025-05-28T10:01:44.622Z
missing_taxon_name	70745	dbgi_008659			20250527112633	7.1125875	46.03278	Émilie Lab	2025-05-28T10:01:44.647Z
missing_taxon_name	70746	dbgi_008576			20250527113017	7.1125875	46.032776	Émilie Lab	2025-05-28T10:01:44.670Z
missing_taxon_name	70747	dbgi_008578			20250527113239	7.1125827	46.032784	Émilie Lab	2025-05-28T10:01:44.693Z
missing_taxon_name	70803	dbgi_008696			20250527134007	7.1123676	46.032646	Mazzarine Laboureau	2025-05-28T10:01:46.032Z
missing_taxon_name	70806	dbgi_008714			20250527134820	7.1123796	46.03267	Mazzarine Laboureau	2025-05-28T10:01:46.102Z
missing_taxon_name	70811	dbgi_008726			20250527140923	7.11243	46.032658	Mazzarine Laboureau	2025-05-28T10:01:46.239Z
missing_taxon_name	70812	dbgi_008745			20250527141107	7.112413	46.032665	Mazzarine Laboureau	2025-05-28T10:01:46.262Z
missing_taxon_name	70931	dbgi_006760			20250604173046	7.1125774	46.032837	Émilie Lab	2025-06-16T09:24:17.843Z
missing_taxon_name	70936	dbgi_006613			20250604171928	7.112568	46.032803	Mazzarine Laboureau	2025-06-16T09:24:18.089Z
missing_taxon_name	70941	dbgi_004120			20250604173629	7.1125803	46.032806	Mazzarine Laboureau	2025-06-16T09:24:18.319Z
missing_taxon_name	70944	dbgi_004180			20250605084221	7.112555	46.03285	Émilie Lab	2025-06-16T09:24:18.474Z
missing_taxon_name	70962	dbgi_006621			20250605095115	7.112528	46.03288	Émilie Lab	2025-06-16T09:24:19.416Z
missing_taxon_name	70973	dbgi_006949			20250605085313	7.11259	46.03281	Mazzarine Laboureau	2025-06-16T09:24:20.041Z
missing_taxon_name	70974	dbgi_004175			20250605085621	7.112599	46.032803	Mazzarine Laboureau	2025-06-16T09:24:20.092Z
missing_taxon_name	70985	dbgi_004289			20250605093404	7.1125073	46.03289	Mazzarine Laboureau	2025-06-16T09:24:20.706Z
missing_taxon_name	70988	dbgi_004157			20250605094336	7.1124887	46.03289	Mazzarine Laboureau	2025-06-16T09:24:20.863Z
missing_taxon_name	70998	dbgi_006627			20250605101337	7.1124578	46.032883	Mazzarine Laboureau	2025-06-16T09:24:21.385Z
missing_taxon_name	71017	dbgi_006661			20250605125354	7.1125517	46.032894	Émilie Lab	2025-06-16T09:24:22.557Z
missing_taxon_name	71024	dbgi_007154			20250605131357	7.112644	46.0329	Émilie Lab	2025-06-16T09:24:22.931Z
missing_taxon_name	71034	dbgi_006774			20250605135103	7.1125536	46.03294	Émilie Lab	2025-06-16T09:24:23.421Z
missing_taxon_name	71048	dbgi_006727			20250605150243	7.1124	46.032967	Émilie Lab	2025-06-16T09:24:24.162Z
missing_taxon_name	71050	dbgi_006623			20250605125313	7.112464	46.032936	Mazzarine Laboureau	2025-06-16T09:24:24.271Z
missing_taxon_name	71051	dbgi_006629			20250605125502	7.112472	46.03293	Mazzarine Laboureau	2025-06-16T09:24:24.322Z
missing_taxon_name	71057	dbgi_006625			20250605130737	7.1125116	46.0329	Mazzarine Laboureau	2025-06-16T09:24:24.649Z
missing_taxon_name	71059	dbgi_006646			20250605131051	7.1125107	46.03291	Mazzarine Laboureau	2025-06-16T09:24:24.740Z
missing_taxon_name	71063	dbgi_004150			20250605135343	7.1125126	46.03292	Mazzarine Laboureau	2025-06-16T09:24:24.938Z
missing_taxon_name	71073	dbgi_006614			20250605142641	7.112361	46.032967	Mazzarine Laboureau	2025-06-16T09:24:25.479Z
missing_taxon_name	71076	dbgi_006749			20250605144005	7.112368	46.03297	Mazzarine Laboureau	2025-06-16T09:24:25.637Z
missing_taxon_name	71077	dbgi_006786			20250605144306	7.112385	46.03296	Mazzarine Laboureau	2025-06-16T09:24:25.697Z
missing_taxon_name	71086	dbgi_006959			20250605150525	7.1124005	46.032967	Mazzarine Laboureau	2025-06-16T09:24:26.260Z
missing_taxon_name	71087	dbgi_007002			20250611082055	7.112593	46.03295	Émilie Lab	2025-06-16T09:24:26.320Z
missing_taxon_name	71093	dbgi_006808			20250611083640	7.112607	46.032932	Émilie Lab	2025-06-16T09:24:26.631Z
missing_taxon_name	71097	dbgi_006880			20250611085520	7.1126266	46.03294	Émilie Lab	2025-06-16T09:24:26.839Z
missing_taxon_name	71106	dbgi_006700			20250611082210	7.1124167	46.032967	Mazzarine Laboureau	2025-06-16T09:24:27.301Z
missing_taxon_name	71115	dbgi_006914			20250611085712	7.1125054	46.032963	Mazzarine Laboureau	2025-06-16T09:24:27.824Z
missing_taxon_name	71128	dbgi_006892			20250611102624	7.1124477	46.032963	Mazzarine Laboureau	2025-06-16T09:24:28.663Z
missing_taxon_name	71129	dbgi_006869			20250611102857	7.112446	46.032967	Mazzarine Laboureau	2025-06-16T09:24:28.720Z
missing_taxon_name	71132	dbgi_006809			20250611103524	7.1124225	46.03297	Mazzarine Laboureau	2025-06-16T09:24:28.855Z
missing_taxon_name	71133	dbgi_006812			20250611104018	7.112419	46.032974	Mazzarine Laboureau	2025-06-16T09:24:28.903Z
missing_taxon_name	71135	dbgi_006832			20250611104825	7.1124015	46.032974	Mazzarine Laboureau	2025-06-16T09:24:29.021Z
missing_taxon_name	71137	dbgi_006784			20250611105434	7.1123843	46.032978	Mazzarine Laboureau	2025-06-16T09:24:29.127Z
missing_taxon_name	71148	dbgi_004164			20250611112522	7.1124997	46.032974	Mazzarine Laboureau	2025-06-16T09:24:29.733Z
missing_taxon_name	71149	dbgi_006594			20250611112714	7.112503	46.032986	Mazzarine Laboureau	2025-06-16T09:24:29.788Z
missing_taxon_name	71152	dbgi_004124			20250611113407	7.1125293	46.032974	Mazzarine Laboureau	2025-06-16T09:24:29.956Z
missing_taxon_name	71158	dbgi_004153			20250611114527	7.112554	46.03297	Mazzarine Laboureau	2025-06-16T09:24:30.233Z
missing_taxon_name	71167	dbgi_006919			20250611102335	7.1126037	46.032944	Émilie Lab	2025-06-16T09:24:30.687Z
missing_taxon_name	71168	dbgi_006906			20250611102537	7.1126337	46.03293	Émilie Lab	2025-06-16T09:24:30.734Z
missing_taxon_name	71177	dbgi_006649			20250611105110	7.1126294	46.03294	Émilie Lab	2025-06-16T09:24:31.230Z
missing_taxon_name	71178	dbgi_006771			20250611105346	7.112642	46.03295	Émilie Lab	2025-06-16T09:24:31.283Z
missing_taxon_name	71181	dbgi_006720			20250611111004	7.1126585	46.03294	Émilie Lab	2025-06-16T09:24:31.478Z
missing_taxon_name	71195	dbgi_006915			20250611125734	7.11272	46.032967	Émilie Lab	2025-06-16T09:24:32.247Z
missing_taxon_name	71209	dbgi_006822			20250611133657	7.1128097	46.032925	Émilie Lab	2025-06-16T09:24:33.036Z
missing_taxon_name	71216	dbgi_007007			20250611124551	7.1126013	46.032978	Mazzarine Laboureau	2025-06-16T09:24:33.478Z
missing_taxon_name	71226	dbgi_006730			20250611131346	7.1126704	46.03297	Mazzarine Laboureau	2025-06-16T09:24:34.034Z
missing_taxon_name	71229	dbgi_004182			20250611131912	7.112718	46.032967	Mazzarine Laboureau	2025-06-16T09:24:34.735Z
missing_taxon_name	71236	dbgi_006883			20250611133629	7.1127386	46.032978	Mazzarine Laboureau	2025-06-16T09:24:36.238Z
missing_taxon_name	72548	dbgi_008422			20250625100221	7.1130457	46.032677	Émilie Lab	2025-08-12T11:52:03.815Z
missing_taxon_name	72570	dbgi_008386			20250625113133	7.11348	46.03264	Émilie Lab	2025-08-12T11:52:04.493Z
missing_taxon_name	72589	dbgi_23			20250625100221	7.1130457	46.032677	Émilie Lab	2025-08-12T11:52:05.341Z
missing_taxon_name	72611	dbgi_45			20250625113133	7.11348	46.03264	Émilie Lab	2025-08-12T11:52:06.012Z
missing_taxon_name	72621	dbgi_48			20250625093007	7.1130853	46.03262	Mazzarine Laboureau	2025-08-12T11:52:06.339Z
missing_taxon_name	72623	dbgi_008484			20250625093423	7.1130934	46.032623	Mazzarine Laboureau	2025-08-12T11:52:06.407Z
missing_taxon_name	72624	dbgi_008479			20250625093736	7.1130924	46.03262	Mazzarine Laboureau	2025-08-12T11:52:06.435Z
missing_taxon_name	72644	dbgi_008582			20250625104818	7.1132317	46.03257	Mazzarine Laboureau	2025-08-12T11:52:07.121Z
missing_taxon_name	72649	dbgi_008515			20250625110240	7.113254	46.03257	Mazzarine Laboureau	2025-08-12T11:52:07.280Z
missing_taxon_name	72651	dbgi_008491			20250625110952	7.1133523	46.03261	Mazzarine Laboureau	2025-08-12T11:52:07.346Z
missing_taxon_name	72655	dbgi_008561			20250625112705	7.113324	46.0326	Mazzarine Laboureau	2025-08-12T11:52:07.481Z
missing_taxon_name	72687	dbgi_72			20250625100221	7.1130457	46.032677	Émilie Lab	2025-08-12T11:52:08.501Z
missing_taxon_name	72709	dbgi_94			20250625113133	7.11348	46.03264	Émilie Lab	2025-08-12T11:52:09.237Z
missing_taxon_name	72719	dbgi_104			20250625093007	7.1130853	46.03262	Mazzarine Laboureau	2025-08-12T11:52:09.582Z
missing_taxon_name	72721	dbgi_106			20250625093423	7.1130934	46.032623	Mazzarine Laboureau	2025-08-12T11:52:09.647Z
missing_taxon_name	72722	dbgi_107			20250625093736	7.1130924	46.03262	Mazzarine Laboureau	2025-08-12T11:52:09.676Z
missing_taxon_name	72742	dbgi_127			20250625104818	7.1132317	46.03257	Mazzarine Laboureau	2025-08-12T11:52:10.331Z
missing_taxon_name	72747	dbgi_132			20250625110240	7.113254	46.03257	Mazzarine Laboureau	2025-08-12T11:52:10.488Z
missing_taxon_name	72749	dbgi_134			20250625110952	7.1133523	46.03261	Mazzarine Laboureau	2025-08-12T11:52:10.550Z
missing_taxon_name	72753	dbgi_138			20250625112705	7.113324	46.0326	Mazzarine Laboureau	2025-08-12T11:52:10.679Z
missing_taxon_name	72775	dbgi_008608			20250707143232	7.1133013	46.032642	Émilie Lab	2025-08-12T11:52:11.361Z
missing_taxon_name	72780	dbgi_008469			20250707144359	7.1132507	46.03261	Émilie Lab	2025-08-12T11:52:11.517Z
missing_taxon_name	72808	dbgi_158			20250707143232	7.1133013	46.032642	Émilie Lab	2025-08-12T11:52:12.417Z
missing_taxon_name	72813	dbgi_163			20250707144359	7.1132507	46.03261	Émilie Lab	2025-08-12T11:52:12.596Z
missing_taxon_name	72833	dbgi_008568			20250707141234	7.1131525	46.032597	Mazzarine Laboureau	2025-08-12T11:52:13.261Z
missing_taxon_name	72834	dbgi_008592			20250707141652	7.11315	46.0326	Mazzarine Laboureau	2025-08-12T11:52:13.294Z
missing_taxon_name	72854	dbgi_187			20250707151601	7.113362	46.032692	Mazzarine Laboureau	2025-08-12T11:52:13.949Z
missing_taxon_name	72855	dbgi_188			20250707151948	7.113392	46.03268	Mazzarine Laboureau	2025-08-12T11:52:13.982Z
missing_taxon_name	72859	dbgi_189			20250707153337	7.11342	46.032722	Mazzarine Laboureau	2025-08-12T11:52:14.112Z
missing_taxon_name	72860	dbgi_008625			20250707153639	7.11342	46.032722	Mazzarine Laboureau	2025-08-12T11:52:14.144Z
missing_taxon_name	72861	dbgi_008482			20250707153946	7.113408	46.03271	Mazzarine Laboureau	2025-08-12T11:52:14.175Z
missing_taxon_name	72862	dbgi_008425			20250707154132	7.1134267	46.0327	Mazzarine Laboureau	2025-08-12T11:52:14.210Z
missing_taxon_name	72871	dbgi_009089			20250714143228	7.1128764	46.03273	Émilie Lab	2025-08-12T11:52:14.519Z
missing_taxon_name	72873	dbgi_009056			20250714143726	7.1129036	46.032722	Émilie Lab	2025-08-12T11:52:14.587Z
missing_taxon_name	72879	dbgi_008545			20250714145146	7.1129885	46.03274	Émilie Lab	2025-08-12T11:52:14.775Z
missing_taxon_name	72894	dbgi_006985			20250714153716	7.113079	46.03278	Émilie Lab	2025-08-12T11:52:15.302Z
missing_taxon_name	72907	dbgi_006997			20250714161600	7.1130996	46.0328	Émilie Lab	2025-08-12T11:52:15.764Z
missing_taxon_name	72911	dbgi_006862			20250714163108	7.1130533	46.032845	Émilie Lab	2025-08-12T11:52:15.902Z
missing_taxon_name	72912	dbgi_006982			20250714163338	7.113044	46.03284	Émilie Lab	2025-08-12T11:52:15.938Z
missing_taxon_name	72913	dbgi_006928			20250714163610	7.1130505	46.032845	Émilie Lab	2025-08-12T11:52:15.976Z
missing_taxon_name	72916	dbgi_008710			20250714165929	7.11303	46.032818	Émilie Lab	2025-08-12T11:52:16.064Z
missing_taxon_name	72919	dbgi_006713			20250714170710	7.1131697	46.032734	Émilie Lab	2025-08-12T11:52:16.157Z
missing_taxon_name	72936	dbgi_009076			20250714145356	7.1130133	46.03276	Mazzarine Laboureau	2025-08-12T11:52:16.671Z
missing_taxon_name	72950	dbgi_008400			20250714155420	7.112928	46.032784	Mazzarine Laboureau	2025-08-12T11:52:17.111Z
missing_taxon_name	72961	dbgi_006873			20250714163436	7.1130204	46.03282	Mazzarine Laboureau	2025-08-12T11:52:17.456Z
missing_taxon_name	72973	dbgi_006604			20250714172803	7.1128325	46.032776	Mazzarine Laboureau	2025-08-12T11:52:17.844Z
missing_taxon_name	72977	dbgi_006709			20250714173531	7.112815	46.0328	Mazzarine Laboureau	2025-08-12T11:52:17.980Z
missing_taxon_name	72978	dbgi_006650			20250714172426	7.112818	46.032764	Mazzarine Laboureau	2025-08-12T11:52:18.018Z
missing_taxon_name	72981	dbgi_006955			20250714172554	7.112877	46.03281	Émilie Lab	2025-08-12T11:52:18.119Z
missing_taxon_name	72983	dbgi_006901			20250714173158	7.1128488	46.032814	Émilie Lab	2025-08-12T11:52:18.191Z
missing_taxon_name	72988	dbgi_006686			20250715090257	7.113402	46.032673	Émilie Lab	2025-08-12T11:52:18.376Z
missing_taxon_name	72993	dbgi_006656			20250715091648	7.113373	46.032745	Émilie Lab	2025-08-12T11:52:18.546Z
missing_taxon_name	72994	dbgi_006670			20250715091919	7.1133943	46.03276	Émilie Lab	2025-08-12T11:52:18.577Z
missing_taxon_name	72996	dbgi_006681			20250715092516	7.113348	46.032734	Émilie Lab	2025-08-12T11:52:18.646Z
