group_id	group_size	fingerprint	project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status
147	2	medicin_alps|achillea millefolium|20250717103314|6.400758|45.05442	medicin_alps	72369	meda_704	short_numeric_suffix		Achillea millefolium			20250717103314	6.4007583	45.05442	looks_swapped_ch_lat_lon
148	2	medicin_alps|achillea millefolium|20250717104243|6.40078|45.054462	medicin_alps	72251	meda_000582	canonical		Achillea millefolium			20250717104243	6.40078	45.054462	looks_swapped_ch_lat_lon
148	2	medicin_alps|achillea millefolium|20250717104243|6.40078|45.054462	medicin_alps	72371	meda_706	short_numeric_suffix		Achillea millefolium			20250717104243	6.40078	45.054462	looks_swapped_ch_lat_lon
149	2	medicin_alps|achillea millefolium|20250717104910|6.400623|45.05446	medicin_alps	72253	meda_000584	canonical		Achillea millefolium			20250717104910	6.4006233	45.05446	looks_swapped_ch_lat_lon
149	2	medicin_alps|achillea millefolium|20250717104910|6.400623|45.05446	medicin_alps	72373	meda_708	short_numeric_suffix		Achillea millefolium			20250717104910	6.4006233	45.05446	looks_swapped_ch_lat_lon
150	2	medicin_alps|achillea millefolium|20250717105742|6.400734|45.05448	medicin_alps	72255	meda_000586	canonical		Achillea millefolium			20250717105742	6.4007335	45.05448	looks_swapped_ch_lat_lon
150	2	medicin_alps|achillea millefolium|20250717105742|6.400734|45.05448	medicin_alps	72375	meda_710	short_numeric_suffix		Achillea millefolium			20250717105742	6.4007335	45.05448	looks_swapped_ch_lat_lon
151	2	medicin_alps|achillea millefolium|20250717110451|6.400602|45.05443	medicin_alps	72257	meda_000588	canonical		Achillea millefolium			20250717110451	6.400602	45.05443	looks_swapped_ch_lat_lon
151	2	medicin_alps|achillea millefolium|20250717110451|6.400602|45.05443	medicin_alps	72377	meda_712	short_numeric_suffix		Achillea millefolium			20250717110451	6.400602	45.05443	looks_swapped_ch_lat_lon
152	2	medicin_alps|achillea millefolium|20250717111201|6.400727|45.05448	medicin_alps	72259	meda_000590	canonical		Achillea millefolium			20250717111201	6.400727	45.05448	looks_swapped_ch_lat_lon
152	2	medicin_alps|achillea millefolium|20250717111201|6.400727|45.05448	medicin_alps	72379	meda_714	short_numeric_suffix		Achillea millefolium			20250717111201	6.400727	45.05448	looks_swapped_ch_lat_lon
153	2	medicin_alps|achillea millefolium|20250717111727|6.400617|45.05442	medicin_alps	72261	meda_000592	canonical		Achillea millefolium			20250717111727	6.4006166	45.05442	looks_swapped_ch_lat_lon
153	2	medicin_alps|achillea millefolium|20250717111727|6.400617|45.05442	medicin_alps	72381	meda_716	short_numeric_suffix		Achillea millefolium			20250717111727	6.4006166	45.05442	looks_swapped_ch_lat_lon
154	2	medicin_alps|achillea millefolium|20250717112414|6.400632|45.054455	medicin_alps	72263	meda_000594	canonical		Achillea millefolium			20250717112414	6.400632	45.054455	looks_swapped_ch_lat_lon
154	2	medicin_alps|achillea millefolium|20250717112414|6.400632|45.054455	medicin_alps	72383	meda_718	short_numeric_suffix		Achillea millefolium			20250717112414	6.400632	45.054455	looks_swapped_ch_lat_lon
155	2	medicin_alps|achillea millefolium|20250717114501|6.400582|45.054462	medicin_alps	72265	meda_000596	canonical		Achillea millefolium			20250717114501	6.400582	45.054462	looks_swapped_ch_lat_lon
155	2	medicin_alps|achillea millefolium|20250717114501|6.400582|45.054462	medicin_alps	72385	meda_720	short_numeric_suffix		Achillea millefolium			20250717114501	6.400582	45.054462	looks_swapped_ch_lat_lon
156	2	medicin_alps|achillea millefolium|20250717115247|6.400629|45.054417	medicin_alps	72267	meda_000598	canonical		Achillea millefolium			20250717115247	6.4006286	45.054417	looks_swapped_ch_lat_lon
156	2	medicin_alps|achillea millefolium|20250717115247|6.400629|45.054417	medicin_alps	72387	meda_722	short_numeric_suffix		Achillea millefolium			20250717115247	6.4006286	45.054417	looks_swapped_ch_lat_lon
157	2	medicin_alps|achillea millefolium|20250717115916|6.400582|45.054474	medicin_alps	72269	meda_000600	canonical		Achillea millefolium			20250717115916	6.400582	45.054474	looks_swapped_ch_lat_lon
157	2	medicin_alps|achillea millefolium|20250717115916|6.400582|45.054474	medicin_alps	72389	meda_724	short_numeric_suffix		Achillea millefolium			20250717115916	6.400582	45.054474	looks_swapped_ch_lat_lon
158	2	medicin_alps|achillea millefolium|20250717120530|6.40051|45.054413	medicin_alps	72271	meda_000602	canonical		Achillea millefolium			20250717120530	6.40051	45.054413	looks_swapped_ch_lat_lon
158	2	medicin_alps|achillea millefolium|20250717120530|6.40051|45.054413	medicin_alps	72391	meda_726	short_numeric_suffix		Achillea millefolium			20250717120530	6.40051	45.054413	looks_swapped_ch_lat_lon
159	2	medicin_alps|achillea millefolium|20250717121152|6.400407|45.054413	medicin_alps	72273	meda_000604	canonical		Achillea millefolium			20250717121152	6.400407	45.054413	looks_swapped_ch_lat_lon
159	2	medicin_alps|achillea millefolium|20250717121152|6.400407|45.054413	medicin_alps	72393	meda_728	short_numeric_suffix		Achillea millefolium			20250717121152	6.400407	45.054413	looks_swapped_ch_lat_lon
160	2	medicin_alps|achillea millefolium|20250717121908|6.400442|45.054493	medicin_alps	72275	meda_000606	canonical		Achillea millefolium			20250717121908	6.4004416	45.054493	looks_swapped_ch_lat_lon
160	2	medicin_alps|achillea millefolium|20250717121908|6.400442|45.054493	medicin_alps	72395	meda_730	short_numeric_suffix		Achillea millefolium			20250717121908	6.4004416	45.054493	looks_swapped_ch_lat_lon
161	2	medicin_alps|achillea millefolium|20250717122519|6.400353|45.054413	medicin_alps	72277	meda_000608	canonical		Achillea millefolium			20250717122519	6.4003534	45.054413	looks_swapped_ch_lat_lon
161	2	medicin_alps|achillea millefolium|20250717122519|6.400353|45.054413	medicin_alps	72397	meda_732	short_numeric_suffix		Achillea millefolium			20250717122519	6.4003534	45.054413	looks_swapped_ch_lat_lon
162	2	medicin_alps|achillea millefolium|20250717123350|6.400302|45.0544	medicin_alps	72279	meda_000610	canonical		Achillea millefolium			20250717123350	6.4003015	45.0544	looks_swapped_ch_lat_lon
162	2	medicin_alps|achillea millefolium|20250717123350|6.400302|45.0544	medicin_alps	72399	meda_734	short_numeric_suffix		Achillea millefolium			20250717123350	6.4003015	45.0544	looks_swapped_ch_lat_lon
163	2	medicin_alps|achillea millefolium|20250717124106|6.400387|45.05448	medicin_alps	72281	meda_000612	canonical		Achillea millefolium			20250717124106	6.400387	45.05448	looks_swapped_ch_lat_lon
163	2	medicin_alps|achillea millefolium|20250717124106|6.400387|45.05448	medicin_alps	72401	meda_736	short_numeric_suffix		Achillea millefolium			20250717124106	6.400387	45.05448	looks_swapped_ch_lat_lon
164	2	medicin_alps|achillea millefolium|20250717124853|6.40038|45.05444	medicin_alps	72283	meda_000614	canonical		Achillea millefolium			20250717124853	6.40038	45.05444	looks_swapped_ch_lat_lon
164	2	medicin_alps|achillea millefolium|20250717124853|6.40038|45.05444	medicin_alps	72403	meda_738	short_numeric_suffix		Achillea millefolium			20250717124853	6.40038	45.05444	looks_swapped_ch_lat_lon
165	3	medicin_alps|bistorta vivipara|20250624103551|6.419225|45.04002	medicin_alps	71565	meda_000176	canonical		Bistorta vivipara			20250624103551	6.419225	45.04002	looks_swapped_ch_lat_lon
165	3	medicin_alps|bistorta vivipara|20250624103551|6.419225|45.04002	medicin_alps	71725	meda_260	short_numeric_suffix		Bistorta vivipara			20250624103551	6.419225	45.04002	looks_swapped_ch_lat_lon
165	3	medicin_alps|bistorta vivipara|20250624103551|6.419225|45.04002	medicin_alps	71925	meda_420	short_numeric_suffix		Bistorta vivipara			20250624103551	6.419225	45.04002	looks_swapped_ch_lat_lon
166	3	medicin_alps|bistorta vivipara|20250624104548|6.419433|45.039856	medicin_alps	71567	meda_000178	canonical		Bistorta vivipara			20250624104548	6.419433	45.039856	looks_swapped_ch_lat_lon
166	3	medicin_alps|bistorta vivipara|20250624104548|6.419433|45.039856	medicin_alps	71727	meda_262	short_numeric_suffix		Bistorta vivipara			20250624104548	6.419433	45.039856	looks_swapped_ch_lat_lon
166	3	medicin_alps|bistorta vivipara|20250624104548|6.419433|45.039856	medicin_alps	71927	meda_422	short_numeric_suffix		Bistorta vivipara			20250624104548	6.419433	45.039856	looks_swapped_ch_lat_lon
167	3	medicin_alps|bistorta vivipara|20250624105132|6.419365|45.039845	medicin_alps	71569	meda_000180	canonical		Bistorta vivipara			20250624105132	6.419365	45.039845	looks_swapped_ch_lat_lon
167	3	medicin_alps|bistorta vivipara|20250624105132|6.419365|45.039845	medicin_alps	71729	meda_264	short_numeric_suffix		Bistorta vivipara			20250624105132	6.419365	45.039845	looks_swapped_ch_lat_lon
167	3	medicin_alps|bistorta vivipara|20250624105132|6.419365|45.039845	medicin_alps	71929	meda_424	short_numeric_suffix		Bistorta vivipara			20250624105132	6.419365	45.039845	looks_swapped_ch_lat_lon
168	3	medicin_alps|bistorta vivipara|20250624110105|6.419355|45.039886	medicin_alps	71571	meda_000182	canonical		Bistorta vivipara			20250624110105	6.419355	45.039886	looks_swapped_ch_lat_lon
168	3	medicin_alps|bistorta vivipara|20250624110105|6.419355|45.039886	medicin_alps	71731	meda_266	short_numeric_suffix		Bistorta vivipara			20250624110105	6.419355	45.039886	looks_swapped_ch_lat_lon
168	3	medicin_alps|bistorta vivipara|20250624110105|6.419355|45.039886	medicin_alps	71931	meda_426	short_numeric_suffix		Bistorta vivipara			20250624110105	6.419355	45.039886	looks_swapped_ch_lat_lon
169	3	medicin_alps|bistorta vivipara|20250624110812|6.419258|45.039883	medicin_alps	71573	meda_000184	canonical		Bistorta vivipara			20250624110812	6.419258	45.039883	looks_swapped_ch_lat_lon
169	3	medicin_alps|bistorta vivipara|20250624110812|6.419258|45.039883	medicin_alps	71733	meda_268	short_numeric_suffix		Bistorta vivipara			20250624110812	6.419258	45.039883	looks_swapped_ch_lat_lon
169	3	medicin_alps|bistorta vivipara|20250624110812|6.419258|45.039883	medicin_alps	71933	meda_428	short_numeric_suffix		Bistorta vivipara			20250624110812	6.419258	45.039883	looks_swapped_ch_lat_lon
170	3	medicin_alps|bistorta vivipara|20250624111357|6.419333|45.03989	medicin_alps	71575	meda_000186	canonical		Bistorta vivipara			20250624111357	6.4193335	45.03989	looks_swapped_ch_lat_lon
170	3	medicin_alps|bistorta vivipara|20250624111357|6.419333|45.03989	medicin_alps	71735	meda_270	short_numeric_suffix		Bistorta vivipara			20250624111357	6.4193335	45.03989	looks_swapped_ch_lat_lon
170	3	medicin_alps|bistorta vivipara|20250624111357|6.419333|45.03989	medicin_alps	71935	meda_430	short_numeric_suffix		Bistorta vivipara			20250624111357	6.4193335	45.03989	looks_swapped_ch_lat_lon
171	3	medicin_alps|bistorta vivipara|20250624112434|6.419215|45.039886	medicin_alps	71577	meda_000188	canonical		Bistorta vivipara			20250624112434	6.419215	45.039886	looks_swapped_ch_lat_lon
171	3	medicin_alps|bistorta vivipara|20250624112434|6.419215|45.039886	medicin_alps	71737	meda_272	short_numeric_suffix		Bistorta vivipara			20250624112434	6.419215	45.039886	looks_swapped_ch_lat_lon
171	3	medicin_alps|bistorta vivipara|20250624112434|6.419215|45.039886	medicin_alps	71937	meda_432	short_numeric_suffix		Bistorta vivipara			20250624112434	6.419215	45.039886	looks_swapped_ch_lat_lon
172	3	medicin_alps|bistorta vivipara|20250624113009|6.419257|45.039917	medicin_alps	71579	meda_000190o	other_noncanonical		Bistorta vivipara			20250624113009	6.4192567	45.039917	looks_swapped_ch_lat_lon
172	3	medicin_alps|bistorta vivipara|20250624113009|6.419257|45.039917	medicin_alps	71739	meda_274	short_numeric_suffix		Bistorta vivipara			20250624113009	6.4192567	45.039917	looks_swapped_ch_lat_lon
172	3	medicin_alps|bistorta vivipara|20250624113009|6.419257|45.039917	medicin_alps	71939	meda_434	short_numeric_suffix		Bistorta vivipara			20250624113009	6.4192567	45.039917	looks_swapped_ch_lat_lon
173	3	medicin_alps|bistorta vivipara|20250624113944|6.419153|45.039913	medicin_alps	71581	meda_000192	canonical		Bistorta vivipara			20250624113944	6.419153	45.039913	looks_swapped_ch_lat_lon
173	3	medicin_alps|bistorta vivipara|20250624113944|6.419153|45.039913	medicin_alps	71741	meda_276	short_numeric_suffix		Bistorta vivipara			20250624113944	6.419153	45.039913	looks_swapped_ch_lat_lon
173	3	medicin_alps|bistorta vivipara|20250624113944|6.419153|45.039913	medicin_alps	71941	meda_436	short_numeric_suffix		Bistorta vivipara			20250624113944	6.419153	45.039913	looks_swapped_ch_lat_lon
174	3	medicin_alps|bistorta vivipara|20250624114623|6.41916|45.03994	medicin_alps	71583	meda_000194	canonical		Bistorta vivipara			20250624114623	6.41916	45.03994	looks_swapped_ch_lat_lon
174	3	medicin_alps|bistorta vivipara|20250624114623|6.41916|45.03994	medicin_alps	71743	meda_278	short_numeric_suffix		Bistorta vivipara			20250624114623	6.41916	45.03994	looks_swapped_ch_lat_lon
174	3	medicin_alps|bistorta vivipara|20250624114623|6.41916|45.03994	medicin_alps	71943	meda_438	short_numeric_suffix		Bistorta vivipara			20250624114623	6.41916	45.03994	looks_swapped_ch_lat_lon
175	3	medicin_alps|bistorta vivipara|20250624121309|6.419076|45.039917	medicin_alps	71585	meda_000216	canonical		Bistorta vivipara			20250624121309	6.4190764	45.039917	looks_swapped_ch_lat_lon
175	3	medicin_alps|bistorta vivipara|20250624121309|6.419076|45.039917	medicin_alps	71745	meda_280	short_numeric_suffix		Bistorta vivipara			20250624121309	6.4190764	45.039917	looks_swapped_ch_lat_lon
175	3	medicin_alps|bistorta vivipara|20250624121309|6.419076|45.039917	medicin_alps	71945	meda_440	short_numeric_suffix		Bistorta vivipara			20250624121309	6.4190764	45.039917	looks_swapped_ch_lat_lon
176	3	medicin_alps|bistorta vivipara|20250624122226|6.419118|45.039963	medicin_alps	71587	meda_000218	canonical		Bistorta vivipara			20250624122226	6.4191184	45.039963	looks_swapped_ch_lat_lon
176	3	medicin_alps|bistorta vivipara|20250624122226|6.419118|45.039963	medicin_alps	71747	meda_282	short_numeric_suffix		Bistorta vivipara			20250624122226	6.4191184	45.039963	looks_swapped_ch_lat_lon
176	3	medicin_alps|bistorta vivipara|20250624122226|6.419118|45.039963	medicin_alps	71947	meda_442	short_numeric_suffix		Bistorta vivipara			20250624122226	6.4191184	45.039963	looks_swapped_ch_lat_lon
177	3	medicin_alps|bistorta vivipara|20250624122914|6.419085|45.03993	medicin_alps	71589	meda_000220	canonical		Bistorta vivipara			20250624122914	6.419085	45.03993	looks_swapped_ch_lat_lon
177	3	medicin_alps|bistorta vivipara|20250624122914|6.419085|45.03993	medicin_alps	71749	meda_284	short_numeric_suffix		Bistorta vivipara			20250624122914	6.419085	45.03993	looks_swapped_ch_lat_lon
177	3	medicin_alps|bistorta vivipara|20250624122914|6.419085|45.03993	medicin_alps	71949	meda_444	short_numeric_suffix		Bistorta vivipara			20250624122914	6.419085	45.03993	looks_swapped_ch_lat_lon
178	3	medicin_alps|bistorta vivipara|20250624123619|6.419078|45.04001	medicin_alps	71591	meda_000222	canonical		Bistorta vivipara			20250624123619	6.4190784	45.04001	looks_swapped_ch_lat_lon
178	3	medicin_alps|bistorta vivipara|20250624123619|6.419078|45.04001	medicin_alps	71751	meda_286	short_numeric_suffix		Bistorta vivipara			20250624123619	6.4190784	45.04001	looks_swapped_ch_lat_lon
178	3	medicin_alps|bistorta vivipara|20250624123619|6.419078|45.04001	medicin_alps	71951	meda_446	short_numeric_suffix		Bistorta vivipara			20250624123619	6.4190784	45.04001	looks_swapped_ch_lat_lon
179	3	medicin_alps|bistorta vivipara|20250624124408|6.419003|45.04004	medicin_alps	71593	meda_000224	canonical		Bistorta vivipara			20250624124408	6.4190035	45.04004	looks_swapped_ch_lat_lon
179	3	medicin_alps|bistorta vivipara|20250624124408|6.419003|45.04004	medicin_alps	71753	meda_288	short_numeric_suffix		Bistorta vivipara			20250624124408	6.4190035	45.04004	looks_swapped_ch_lat_lon
179	3	medicin_alps|bistorta vivipara|20250624124408|6.419003|45.04004	medicin_alps	71953	meda_448	short_numeric_suffix		Bistorta vivipara			20250624124408	6.4190035	45.04004	looks_swapped_ch_lat_lon
180	3	medicin_alps|bistorta vivipara|20250624125231|6.41905|45.04004	medicin_alps	71595	meda_000226	canonical		Bistorta vivipara			20250624125231	6.41905	45.04004	looks_swapped_ch_lat_lon
180	3	medicin_alps|bistorta vivipara|20250624125231|6.41905|45.04004	medicin_alps	71755	meda_290	short_numeric_suffix		Bistorta vivipara			20250624125231	6.41905	45.04004	looks_swapped_ch_lat_lon
180	3	medicin_alps|bistorta vivipara|20250624125231|6.41905|45.04004	medicin_alps	71955	meda_450	short_numeric_suffix		Bistorta vivipara			20250624125231	6.41905	45.04004	looks_swapped_ch_lat_lon
181	3	medicin_alps|bistorta vivipara|20250624130101|6.41925|45.039944	medicin_alps	71597	meda_000228	canonical		Bistorta vivipara			20250624130101	6.41925	45.039944	looks_swapped_ch_lat_lon
181	3	medicin_alps|bistorta vivipara|20250624130101|6.41925|45.039944	medicin_alps	71757	meda_292	short_numeric_suffix		Bistorta vivipara			20250624130101	6.41925	45.039944	looks_swapped_ch_lat_lon
181	3	medicin_alps|bistorta vivipara|20250624130101|6.41925|45.039944	medicin_alps	71957	meda_452	short_numeric_suffix		Bistorta vivipara			20250624130101	6.41925	45.039944	looks_swapped_ch_lat_lon
182	3	medicin_alps|bistorta vivipara|20250624130918|6.41906|45.04005	medicin_alps	71599	meda_000230	canonical		Bistorta vivipara			20250624130918	6.41906	45.04005	looks_swapped_ch_lat_lon
182	3	medicin_alps|bistorta vivipara|20250624130918|6.41906|45.04005	medicin_alps	71759	meda_294	short_numeric_suffix		Bistorta vivipara			20250624130918	6.41906	45.04005	looks_swapped_ch_lat_lon
182	3	medicin_alps|bistorta vivipara|20250624130918|6.41906|45.04005	medicin_alps	71959	meda_454	short_numeric_suffix		Bistorta vivipara			20250624130918	6.41906	45.04005	looks_swapped_ch_lat_lon
183	3	medicin_alps|bistorta vivipara|20250624131701|6.419333|45.039886	medicin_alps	71601	meda_000232	canonical		Bistorta vivipara			20250624131701	6.4193335	45.039886	looks_swapped_ch_lat_lon
183	3	medicin_alps|bistorta vivipara|20250624131701|6.419333|45.039886	medicin_alps	71761	meda_296	short_numeric_suffix		Bistorta vivipara			20250624131701	6.4193335	45.039886	looks_swapped_ch_lat_lon
183	3	medicin_alps|bistorta vivipara|20250624131701|6.419333|45.039886	medicin_alps	71961	meda_456	short_numeric_suffix		Bistorta vivipara			20250624131701	6.4193335	45.039886	looks_swapped_ch_lat_lon
184	3	medicin_alps|bistorta vivipara|20250624132403|6.419317|45.03996	medicin_alps	71603	meda_000234	canonical		Bistorta vivipara			20250624132403	6.419317	45.03996	looks_swapped_ch_lat_lon
