project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	unified_taxon_name	unified_taxon_source	unified_taxon_status	taxon_candidate_fields_present	taxon_unified_conflict	date	latitude	longitude	coordinate_status	issues
kew-botanical-gardens	65636	dbgi_2	short_numeric_suffix	dbgi_000002	Passiflora			Passiflora	taxon_name	resolved_from_primary_taxon_field	taxon_name		20251001122422	-0.29062262	51.481995	out_of_ch_range	sample_id_short_numeric_suffix
