project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	unified_taxon_name	unified_taxon_source	unified_taxon_status	taxon_candidate_fields_present	taxon_unified_conflict	date	latitude	longitude	coordinate_status	issue
jbp	76181	dbgi_010021	canonical	dbgi_010021	Manihot esculenta			Manihot esculenta	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209095428	14.41207	50.121838	out_of_ch_range	
jbp	76182	dbgi_010049	canonical	dbgi_010049	Aechmea gamosepala			Aechmea gamosepala	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209095604	14.412045	50.1218	out_of_ch_range	
jbp	76183	dbgi_010017	canonical	dbgi_010017	Aechmea gamosepala			Aechmea gamosepala	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209095801	14.412045	50.1218	out_of_ch_range	
jbp	76184	dbgi_009991	canonical	dbgi_009991	Aechmea gamosepala			Aechmea gamosepala	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209095838	14.412045	50.1218	out_of_ch_range	
jbp	76185	dbgi_009995	canonical	dbgi_009995	Acorus calamus			Acorus calamus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209095941	14.41206	50.121803	out_of_ch_range	
jbp	76186	dbgi_010063	canonical	dbgi_010063	Acorus calamus			Acorus calamus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209100153	14.41206	50.121803	out_of_ch_range	
jbp	76187	dbgi_010025	canonical	dbgi_010025	Solanum mammosum			Solanum mammosum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209113054	14.412149	50.121944	out_of_ch_range	
jbp	76188	dbgi_010005	canonical	dbgi_010005	Solanum mammosum			Solanum mammosum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209113332	14.412149	50.121944	out_of_ch_range	
jbp	76189	dbgi_009988	canonical	dbgi_009988	Solanum mammosum			Solanum mammosum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209113421	14.412149	50.121944	out_of_ch_range	
jbp	76190	dbgi_010027	canonical	dbgi_010027	Mangifera indica			Mangifera indica	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209110108	14.412023	50.12181	out_of_ch_range	
jbp	76191	dbgi_010041	canonical	dbgi_010041	Mangifera indica			Mangifera indica	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209110657	14.412023	50.12181	out_of_ch_range	
jbp	76192	dbgi_010080	canonical	dbgi_010080	Mangifera indica			Mangifera indica	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209110741	14.412023	50.12181	out_of_ch_range	
jbp	76193	dbgi_009994	canonical	dbgi_009994				Capsicum eximium	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209110852	14.412096	50.121872	out_of_ch_range	
jbp	76194	dbgi_010052	canonical	dbgi_010052				Capsicum eximium	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209111236	14.412096	50.121872	out_of_ch_range	
jbp	76195	dbgi_010010	canonical	dbgi_010010				Capsicum eximium	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209111337	14.412096	50.121872	out_of_ch_range	
jbp	76196	dbgi_009884	canonical	dbgi_009884	Inga feuillei			Inga feuillei	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209111451	14.412105	50.121883	out_of_ch_range	
jbp	76197	dbgi_010009	canonical	dbgi_010009	Inga feuillei			Inga feuillei	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209111712	14.412105	50.121883	out_of_ch_range	
jbp	76198	dbgi_010042	canonical	dbgi_010042	Piper obtusissimum			Piper obtusissimum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209111825	14.412113	50.121902	out_of_ch_range	
jbp	76199	dbgi_010079	canonical	dbgi_010079	Piper obtusissimum			Piper obtusissimum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209112034	14.412113	50.121902	out_of_ch_range	
jbp	76200	dbgi_010064	canonical	dbgi_010064	Piper obtusissimum			Piper obtusissimum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209112122	14.412113	50.121902	out_of_ch_range	
jbp	76201	dbgi_009868	canonical	dbgi_009868	Eugenia stipitata			Eugenia stipitata	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209112242	14.412127	50.121914	out_of_ch_range	
jbp	76202	dbgi_010074	canonical	dbgi_010074	Eugenia stipitata			Eugenia stipitata	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209112422	14.412127	50.121914	out_of_ch_range	
jbp	76203	dbgi_010026	canonical	dbgi_010026	Eugenia stipitata			Eugenia stipitata	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209112547	14.412127	50.121914	out_of_ch_range	
jbp	76204	dbgi_010034	canonical	dbgi_010034				Psychotria abouabouensis	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209112653	14.412139	50.12193	out_of_ch_range	
jbp	76205	dbgi_010055	canonical	dbgi_010055				Psychotria abouabouensis	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209112934	14.412139	50.12193	out_of_ch_range	
jbp	76206	dbgi_010076	canonical	dbgi_010076	Artocarpus heterophyllus			Artocarpus heterophyllus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209120110	14.413511	50.122295	out_of_ch_range	
jbp	76207	dbgi_010073	canonical	dbgi_010073	Artocarpus heterophyllus			Artocarpus heterophyllus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209120253	14.413511	50.122295	out_of_ch_range	
jbp	76208	dbgi_010000	canonical	dbgi_010000	Artocarpus heterophyllus			Artocarpus heterophyllus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209120341	14.413511	50.122295	out_of_ch_range	
jbp	76209	dbgi_010043	canonical	dbgi_010043	Breynia disticha			Breynia disticha	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209120458	14.413534	50.12228	out_of_ch_range	
jbp	76210	dbgi_009989	canonical	dbgi_009989	Breynia disticha			Breynia disticha	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209120707	14.413534	50.12228	out_of_ch_range	
jbp	76211	dbgi_010040	canonical	dbgi_010040	Breynia disticha			Breynia disticha	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209120800	14.413534	50.12228	out_of_ch_range	
jbp	76212	dbgi_010066	canonical	dbgi_010066	Clusia sp.			Clusia sp.	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209120902	14.41378	50.122204	out_of_ch_range	
jbp	76213	dbgi_010007	canonical	dbgi_010007	Clusia sp.			Clusia sp.	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209121042	14.41378	50.122204	out_of_ch_range	
jbp	76214	dbgi_010068	canonical	dbgi_010068	Clusia sp.			Clusia sp.	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209121136	14.41378	50.122204	out_of_ch_range	
jbp	76215	dbgi_010003	canonical	dbgi_010003	Bixa orellana			Bixa orellana	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209121258	14.413852	50.122192	out_of_ch_range	
jbp	76216	dbgi_010054	canonical	dbgi_010054	Bixa orellana			Bixa orellana	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209121614	14.413852	50.122192	out_of_ch_range	
jbp	76217	dbgi_010004	canonical	dbgi_010004	Bixa orellana			Bixa orellana	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209121707	14.413852	50.122192	out_of_ch_range	
jbp	76218	dbgi_009928	canonical	dbgi_009928	Commiphora ornifolia			Commiphora ornifolia	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209113757	14.412164	50.121956	out_of_ch_range	
jbp	76219	dbgi_009947	canonical	dbgi_009947	Commiphora ornifolia			Commiphora ornifolia	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209114040	14.412164	50.121956	out_of_ch_range	
jbp	76220	dbgi_009936	canonical	dbgi_009936				Cryptostegia grandifolia	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209114154	14.412041	50.121788	out_of_ch_range	
jbp	76221	dbgi_009920	canonical	dbgi_009920				Cryptostegia grandifolia	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209114401	14.412041	50.121788	out_of_ch_range	
jbp	76222	dbgi_009961	canonical	dbgi_009961				Cryptostegia grandifolia	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209114523	14.412041	50.121788	out_of_ch_range	
jbp	76223	dbgi_009955	canonical	dbgi_009955				Beaucarnea olsonii	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209114639	14.412029	50.12178	out_of_ch_range	
jbp	76224	dbgi_009931	canonical	dbgi_009931				Beaucarnea olsonii	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209114902	14.412029	50.12178	out_of_ch_range	
jbp	76225	dbgi_009923	canonical	dbgi_009923	Kalanchoe synsepala			Kalanchoe synsepala	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209114955	14.412027	50.12177	out_of_ch_range	
jbp	76226	dbgi_009925	canonical	dbgi_009925	Kalanchoe synsepala			Kalanchoe synsepala	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209115139	14.412027	50.12177	out_of_ch_range	
jbp	76227	dbgi_009996	canonical	dbgi_009996				Terminalia synsepala	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209115312	14.414561	50.121872	out_of_ch_range	
jbp	76228	dbgi_010035	canonical	dbgi_010035				Terminalia synsepala	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260209115450	14.414561	50.121872	out_of_ch_range	
jbp	76229	dbgi_010039	canonical	dbgi_010039	Dillenia philippinensis			Dillenia philippinensis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209115610	14.413481	50.122314	out_of_ch_range	
jbp	76230	dbgi_010011	canonical	dbgi_010011	Dillenia philippinensis			Dillenia philippinensis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260209115904	14.413481	50.122314	out_of_ch_range	
jbp	76231	dbgi_009967	canonical	dbgi_009967	Fragaria chiloensis			Fragaria chiloensis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225093539	14.412205	50.12196	out_of_ch_range	
jbp	76232	dbgi_009976	canonical	dbgi_009976	Fragaria chiloensis			Fragaria chiloensis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225093932	14.412205	50.12196	out_of_ch_range	
jbp	76233	dbgi_009957	canonical	dbgi_009957	Fragaria chiloensis			Fragaria chiloensis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225094712	14.412205	50.12196	out_of_ch_range	
jbp	76234	dbgi_009929	canonical	dbgi_009929	Afrocarpus gaussenii			Afrocarpus gaussenii	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225095102	14.412197	50.12195	out_of_ch_range	
jbp	76235	dbgi_009968	canonical	dbgi_009968	Afrocarpus gaussenii			Afrocarpus gaussenii	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225095427	14.412197	50.12195	out_of_ch_range	
jbp	76236	dbgi_009922	canonical	dbgi_009922	Afrocarpus gaussenii			Afrocarpus gaussenii	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225100259	14.412203	50.12195	out_of_ch_range	
jbp	76237	dbgi_009924	canonical	dbgi_009924				Zamia stricta	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225100641	14.412183	50.121925	out_of_ch_range	
jbp	76238	dbgi_010001	canonical	dbgi_010001				Zamia stricta	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225101027	14.412183	50.121925	out_of_ch_range	
jbp	76239	dbgi_009918	canonical	dbgi_009918				Zamia stricta	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225101425	14.412183	50.121925	out_of_ch_range	
jbp	76240	dbgi_010065	canonical	dbgi_010065	Sonchus congestus			Sonchus congestus	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Sonchus congestus;name_proposition=Zamia stricta	20260225101808	14.412168	50.12191	out_of_ch_range	taxon_unified_conflict
jbp	76241	dbgi_009941	canonical	dbgi_009941	Sonchus congestus			Sonchus congestus	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Sonchus congestus;name_proposition=Zamia stricta	20260225101955	14.412168	50.12191	out_of_ch_range	taxon_unified_conflict
jbp	76242	dbgi_009930	canonical	dbgi_009930				Pavonia candida	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225102703	14.412161	50.121883	out_of_ch_range	
jbp	76243	dbgi_009940	canonical	dbgi_009940				Pavonia candida	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225103050	14.412161	50.121883	out_of_ch_range	
jbp	76244	dbgi_010015	canonical	dbgi_010015				Pavonia candida	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225103311	14.412162	50.121883	out_of_ch_range	
jbp	76245	dbgi_011769	canonical	dbgi_011769	Calluna vulgaris			Calluna vulgaris	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Calluna vulgaris;name_proposition=Phoenix doctylifera	20260225113317	14.412079	50.121788	out_of_ch_range	taxon_unified_conflict
jbp	76246	dbgi_010032	canonical	dbgi_010032	Iris x norrisii			Iris x norrisii	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225103732	14.412142	50.12187	out_of_ch_range	
jbp	76247	dbgi_009964	canonical	dbgi_009964	Iris x norrisii			Iris x norrisii	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225104144	14.412145	50.121864	out_of_ch_range	
jbp	76248	dbgi_010046	canonical	dbgi_010046				Aloe verdoorniae	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225104708	14.412131	50.121853	out_of_ch_range	
jbp	76249	dbgi_009949	canonical	dbgi_009949				Aloe verdoorniae	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225105100	14.412131	50.121853	out_of_ch_range	
jbp	76250	dbgi_009933	canonical	dbgi_009933	Coffea arabica			Coffea arabica	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Coffea arabica;name_proposition=Aloe verdoorniae	20260225105454	14.412124	50.121845	out_of_ch_range	taxon_unified_conflict
jbp	76251	dbgi_009926	canonical	dbgi_009926	Coffea arabica			Coffea arabica	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Coffea arabica;name_proposition=Aloe verdoorniae	20260225105707	14.412124	50.121845	out_of_ch_range	taxon_unified_conflict
jbp	76252	dbgi_009998	canonical	dbgi_009998	Coffea arabica			Coffea arabica	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Coffea arabica;name_proposition=Aloe verdoorniae	20260225105850	14.412124	50.121845	out_of_ch_range	taxon_unified_conflict
jbp	76253	dbgi_009927	canonical	dbgi_009927				Phoenix doctylifera	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225110422	14.412108	50.121822	out_of_ch_range	
jbp	76254	dbgi_010031	canonical	dbgi_010031				Phoenix doctylifera	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225110741	14.412108	50.121822	out_of_ch_range	
jbp	76255	dbgi_010028	canonical	dbgi_010028	Erica arborea			Erica arborea	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Erica arborea;name_proposition=Phoenix doctylifera	20260225111148	14.412095	50.121807	out_of_ch_range	taxon_unified_conflict
jbp	76256	dbgi_009948	canonical	dbgi_009948	Erica arborea			Erica arborea	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Erica arborea;name_proposition=Phoenix doctylifera	20260225111445	14.412095	50.121807	out_of_ch_range	taxon_unified_conflict
jbp	76257	dbgi_009921	canonical	dbgi_009921	Alyxia gynopogon			Alyxia gynopogon	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Alyxia gynopogon;name_proposition=Phoenix doctylifera	20260225111955	14.412091	50.1218	out_of_ch_range	taxon_unified_conflict
jbp	76258	dbgi_009956	canonical	dbgi_009956	Alyxia gynopogon			Alyxia gynopogon	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Alyxia gynopogon;name_proposition=Phoenix doctylifera	20260225112327	14.412091	50.1218	out_of_ch_range	taxon_unified_conflict
jbp	76259	dbgi_012141	canonical	dbgi_012141	Calluna vulgaris			Calluna vulgaris	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Calluna vulgaris;name_proposition=Phoenix doctylifera	20260225112633	14.412079	50.121788	out_of_ch_range	taxon_unified_conflict
jbp	76260	dbgi_011776	canonical	dbgi_011776	Calluna vulgaris			Calluna vulgaris	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=Calluna vulgaris;name_proposition=Phoenix doctylifera	20260225112938	14.412079	50.121788	out_of_ch_range	taxon_unified_conflict
jbp	76261	dbgi_011780	canonical	dbgi_011780	Pilea peperomioides			Pilea peperomioides	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225122349	14.412124	50.121986	out_of_ch_range	
jbp	76262	dbgi_011787	canonical	dbgi_011787	Pilea peperomioides			Pilea peperomioides	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225122609	14.412124	50.121986	out_of_ch_range	
jbp	76263	dbgi_011918	canonical	dbgi_011918	Pilea peperomioides			Pilea peperomioides	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225122826	14.412124	50.121986	out_of_ch_range	
jbp	76264	dbgi_011808	canonical	dbgi_011808	Turnera ulmifolia			Turnera ulmifolia	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225124105	14.412173	50.121918	out_of_ch_range	
jbp	76265	dbgi_012158	canonical	dbgi_012158	Turnera ulmifolia			Turnera ulmifolia	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225124403	14.412173	50.121918	out_of_ch_range	
jbp	76266	dbgi_012112	canonical	dbgi_012112	Myrsine africana			Myrsine africana	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225124515	14.412173	50.121918	out_of_ch_range	
jbp	76267	dbgi_011920	canonical	dbgi_011920	Myrsine africana			Myrsine africana	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225124947	14.412653	50.12185	out_of_ch_range	
jbp	76268	dbgi_012051	canonical	dbgi_012051	Clivia caulescens			Clivia caulescens	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225125427	14.412715	50.12183	out_of_ch_range	
jbp	76269	dbgi_012034	canonical	dbgi_012034	Clivia caulescens			Clivia caulescens	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225125909	14.412715	50.12183	out_of_ch_range	
jbp	76270	dbgi_011854	canonical	dbgi_011854	Citrus hystrix			Citrus hystrix	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225130239	14.4127	50.121834	out_of_ch_range	
jbp	76271	dbgi_011860	canonical	dbgi_011860	Citrus hystrix			Citrus hystrix	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225130529	14.4127	50.121834	out_of_ch_range	
jbp	76272	dbgi_011771	canonical	dbgi_011771	Drimys winteri			Drimys winteri	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225130708	14.4127	50.121834	out_of_ch_range	
jbp	76273	dbgi_012116	canonical	dbgi_012116	Drimys winteri			Drimys winteri	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225131027	14.412701	50.121834	out_of_ch_range	
jbp	76274	dbgi_009997	canonical	dbgi_009997	Drimys winteri			Drimys winteri	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225131224	14.412701	50.121834	out_of_ch_range	
jbp	76275	dbgi_011851	canonical	dbgi_011851	Solandra maxima			Solandra maxima	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225131527	14.412693	50.121838	out_of_ch_range	
jbp	76276	dbgi_011924	canonical	dbgi_011924	Solandra maxima			Solandra maxima	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225131758	14.412693	50.121838	out_of_ch_range	
jbp	76277	dbgi_012058	canonical	dbgi_012058	Solandra maxima			Solandra maxima	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225131939	14.412693	50.121838	out_of_ch_range	
jbp	76278	dbgi_011849	canonical	dbgi_011849	Nerium oleander			Nerium oleander	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225132238	14.41257	50.121803	out_of_ch_range	
jbp	76279	dbgi_010075	canonical	dbgi_010075	Nerium oleander			Nerium oleander	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225132510	14.41257	50.121803	out_of_ch_range	
jbp	76280	dbgi_012066	canonical	dbgi_012066	Nerium oleander			Nerium oleander	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225132659	14.41257	50.121803	out_of_ch_range	
jbp	76281	dbgi_011800	canonical	dbgi_011800	Pinguicula esseriana			Pinguicula esseriana	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225133336	14.412267	50.121964	out_of_ch_range	
jbp	76282	dbgi_012056	canonical	dbgi_012056	Pinguicula esseriana			Pinguicula esseriana	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225133633	14.412267	50.121964	out_of_ch_range	
jbp	76283	dbgi_011804	canonical	dbgi_011804	Pinguicula esseriana			Pinguicula esseriana	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225134018	14.412267	50.121964	out_of_ch_range	
jbp	76284	dbgi_010070	canonical	dbgi_010070	Anthurium dombeyanum			Anthurium dombeyanum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225093149	14.412428	50.121758	out_of_ch_range	
jbp	76285	dbgi_010018	canonical	dbgi_010018	Anthurium dombeyanum			Anthurium dombeyanum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225093431	14.412423	50.121788	out_of_ch_range	
jbp	76286	dbgi_010006	canonical	dbgi_010006	Anthurium dombeyanum			Anthurium dombeyanum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225093605	14.412422	50.121784	out_of_ch_range	
jbp	76287	dbgi_009990	canonical	dbgi_009990	Salvia divinorum			Salvia divinorum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225093835	14.412423	50.121784	out_of_ch_range	
jbp	76288	dbgi_010051	canonical	dbgi_010051	Salvia divinorum			Salvia divinorum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225094114	14.412423	50.121784	out_of_ch_range	
jbp	76289	dbgi_010048	canonical	dbgi_010048	Salvia divinorum			Salvia divinorum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225094303	14.412423	50.121784	out_of_ch_range	
jbp	76290	dbgi_010044	canonical	dbgi_010044	Plectranthus scaposus			Plectranthus scaposus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225095005	14.412423	50.121784	out_of_ch_range	
jbp	76291	dbgi_010050	canonical	dbgi_010050	Plectranthus scaposus			Plectranthus scaposus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225095231	14.412423	50.121784	out_of_ch_range	
jbp	76292	dbgi_009978	canonical	dbgi_009978	Plectranthus scaposus			Plectranthus scaposus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225095558	14.412423	50.121784	out_of_ch_range	
jbp	76293	dbgi_009981	canonical	dbgi_009981	Camellia sinensis			Camellia sinensis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225095845	14.412423	50.121784	out_of_ch_range	
jbp	76294	dbgi_009979	canonical	dbgi_009979	Camellia sinensis			Camellia sinensis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225100115	14.412423	50.121784	out_of_ch_range	
jbp	76295	dbgi_009987	canonical	dbgi_009987	Camellia sinensis			Camellia sinensis	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225100215	14.412423	50.121784	out_of_ch_range	
jbp	76296	dbgi_009980	canonical	dbgi_009980				Salvinia molesta	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225100536	14.412423	50.121784	out_of_ch_range	
jbp	76297	dbgi_009985	canonical	dbgi_009985				Salvinia molesta	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225100731	14.412423	50.121784	out_of_ch_range	
jbp	76298	dbgi_009969	canonical	dbgi_009969				Ternstroemia gitingensis	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225101232	14.412423	50.121784	out_of_ch_range	
jbp	76299	dbgi_009938	canonical	dbgi_009938				Ternstroemia gitingensis	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225101539	14.412423	50.121784	out_of_ch_range	
jbp	76300	dbgi_009984	canonical	dbgi_009984	Crinodendron patagua			Crinodendron patagua	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225101803	14.412423	50.121784	out_of_ch_range	
jbp	76301	dbgi_009954	canonical	dbgi_009954	Crinodendron patagua			Crinodendron patagua	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225102308	14.412422	50.12191	out_of_ch_range	
jbp	76302	dbgi_009824	canonical	dbgi_009824	Crinodendron patagua			Crinodendron patagua	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225102541	14.412422	50.12191	out_of_ch_range	
jbp	76303	dbgi_009973	canonical	dbgi_009973				Persea indica	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225102726	14.412422	50.12191	out_of_ch_range	
jbp	76304	dbgi_009937	canonical	dbgi_009937				Persea indica	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225102950	14.412422	50.12191	out_of_ch_range	
jbp	76305	dbgi_009971	canonical	dbgi_009971	Urera baccifera			Urera baccifera	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225103143	14.412422	50.12191	out_of_ch_range	
jbp	76306	dbgi_009945	canonical	dbgi_009945	Urera baccifera			Urera baccifera	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225103346	14.412422	50.12191	out_of_ch_range	
jbp	76307	dbgi_010045	canonical	dbgi_010045	Urera baccifera			Urera baccifera	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225103449	14.412422	50.12191	out_of_ch_range	
jbp	76308	dbgi_009952	canonical	dbgi_009952				Ficus burkei	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225104149	14.412285	50.121517	out_of_ch_range	
jbp	76309	dbgi_010058	canonical	dbgi_010058				Ficus burkei	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225104422	14.412285	50.121517	out_of_ch_range	
jbp	76310	dbgi_009946	canonical	dbgi_009946				Ficus burkei	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20260225104656	14.412285	50.121517	out_of_ch_range	
jbp	76311	dbgi_009982	canonical	dbgi_009982	Brunfelsia grandiflora			Brunfelsia grandiflora	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225104819	14.412285	50.121517	out_of_ch_range	
jbp	76312	dbgi_009942	canonical	dbgi_009942	Brunfelsia grandiflora			Brunfelsia grandiflora	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225105004	14.412285	50.121517	out_of_ch_range	
jbp	76313	dbgi_009939	canonical	dbgi_009939	Persicaria odorata			Persicaria odorata	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225105214	14.412285	50.121517	out_of_ch_range	
jbp	76314	dbgi_009943	canonical	dbgi_009943	Persicaria odorata			Persicaria odorata	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225105402	14.412285	50.121517	out_of_ch_range	
jbp	76315	dbgi_009972	canonical	dbgi_009972	Podocarpus macrophyllus			Podocarpus macrophyllus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225105543	14.412285	50.121517	out_of_ch_range	
jbp	76316	dbgi_009951	canonical	dbgi_009951	Podocarpus macrophyllus			Podocarpus macrophyllus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20260225110010	14.412285	50.121517	out_of_ch_range	
