project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	suggested_latitude	suggested_longitude	issue
artemisia_absinthium	67968	absi_000239	canonical		artemisia absinthium			20240628090954	7.077775	46.12276	looks_swapped_ch_lat_lon	46.12276	7.077775	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67969	absi_000238	canonical		artemisia absinthium			20240628091305	7.077647	46.122734	looks_swapped_ch_lat_lon	46.122734	7.077647	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67970	absi_000236	canonical		artemisia absinthium			20240628091612	7.0775437	46.12275	looks_swapped_ch_lat_lon	46.12275	7.0775437	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67971	absi_000237	canonical		artemisia absinthium			20240628091921	7.0778856	46.12275	looks_swapped_ch_lat_lon	46.12275	7.0778856	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67972	absi_000240	canonical		artemisia absinthium			20240628092347	7.077955	46.12274	looks_swapped_ch_lat_lon	46.12274	7.077955	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67973	absi_000235	canonical					20240628092724	7.0777936	46.12274	looks_swapped_ch_lat_lon	46.12274	7.0777936	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67974	absi_000230	canonical		artemisia absinthium			20240628103052	7.1965265	45.900566	looks_swapped_ch_lat_lon	45.900566	7.1965265	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67975	absi_000233	canonical		artemisia absinthium			20240628103329	7.19655	45.900574	looks_swapped_ch_lat_lon	45.900574	7.19655	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67976	absi_000231	canonical		artemisia absinthium			20240628103621	7.1964974	45.900608	looks_swapped_ch_lat_lon	45.900608	7.1964974	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67977	absi_000234	canonical		artemisia absinthium			20240628103907	7.1964326	45.90054	looks_swapped_ch_lat_lon	45.90054	7.1964326	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67978	absi_000232	canonical		artemisia absinthium			20240628104236	7.1964097	45.90052	looks_swapped_ch_lat_lon	45.90052	7.1964097	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67979	absi_000163	canonical		artemisia absinthium			20240628113058	7.207398	45.947323	looks_swapped_ch_lat_lon	45.947323	7.207398	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67980	absi_000162	canonical		artemisia absinthium			20240628113523	7.2074337	45.947525	looks_swapped_ch_lat_lon	45.947525	7.2074337	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67981	absi_000227	canonical		artemisia absinthium			20240628113837	7.207486	45.94732	looks_swapped_ch_lat_lon	45.94732	7.207486	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67982	absi_000164	canonical		artemisia absinthium			20240628114203	7.2073817	45.94744	looks_swapped_ch_lat_lon	45.94744	7.2073817	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67983	absi_000165	canonical					20240628114812	7.207345	45.94751	looks_swapped_ch_lat_lon	45.94751	7.207345	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67984	absi_000161	canonical		artemisia absinthium			20240628115150	7.2077165	45.947124	looks_swapped_ch_lat_lon	45.947124	7.2077165	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67985	absi_000228	canonical		artemisia absinthium			20240628115340	7.2076845	45.9471	looks_swapped_ch_lat_lon	45.9471	7.2076845	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67986	absi_000226	canonical		artemisia absinthium			20240628115616	7.2076097	45.947105	looks_swapped_ch_lat_lon	45.947105	7.2076097	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67987	absi_000224	canonical		artemisia absinthium			20240628122611	7.1810927	46.002266	looks_swapped_ch_lat_lon	46.002266	7.1810927	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67988	absi_000225	canonical		artemisia absinthium			20240628122841	7.181153	46.002254	looks_swapped_ch_lat_lon	46.002254	7.181153	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67989	absi_000221	canonical		artemisia absinthium			20240628123114	7.1811843	46.00222	looks_swapped_ch_lat_lon	46.00222	7.1811843	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67990	absi_000223	canonical		artemisia absinthium			20240628123351	7.1812215	46.002224	looks_swapped_ch_lat_lon	46.002224	7.1812215	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67991	absi_000229	canonical		artemisia absinthium			20240628123622	7.181225	46.002155	looks_swapped_ch_lat_lon	46.002155	7.181225	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67992	absi_000218	canonical		artemisia absinthium			20240628134920	7.1742597	46.0035	looks_swapped_ch_lat_lon	46.0035	7.1742597	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67993	absi_000216	canonical		artemisia absinthium			20240628135159	7.1743093	46.003487	looks_swapped_ch_lat_lon	46.003487	7.1743093	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67994	absi_000217	canonical		artemisia absinthium			20240628135356	7.1743155	46.00343	looks_swapped_ch_lat_lon	46.00343	7.1743155	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67995	absi_000219	canonical		artemisia absinthium			20240628135618	7.1743107	46.003372	looks_swapped_ch_lat_lon	46.003372	7.1743107	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67996	absi_000220	canonical		artemisia absinthium			20240628135845	7.1743617	46.003315	looks_swapped_ch_lat_lon	46.003315	7.1743617	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67997	absi_000169	canonical		artemisia absinthium			20240628141611	7.150713	46.02585	looks_swapped_ch_lat_lon	46.02585	7.150713	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67998	absi_000167	canonical		artemisia absinthium			20240628141806	7.150309	46.025803	looks_swapped_ch_lat_lon	46.025803	7.150309	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	67999	absi_000168	canonical		artemisia absinthium			20240628142015	7.150763	46.025906	looks_swapped_ch_lat_lon	46.025906	7.150763	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68000	absi_000170	canonical		artemisia absinthium			20240628142238	7.1507335	46.025944	looks_swapped_ch_lat_lon	46.025944	7.1507335	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68001	absi_000166	canonical		artemisia absinthium			20240628142420	7.150722	46.025974	looks_swapped_ch_lat_lon	46.025974	7.150722	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68002	absi_000172	canonical					20240628142933	7.1506705	46.025864	looks_swapped_ch_lat_lon	46.025864	7.1506705	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68003	absi_000171	canonical					20240628143209	7.150603	46.025967	looks_swapped_ch_lat_lon	46.025967	7.150603	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68004	absi_000213	canonical		artemisia absinthium			20240628145609	7.1288605	46.08018	looks_swapped_ch_lat_lon	46.08018	7.1288605	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68005	absi_000215	canonical		artemisia absinthium			20240628145931	7.128847	46.080257	looks_swapped_ch_lat_lon	46.080257	7.128847	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68006	absi_000211	canonical		artemisia absinthium			20240628150149	7.1288395	46.08017	looks_swapped_ch_lat_lon	46.08017	7.1288395	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68007	absi_000214	canonical		artemisia absinthium			20240628150415	7.128787	46.0802	looks_swapped_ch_lat_lon	46.0802	7.128787	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68008	absi_000212	canonical		artemisia absinthium			20240628150622	7.128836	46.080215	looks_swapped_ch_lat_lon	46.080215	7.128836	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68009	absi_000209	canonical		artemisia absinthium			20240628152637	7.052409	46.074768	looks_swapped_ch_lat_lon	46.074768	7.052409	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68010	absi_000208	canonical		artemisia absinthium			20240628152819	7.052418	46.074764	looks_swapped_ch_lat_lon	46.074764	7.052418	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68011	absi_000206	canonical		artemisia absinthium			20240628152958	7.0524087	46.074875	looks_swapped_ch_lat_lon	46.074875	7.0524087	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68012	absi_000207	canonical		artemisia absinthium			20240628153144	7.0523877	46.07485	looks_swapped_ch_lat_lon	46.07485	7.0523877	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68013	absi_000210	canonical		artemisia absinthium			20240628153409	7.0524373	46.07489	looks_swapped_ch_lat_lon	46.07489	7.0524373	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68014	absi_000173	canonical					20240628153720	7.052387	46.074856	looks_swapped_ch_lat_lon	46.074856	7.052387	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68015	absi_000174	canonical					20240628154153	7.0523944	46.074753	looks_swapped_ch_lat_lon	46.074753	7.0523944	coordinates_look_swapped_ch_lat_lon
artemisia_absinthium	68016	absi_000175	canonical		artemisia absinthium			20240705102506	6.9333744	47.000164	looks_swapped_ch_lat_lon	47.000164	6.9333744	coordinates_look_swapped_ch_lat_lon
