project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	has_dried	has_extraction	has_aliquot	has_ms	dried_sample_container_ids	extraction_sample_container_ids	lineage_status	issue
champex_gradient	74073	grad_000429	canonical		Salix hastata			20250718103202	7.10066	46.02422	looks_swapped_ch_lat_lon	false	true	false	false		grad_000429_01	no_dried_link;no_aliquot;no_ms	downstream_lineage_without_dried_link
