project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	issues
chemical_ecology	70227	chec_36	short_numeric_suffix		Taraxacum officinale			20250416093931	7.018431	47.020916	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70228	chec_37	short_numeric_suffix		Taraxacum officinale			20250416102315	6.9506803	47.002594	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70229	chec_38	short_numeric_suffix		Bellis perennis			20250416181820	6.950377	47.00271	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70230	chec_39	short_numeric_suffix		Plantago lanceolata			20250416182455	6.95045	47.002636	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70231	chec_40	short_numeric_suffix		Plantago lanceolata			20250416185020	6.956368	47.00453	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70232	chec_41	short_numeric_suffix		Taraxacum officinale			20250416185656	6.9567833	47.004242	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70251	chec_42	short_numeric_suffix		Taraxacum officinale			20250414124156	6.9500413	47.00044	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70252	chec_43	short_numeric_suffix		Bellis perennis			20250414125340	6.950008	47.000423	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70253	chec_44	short_numeric_suffix		Taraxacum officinale			20250414182404	7.024378	47.02686	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70254	chec_45	short_numeric_suffix		Taraxacum officinale			20250414183053	7.0243783	47.02686	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70255	chec_46	short_numeric_suffix		Bellis perennis			20250414183640	7.024365	47.02694	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70256	chec_47	short_numeric_suffix		Plantago lanceolata			20250416084536	7.024641	47.026306	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70257	chec_48	short_numeric_suffix		Bellis perennis			20250416085939	7.0250025	47.02611	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70258	chec_49	short_numeric_suffix		Bellis perennis			20250416090824	7.0222173	47.026188	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70259	chec_50	short_numeric_suffix		Taraxacum officinale			20250416091854	7.0199385	47.0232	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70260	chec_51	short_numeric_suffix		Taraxacum officinale			20250416092236	7.0199394	47.0232	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70261	chec_52	short_numeric_suffix		Plantago lanceolata			20250416093247	7.018401	47.020927	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70262	chec_53	short_numeric_suffix		Taraxacum officinale			20250416093931	7.018431	47.020916	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70263	chec_54	short_numeric_suffix		Taraxacum officinale			20250416102315	6.9506803	47.002594	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70264	chec_55	short_numeric_suffix		Bellis perennis			20250416181820	6.950377	47.00271	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70265	chec_56	short_numeric_suffix		Plantago lanceolata			20250416182455	6.95045	47.002636	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70266	chec_57	short_numeric_suffix		Plantago lanceolata			20250416185020	6.956368	47.00453	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70267	chec_58	short_numeric_suffix		Taraxacum officinale			20250416185656	6.9567833	47.004242	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70268	chec_59	short_numeric_suffix		Taraxacum officinale			20250416135945	7.12481	46.93141	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70269	chec_60	short_numeric_suffix		Taraxacum officinale			20250416140921	7.1250305	46.934166	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70270	chec_61	short_numeric_suffix		Taraxacum officinale			20250416141503	7.1232643	46.93549	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70271	chec_62	short_numeric_suffix		Taraxacum officinale			20250416142309	7.121038	46.934437	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70272	chec_63	short_numeric_suffix		Bellis perennis			20250416142710	7.1208005	46.933624	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70273	chec_64	short_numeric_suffix		Taraxacum officinale			20250416143350	7.120034	46.93247	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70274	chec_65	short_numeric_suffix		Taraxacum officinale			20250416144020	7.117222	46.93058	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70275	chec_66	short_numeric_suffix		Bellis perennis			20250416144513	7.116561	46.93034	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70276	chec_67	short_numeric_suffix		Taraxacum officinale			20250416145152	7.1162558	46.928947	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70277	chec_68	short_numeric_suffix		Taraxacum officinale			20250416151600	7.119232	46.92887	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70278	chec_69	short_numeric_suffix		Bellis perennis			20250416152034	7.119893	46.929134	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70279	chec_70	short_numeric_suffix		Bellis perennis			20250416153843	7.134903	46.94053	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70280	chec_71	short_numeric_suffix		Taraxacum officinale			20250416154136	7.134554	46.940784	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70281	chec_72	short_numeric_suffix		Taraxacum officinale			20250416154722	7.134056	46.937504	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70282	chec_73	short_numeric_suffix		Bellis perennis			20250416155030	7.134349	46.9377	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70283	chec_74	short_numeric_suffix		Taraxacum officinale			20250416180651	7.115131	46.911537	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70284	chec_75	short_numeric_suffix		Bellis perennis			20250416182911	7.021132	46.920868	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70285	chec_76	short_numeric_suffix		Taraxacum officinale			20250416183611	7.021407	46.92058	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
chemical_ecology	70826	chec_000189 moi	other_noncanonical		Plantago lanceolata			20250502150129	6.1007156	46.182186	looks_swapped_ch_lat_lon	sample_id_other_noncanonical
