project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	unified_taxon_name	unified_taxon_source	unified_taxon_status	taxon_candidate_fields_present	taxon_unified_conflict	date	latitude	longitude	coordinate_status	issues
artemisia_absinthium	67973	absi_000235	canonical					Artemisa campestris	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20240628092724	7.0777936	46.12274	looks_swapped_ch_lat_lon	missing_primary_taxon_name_recovered_from_fallback
artemisia_absinthium	67983	absi_000165	canonical					Artemisia vallesiaca	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20240628114812	7.207345	45.94751	looks_swapped_ch_lat_lon	missing_primary_taxon_name_recovered_from_fallback
artemisia_absinthium	68002	absi_000172	canonical					Artemisia campestris	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20240628142933	7.1506705	46.025864	looks_swapped_ch_lat_lon	missing_primary_taxon_name_recovered_from_fallback
artemisia_absinthium	68003	absi_000171	canonical					Artemisia vulgaris	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20240628143209	7.150603	46.025967	looks_swapped_ch_lat_lon	missing_primary_taxon_name_recovered_from_fallback
artemisia_absinthium	68014	absi_000173	canonical					Artemisia vulgaris	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20240628153720	7.052387	46.074856	looks_swapped_ch_lat_lon	missing_primary_taxon_name_recovered_from_fallback
artemisia_absinthium	68015	absi_000174	canonical					Artemisia verlotiorum	name_proposition	resolved_from_fallback_taxon_field	name_proposition		20240628154153	7.0523944	46.074753	looks_swapped_ch_lat_lon	missing_primary_taxon_name_recovered_from_fallback
artemisia_absinthium	68179	absi_000443	canonical		artemisia absinthium			artemisia absinthium	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=artemisia absinthium;name_proposition=absi_000452	20240806115400	6.933401	47.000168	looks_swapped_ch_lat_lon	taxon_unified_conflict
artemisia_absinthium	68180	absi_000385	canonical		artemisia absinthium			artemisia absinthium	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=artemisia absinthium;name_proposition=absi_000452	20240806115512	6.933401	47.000168	looks_swapped_ch_lat_lon	taxon_unified_conflict
artemisia_absinthium	68181	absi_000350	canonical		artemisia absinthium			artemisia absinthium	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=artemisia absinthium;name_proposition=absi_000452	20240806115754	6.9334035	47.00016	looks_swapped_ch_lat_lon	taxon_unified_conflict
artemisia_absinthium	68182	absi_000428	canonical		artemisia absinthium			artemisia absinthium	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=artemisia absinthium;name_proposition=absi_000452	20240806120146	6.933399	47.00017	looks_swapped_ch_lat_lon	taxon_unified_conflict
artemisia_absinthium	68183	absi_000422	canonical		artemisia absinthium			artemisia absinthium	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=artemisia absinthium;name_proposition=absi_000452	20240806120623	6.933399	47.00017	looks_swapped_ch_lat_lon	taxon_unified_conflict
artemisia_absinthium	68184	absi_000426	canonical		artemisia absinthium			artemisia absinthium	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=artemisia absinthium;name_proposition=absi_000452	20240806120718	6.933399	47.00017	looks_swapped_ch_lat_lon	taxon_unified_conflict
artemisia_absinthium	68185	absi_000457	canonical		artemisia absinthium			artemisia absinthium	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=artemisia absinthium;name_proposition=absi_000452	20240806121013	6.9333987	47.00017	looks_swapped_ch_lat_lon	taxon_unified_conflict
artemisia_absinthium	68186	absi_000092	canonical		artemisia absinthium			artemisia absinthium	taxon_name	resolved_from_primary_taxon_field	taxon_name;name_proposition	taxon_name=artemisia absinthium;name_proposition=absi_000452	20240806121421	6.93339	47.00017	looks_swapped_ch_lat_lon	taxon_unified_conflict
