project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	unified_taxon_name	unified_taxon_source	unified_taxon_status	taxon_candidate_fields_present	taxon_unified_conflict	date	latitude	longitude	coordinate_status	has_dried	has_extraction	has_aliquot	has_ms	dried_sample_container_ids	extraction_sample_container_ids	lineage_status
champex_gradient	71248	grad_000517	canonical		Plantago lanceolata			Plantago lanceolata	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610130258	7.079218	46.12255	looks_swapped_ch_lat_lon	true	true	false	false	grad_000517	grad_000517_01	no_aliquot;no_ms
champex_gradient	71249	grad_000450	canonical		Chelidonium majus			Chelidonium majus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610132102	7.0795054	46.123222	looks_swapped_ch_lat_lon	true	true	false	false	grad_000450	grad_000450_01	no_aliquot;no_ms
champex_gradient	71250	grad_000421	canonical		Acer campestre			Acer campestre	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610140140	7.048209	46.080082	looks_swapped_ch_lat_lon	true	true	false	false	grad_000421	grad_000421_01	no_aliquot;no_ms
champex_gradient	71251	grad_000422	canonical		Achillea millefolium			Achillea millefolium	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610140404	7.0481243	46.080086	looks_swapped_ch_lat_lon	true	true	false	false	grad_000422	grad_000422_01	no_aliquot;no_ms
champex_gradient	71252	grad_000486	canonical		Arrhenatherum elatius			Arrhenatherum elatius	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610140949	7.0480833	46.08001	looks_swapped_ch_lat_lon	true	true	false	false	grad_000486	grad_000486_01	no_aliquot;no_ms
champex_gradient	71253	grad_000574	canonical		Chelidonium majus			Chelidonium majus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610142611	7.0548863	46.073124	looks_swapped_ch_lat_lon	true	true	false	false	grad_000574	grad_000574_01	no_aliquot;no_ms
champex_gradient	71254	grad_000532	canonical		Acer campestre			Acer campestre	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610142849	7.0551667	46.073086	looks_swapped_ch_lat_lon	true	true	false	false	grad_000532	grad_000532_01	no_aliquot;no_ms
champex_gradient	71255	grad_000436	canonical		Anthoxanthum odoratum			Anthoxanthum odoratum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610144215	7.077191	46.077526	looks_swapped_ch_lat_lon	true	true	false	false	grad_000436	grad_000436_01	no_aliquot;no_ms
champex_gradient	71256	grad_000444	canonical		Arrhenatherum elatius			Arrhenatherum elatius	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610145548	7.072587	46.07035	looks_swapped_ch_lat_lon	true	true	false	false	grad_000444	grad_000444_01	no_aliquot;no_ms
champex_gradient	71257	grad_000441	canonical		Cornus sanguinea			Cornus sanguinea	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610145812	7.072736	46.070385	looks_swapped_ch_lat_lon	true	true	false	false	grad_000441	grad_000441_01;grad_000441_02	no_aliquot;no_ms
champex_gradient	71258	grad_000458	canonical		Chelidonium majus			Chelidonium majus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610150104	7.072695	46.070366	looks_swapped_ch_lat_lon	true	true	false	false	grad_000458	grad_000458_01	no_aliquot;no_ms
champex_gradient	71259	grad_000575	canonical		Anthoxanthum odoratum			Anthoxanthum odoratum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610150404	7.0728106	46.070282	looks_swapped_ch_lat_lon	true	true	false	false	grad_000575	grad_000575_01	no_aliquot;no_ms
champex_gradient	71260	grad_000488	canonical		Aegopodium podagraria			Aegopodium podagraria	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610151045	7.0726194	46.070328	looks_swapped_ch_lat_lon	true	true	false	false	grad_000488	grad_000488_01	no_aliquot;no_ms
champex_gradient	71261	grad_000319	canonical		Cornus sanguinea			Cornus sanguinea	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610151800	7.078313	46.07229	looks_swapped_ch_lat_lon	true	true	false	false	grad_000319	grad_000319_01	no_aliquot;no_ms
champex_gradient	71262	grad_000316	canonical		Plantago lanceolata			Plantago lanceolata	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610151942	7.078334	46.072426	looks_swapped_ch_lat_lon	true	true	false	false	grad_000316	grad_000316_01	no_aliquot;no_ms
champex_gradient	71263	grad_000248	canonical		Aegopodium podagraria			Aegopodium podagraria	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610152330	7.0784073	46.072884	looks_swapped_ch_lat_lon	true	true	false	false	grad_000248	grad_000248_01	no_aliquot;no_ms
champex_gradient	71264	grad_000318	canonical		Arrhenatherum elatius			Arrhenatherum elatius	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610153601	7.0756063	46.070168	looks_swapped_ch_lat_lon	true	true	false	false	grad_000318	grad_000318_01	no_aliquot;no_ms
champex_gradient	71265	grad_000327	canonical		Chelidonium majus			Chelidonium majus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610154428	7.074965	46.069088	looks_swapped_ch_lat_lon	true	true	false	false	grad_000327	grad_000327_01	no_aliquot;no_ms
champex_gradient	71266	grad_000338	canonical		Ranunculus acris			Ranunculus acris	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610155815	7.074965	46.069088	looks_swapped_ch_lat_lon	true	true	false	false	grad_000338	grad_000338_01	no_aliquot;no_ms
champex_gradient	71267	grad_000306	canonical		Plantago lanceolata			Plantago lanceolata	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610160934	7.073055	46.067394	looks_swapped_ch_lat_lon	true	true	false	false	grad_000306	grad_000306_01	no_aliquot;no_ms
champex_gradient	71268	grad_000021	canonical		Anthoxanthum odoratum			Anthoxanthum odoratum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610161234	7.0730495	46.067368	looks_swapped_ch_lat_lon	true	true	false	false	grad_000021	grad_000021_01	no_aliquot;no_ms
champex_gradient	71269	grad_000392	canonical		Aegopodium podagraria			Aegopodium podagraria	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610162036	7.0762296	46.068058	looks_swapped_ch_lat_lon	true	true	false	false	grad_000392	grad_000392_01	no_aliquot;no_ms
champex_gradient	71270	grad_000331	canonical		Anthoxanthum odoratum			Anthoxanthum odoratum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610163240	7.074365	46.0676	looks_swapped_ch_lat_lon	true	true	false	false	grad_000331	grad_000331_01	no_aliquot;no_ms
champex_gradient	71271	grad_000313	canonical		Arrhenatherum elatius			Arrhenatherum elatius	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610163702	7.0743823	46.06753	looks_swapped_ch_lat_lon	true	true	false	false	grad_000313	grad_000313_01	no_aliquot;no_ms
champex_gradient	71272	grad_000333	canonical		Achillea millefolium			Achillea millefolium	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610164339	7.0755434	46.067226	looks_swapped_ch_lat_lon	true	true	false	false	grad_000333	grad_000333_01	no_aliquot;no_ms
champex_gradient	71273	grad_000296	canonical		Anthoxanthum odoratum			Anthoxanthum odoratum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610165111	7.076237	46.063957	looks_swapped_ch_lat_lon	true	true	false	false	grad_000296	grad_000296_01	no_aliquot;no_ms
champex_gradient	71274	grad_000301	canonical		Arrhenatherum elatius			Arrhenatherum elatius	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610165320	7.0762362	46.06395	looks_swapped_ch_lat_lon	true	true	false	false	grad_000301	grad_000301_01	no_aliquot;no_ms
champex_gradient	71275	grad_000446	canonical		Prunus avium			Prunus avium	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610130459	7.0792527	46.122536	looks_swapped_ch_lat_lon	true	true	false	false	grad_000446	grad_000446_01	no_aliquot;no_ms
champex_gradient	71276	grad_000529	canonical		Achillea millefolium			Achillea millefolium	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610131233	7.078565	46.122597	looks_swapped_ch_lat_lon	true	true	false	false	grad_000529	grad_000529_01	no_aliquot;no_ms
champex_gradient	71277	grad_000449	canonical		Acer campestre			Acer campestre	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610133657	7.0848966	46.124157	looks_swapped_ch_lat_lon	true	true	false	false	grad_000449	grad_000449_01	no_aliquot;no_ms
champex_gradient	71278	grad_000481	canonical		Cornus sanguinea			Cornus sanguinea	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610140017	7.0482717	46.080082	looks_swapped_ch_lat_lon	true	true	false	false	grad_000481	grad_000481_01	no_aliquot;no_ms
champex_gradient	71279	grad_000447	canonical		Prunus avium			Prunus avium	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610140254	7.0484514	46.080044	looks_swapped_ch_lat_lon	true	true	false	false	grad_000447	grad_000447_01	no_aliquot;no_ms
champex_gradient	71280	grad_000495	canonical		Cornus sanguinea			Cornus sanguinea	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610142610	7.054903	46.073006	looks_swapped_ch_lat_lon	true	true	false	false	grad_000495	grad_000495_01	no_aliquot;no_ms
champex_gradient	71281	grad_000448	canonical		Ranunculus acris			Ranunculus acris	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610144337	7.0766134	46.077766	looks_swapped_ch_lat_lon	true	true	false	false	grad_000448	grad_000448_01	no_aliquot;no_ms
champex_gradient	71282	grad_000456	canonical		Plantago lanceolata			Plantago lanceolata	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610144623	7.0766134	46.077766	looks_swapped_ch_lat_lon	true	true	false	false	grad_000456	grad_000456_01	no_aliquot;no_ms
champex_gradient	71283	grad_000437	canonical		Prunus avium			Prunus avium	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610145632	7.072565	46.070198	looks_swapped_ch_lat_lon	true	true	false	false	grad_000437	grad_000437_01	no_aliquot;no_ms
champex_gradient	71284	grad_000490	canonical		Lonicera xylosteum			Lonicera xylosteum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610150039	7.0730033	46.06985	looks_swapped_ch_lat_lon	true	true	false	false	grad_000490	grad_000490_01	no_aliquot;no_ms
champex_gradient	71285	grad_000330	canonical		Ranunculus acris			Ranunculus acris	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610152017	7.0782614	46.07227	looks_swapped_ch_lat_lon	true	true	false	false	grad_000330	grad_000330_01	no_aliquot;no_ms
champex_gradient	71286	grad_000496	canonical		Lonicera xylosteum			Lonicera xylosteum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610152313	7.0784383	46.073112	looks_swapped_ch_lat_lon	true	true	false	false	grad_000496	grad_000496_01	no_aliquot;no_ms
champex_gradient	71287	grad_000536	canonical		Acer campestre			Acer campestre	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610152809	7.0781717	46.072315	looks_swapped_ch_lat_lon	true	true	false	false	grad_000536	grad_000536_01	no_aliquot;no_ms
champex_gradient	71288	grad_000343	canonical		Achillea millefolium			Achillea millefolium	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610154501	7.0749464	46.068943	looks_swapped_ch_lat_lon	true	true	false	false	grad_000343	grad_000343_01	no_aliquot;no_ms
champex_gradient	71289	grad_000304	canonical		Lonicera xylosteum			Lonicera xylosteum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610155108	7.07505	46.06878	looks_swapped_ch_lat_lon	true	true	false	false	grad_000304	grad_000304_01	no_aliquot;no_ms
champex_gradient	71290	grad_000317	canonical		Aegopodium podagraria			Aegopodium podagraria	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610161009	7.0728397	46.067245	looks_swapped_ch_lat_lon	true	true	false	false	grad_000317	grad_000317_01	no_aliquot;no_ms
champex_gradient	71291	grad_000299	canonical		Lonicera xylosteum			Lonicera xylosteum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610162503	7.07645	46.068176	looks_swapped_ch_lat_lon	true	true	false	false	grad_000299	grad_000299_01;grad_000299_02	no_aliquot;no_ms
champex_gradient	71292	grad_000322	canonical		Plantago lanceolata			Plantago lanceolata	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610163250	7.0745115	46.067574	looks_swapped_ch_lat_lon	true	true	false	false	grad_000322	grad_000322_01	no_aliquot;no_ms
champex_gradient	71293	grad_000332	canonical		Lonicera xylosteum			Lonicera xylosteum	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610163544	7.0745296	46.06744	looks_swapped_ch_lat_lon	true	true	false	false	grad_000332	grad_000332_01	no_aliquot;no_ms
champex_gradient	71294	grad_000309	canonical		Ranunculus acris			Ranunculus acris	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610163721	7.074528	46.06744	looks_swapped_ch_lat_lon	true	true	false	false	grad_000309	grad_000309_01	no_aliquot;no_ms
champex_gradient	71295	grad_000336	canonical		Aegopodium podagraria			Aegopodium podagraria	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610163920	7.0745897	46.067448	looks_swapped_ch_lat_lon	true	true	false	false	grad_000336	grad_000336_01	no_aliquot;no_ms
champex_gradient	71296	grad_000348	canonical		Chelidonium majus			Chelidonium majus	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610164329	7.0756564	46.067326	looks_swapped_ch_lat_lon	true	true	false	false	grad_000348	grad_000348_01	no_aliquot;no_ms
champex_gradient	71297	grad_000320	canonical		Ranunculus acris			Ranunculus acris	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610165248	7.075878	46.06374	looks_swapped_ch_lat_lon	true	true	false	false	grad_000320	grad_000320_01	no_aliquot;no_ms
champex_gradient	71298	grad_000285	canonical		Achillea millefolium			Achillea millefolium	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610165515	7.076158	46.063385	looks_swapped_ch_lat_lon	true	true	false	false	grad_000285	grad_000285_01	no_aliquot;no_ms
champex_gradient	71299	grad_000092	canonical		Prunus avium			Prunus avium	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250610165854	7.0762267	46.06369	looks_swapped_ch_lat_lon	true	true	false	false	grad_000092	grad_000092_01	no_aliquot;no_ms
champex_gradient	71300	grad_000141	canonical		Acer campestre			Acer campestre	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250611144218	7.06772	46.074825	looks_swapped_ch_lat_lon	true	true	false	false	grad_000141	grad_000141_01	no_aliquot;no_ms
champex_gradient	71301	grad_000217	canonical		Prunus avium			Prunus avium	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250611145556	7.06845	46.073795	looks_swapped_ch_lat_lon	true	true	false	false	grad_000217	grad_000217_01	no_aliquot;no_ms
champex_gradient	71302	grad_000233	canonical		Acer campestre			Acer campestre	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250611145725	7.0676465	46.074825	looks_swapped_ch_lat_lon	true	true	false	false	grad_000233	grad_000233_01	no_aliquot;no_ms
champex_gradient	71303	grad_000041	canonical		Cornus sanguinea			Cornus sanguinea	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250611151254	7.0790067	46.122784	looks_swapped_ch_lat_lon	true	true	false	false	grad_000041	grad_000041_01	no_aliquot;no_ms
champex_gradient	73838	grad_000010	canonical		Trifolium pratense			Trifolium pratense	taxon_name	resolved_from_primary_taxon_field	taxon_name		20250618111735	7.052222	46.131935	looks_swapped_ch_lat_lon	true	true	false	false	grad_000010	grad_000010_01	no_aliquot;no_ms
