project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	has_dried	has_extraction	has_aliquot	has_ms	dried_sample_container_ids	extraction_sample_container_ids	lineage_status
jbp	74224	dbgi_009904	canonical	dbgi_009904	Inula oculus-christi			20250818121805	14.415001	50.119663	out_of_ch_range	true	false	false	false	dbgi_009904		not_extracted
jbp	74225	dbgi_009832	canonical	dbgi_009832	Inula oculus-christi			20250818121950	14.415001	50.119663	out_of_ch_range	true	false	false	false	dbgi_009832		not_extracted
jbp	74226	dbgi_009876	canonical	dbgi_009876	Inula ensifolia			20250818122152	14.414995	50.11968	out_of_ch_range	true	false	false	false	dbgi_009876		not_extracted
jbp	74227	dbgi_009908	canonical	dbgi_009908	Inula ensifolia			20250818122333	14.414995	50.11968	out_of_ch_range	true	false	false	false	dbgi_009908		not_extracted
jbp	74228	dbgi_009894	canonical	dbgi_009894	Inula ensifolia			20250818122616	14.414995	50.11968	out_of_ch_range	true	false	false	false	dbgi_009894		not_extracted
jbp	74229	dbgi_009871	canonical	dbgi_009871	Inula ensifolia			20250818122817	14.414995	50.11968	out_of_ch_range	true	false	false	false	dbgi_009871		not_extracted
jbp	74230	dbgi_009898	canonical	dbgi_009898	Thalictrum flavum			20250818123739	14.414769	50.119644	out_of_ch_range	true	false	false	false	dbgi_009898		not_extracted
jbp	74231	dbgi_009883	canonical	dbgi_009883	Thalictrum flavum			20250818123855	14.414769	50.119644	out_of_ch_range	true	false	false	false	dbgi_009883		not_extracted
jbp	74232	dbgi_009834	canonical	dbgi_009834	Thalictrum flavum			20250818124025	14.414769	50.119644	out_of_ch_range	true	false	false	false	dbgi_009834		not_extracted
jbp	74233	dbgi_009907	canonical	dbgi_009907	Thalictrum simplex			20250818124317	14.414782	50.119705	out_of_ch_range	true	false	false	false	dbgi_009907		not_extracted
jbp	74234	dbgi_009847	canonical	dbgi_009847	Thalictrum simplex			20250818124537	14.414782	50.119705	out_of_ch_range	true	false	false	false	dbgi_009847		not_extracted
jbp	74235	dbgi_009861	canonical	dbgi_009861	Thalictrum lucidum			20250818124714	14.414753	50.119686	out_of_ch_range	true	false	false	false	dbgi_009861		not_extracted
jbp	74236	dbgi_009885	canonical	dbgi_009885	Thalictrum lucidum			20250818124821	14.414753	50.119686	out_of_ch_range	true	false	false	false	dbgi_009885		not_extracted
jbp	74237	dbgi_009829	canonical	dbgi_009829	Aconitum variegatum			20250818144832	14.419825	50.123386	out_of_ch_range	true	false	false	false	dbgi_009829		not_extracted
jbp	74238	dbgi_009886	canonical	dbgi_009886	Aconitum variegatum			20250818145048	14.419825	50.123386	out_of_ch_range	true	true	false	false	dbgi_009886	dbgi_009886_01	no_aliquot;no_ms
jbp	74239	dbgi_009889	canonical	dbgi_009889				20250818130549	14.41538	50.121643	out_of_ch_range	true	false	false	false	dbgi_009889		not_extracted
jbp	74240	dbgi_009843	canonical	dbgi_009843				20250818131008	14.41538	50.121643	out_of_ch_range	true	false	false	false	dbgi_009843		not_extracted
jbp	74241	dbgi_009865	canonical	dbgi_009865	Spiraea nipponica			20250818132021	14.415343	50.12161	out_of_ch_range	true	false	false	false	dbgi_009865		not_extracted
jbp	74242	dbgi_009828	canonical	dbgi_009828	Spiraea nipponica			20250818132319	14.415343	50.12161	out_of_ch_range	true	false	false	false	dbgi_009828		not_extracted
jbp	74243	dbgi_009831	canonical	dbgi_009831	Spiraea japonica			20250818132746	14.415308	50.121582	out_of_ch_range	true	false	false	false	dbgi_009831		not_extracted
jbp	74244	dbgi_009863	canonical	dbgi_009863	Spiraea japonica			20250818133104	14.415308	50.121582	out_of_ch_range	true	false	false	false	dbgi_009863		not_extracted
jbp	74245	dbgi_009912	canonical	dbgi_009912	Spiraea japonica			20250818133500	14.415308	50.121582	out_of_ch_range	true	false	false	false	dbgi_009912		not_extracted
jbp	74246	dbgi_009839	canonical	dbgi_009839	Spiraea media			20250818134019	14.418057	50.12301	out_of_ch_range	true	false	false	false	dbgi_009839		not_extracted
jbp	74247	dbgi_009874	canonical	dbgi_009874	Spiraea media			20250818134314	14.418057	50.12301	out_of_ch_range	true	false	false	false	dbgi_009874		not_extracted
