project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	issues
jbc	72742	dbgi_127	short_numeric_suffix	dbgi_000127				20250625104818	7.1132317	46.03257	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	72747	dbgi_132	short_numeric_suffix	dbgi_000132				20250625110240	7.113254	46.03257	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	72749	dbgi_134	short_numeric_suffix	dbgi_000134				20250625110952	7.1133523	46.03261	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	72753	dbgi_138	short_numeric_suffix	dbgi_000138				20250625112705	7.113324	46.0326	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	72775	dbgi_008608	canonical	dbgi_008608				20250707143232	7.1133013	46.032642	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72780	dbgi_008469	canonical	dbgi_008469				20250707144359	7.1132507	46.03261	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72808	dbgi_158	short_numeric_suffix	dbgi_000158				20250707143232	7.1133013	46.032642	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	72813	dbgi_163	short_numeric_suffix	dbgi_000163				20250707144359	7.1132507	46.03261	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	72833	dbgi_008568	canonical	dbgi_008568				20250707141234	7.1131525	46.032597	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72834	dbgi_008592	canonical	dbgi_008592				20250707141652	7.11315	46.0326	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72839	dbgi_180	short_numeric_suffix	dbgi_000180	Helictotrichon sedenense			20250707142830	7.113177	46.0326	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72841	dbgi_181	short_numeric_suffix	dbgi_000181	Rhododendron schlippenbachii			20250707143217	7.113163	46.032616	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72845	dbgi_182	short_numeric_suffix	dbgi_000182	Hieracium laticeps			20250707144526	7.1131916	46.032597	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72846	dbgi_183	short_numeric_suffix	dbgi_000183	Dianthus monspessulanus			20250707144713	7.113198	46.032604	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72847	dbgi_184	short_numeric_suffix	dbgi_000184	Festuca carpatica			20250707144917	7.11321	46.032604	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72850	dbgi_185	short_numeric_suffix	dbgi_000185	Chamaecytisus purpureus			20250707145558	7.113145	46.032616	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72852	dbgi_186	short_numeric_suffix	dbgi_000186	Thymus praecox			20250707150751	7.113267	46.032665	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix
jbc	72854	dbgi_187	short_numeric_suffix	dbgi_000187				20250707151601	7.113362	46.032692	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	72855	dbgi_188	short_numeric_suffix	dbgi_000188				20250707151948	7.113392	46.03268	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	72859	dbgi_189	short_numeric_suffix	dbgi_000189				20250707153337	7.11342	46.032722	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	72860	dbgi_008625	canonical	dbgi_008625				20250707153639	7.11342	46.032722	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72861	dbgi_008482	canonical	dbgi_008482				20250707153946	7.113408	46.03271	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72862	dbgi_008425	canonical	dbgi_008425				20250707154132	7.1134267	46.0327	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72871	dbgi_009089	canonical	dbgi_009089				20250714143228	7.1128764	46.03273	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72873	dbgi_009056	canonical	dbgi_009056				20250714143726	7.1129036	46.032722	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72879	dbgi_008545	canonical	dbgi_008545				20250714145146	7.1129885	46.03274	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72894	dbgi_006985	canonical	dbgi_006985				20250714153716	7.113079	46.03278	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72907	dbgi_006997	canonical	dbgi_006997				20250714161600	7.1130996	46.0328	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72911	dbgi_006862	canonical	dbgi_006862				20250714163108	7.1130533	46.032845	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72912	dbgi_006982	canonical	dbgi_006982				20250714163338	7.113044	46.03284	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72913	dbgi_006928	canonical	dbgi_006928				20250714163610	7.1130505	46.032845	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	72916	dbgi_008710	canonical	dbgi_008710				20250714165929	7.11303	46.032818	looks_swapped_ch_lat_lon	missing_taxon_name
