project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	suggested_latitude	suggested_longitude	issue
heloise_bachelor_FiBL	67859	fibl_000082	canonical			Mixte			7.5397544	47.502293	looks_swapped_ch_lat_lon	47.502293	7.5397544	coordinates_look_swapped_ch_lat_lon
heloise_bachelor_FiBL	67860	fibl_000027	canonical			Solanum tuberosum			7.539666	47.50211	looks_swapped_ch_lat_lon	47.50211	7.539666	coordinates_look_swapped_ch_lat_lon
heloise_bachelor_FiBL	67861	fibl_000034	canonical			Angiospermae			7.539664	47.502106	looks_swapped_ch_lat_lon	47.502106	7.539664	coordinates_look_swapped_ch_lat_lon
heloise_bachelor_FiBL	67862	fibl_000028	canonical			Triticum aestivum			7.5396824	47.502106	looks_swapped_ch_lat_lon	47.502106	7.5396824	coordinates_look_swapped_ch_lat_lon
heloise_bachelor_FiBL	67863	fibl_000020	canonical			Triticum aestivum			7.539682	47.502106	looks_swapped_ch_lat_lon	47.502106	7.539682	coordinates_look_swapped_ch_lat_lon
heloise_bachelor_FiBL	67864	fibl_000032	canonical			Triticum aestivum			7.539684	47.502106	looks_swapped_ch_lat_lon	47.502106	7.539684	coordinates_look_swapped_ch_lat_lon
heloise_bachelor_FiBL	67865	fibl_000040	canonical			Angiospermae			7.5397825	47.50233	looks_swapped_ch_lat_lon	47.50233	7.5397825	coordinates_look_swapped_ch_lat_lon
heloise_bachelor_FiBL	67866	fibl_000049	canonical			Angiospermae			7.539788	47.50233	looks_swapped_ch_lat_lon	47.50233	7.539788	coordinates_look_swapped_ch_lat_lon
heloise_bachelor_FiBL	67867	fibl_000057	canonical			Unknown			7.5397906	47.502335	looks_swapped_ch_lat_lon	47.502335	7.5397906	coordinates_look_swapped_ch_lat_lon
heloise_bachelor_FiBL	67868	fibl_000054	canonical			Triticum aestivum			7.5397906	47.502335	looks_swapped_ch_lat_lon	47.502335	7.5397906	coordinates_look_swapped_ch_lat_lon
heloise_bachelor_FiBL	67869	fibl_000021	canonical			Triticum aestivum			7.5397916	47.50234	looks_swapped_ch_lat_lon	47.50234	7.5397916	coordinates_look_swapped_ch_lat_lon
