csv_row_number	filename	normalized_filename	file_type	injection	sample_id	container_id	csv_ionization_mode	ms_parent_level	is_sample_file	has_required_csv_identifiers	dried_material_present	dried_samples_data_id	original_sample_container_id	extraction_sample_container_present	extraction_data_id	extraction_sample_container_id	expected_extraction_container_id	aliquot_sample_container_present	aliquoting_data_id	aliquot_sample_container_id	target_ms_parent_container_id	existing_ms_data_id	ready_for_ms_data_import	status	reason
297	250121_ML_Metabo_DDA_sample_306_nr8.mzML	250121_ML_Metabo_DDA_sample_306_nr8	sample	306	absi_000620	absi_000620_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
299	250121_ML_Metabo_DDA_sample_308_nr8.mzML	250121_ML_Metabo_DDA_sample_308_nr8	sample	308	absi_000509	absi_000509_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
303	250121_ML_Metabo_DDA_sample_313_nr8.mzML	250121_ML_Metabo_DDA_sample_313_nr8	sample	313	absi_000607	absi_000607_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
334	250122_ML_Metabo_DDA_sample_345_nr8.mzML	250122_ML_Metabo_DDA_sample_345_nr8	sample	345	absi_000356	absi_000356_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
346	250122_ML_Metabo_DDA_sample_357_nr8.mzML	250122_ML_Metabo_DDA_sample_357_nr8	sample	357	absi_000678	absi_000678_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
356	250122_ML_Metabo_DDA_sample_367_nr8.mzML	250122_ML_Metabo_DDA_sample_367_nr8	sample	367	absi_000624	absi_000624_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
376	250122_ML_Metabo_DDA_sample_387_nr8.mzML	250122_ML_Metabo_DDA_sample_387_nr8	sample	387	absi_000651	absi_000651_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
391	250122_ML_Metabo_DDA_sample_402_nr8.mzML	250122_ML_Metabo_DDA_sample_402_nr8	sample	402	absi_000596	absi_000596_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
417	250123_ML_Metabo_DDA_sample_428_nr8.mzML	250123_ML_Metabo_DDA_sample_428_nr8	sample	428	absi_000505	absi_000505_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
448	250123_ML_Metabo_DDA_sample_459_nr8.mzML	250123_ML_Metabo_DDA_sample_459_nr8	sample	459	absi_000500	absi_000500_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
455	250123_ML_Metabo_DDA_sample_466_nr8.mzML	250123_ML_Metabo_DDA_sample_466_nr8	sample	466	absi_000515	absi_000515_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
468	250123_ML_Metabo_DDA_sample_479_nr8.mzML	250123_ML_Metabo_DDA_sample_479_nr8	sample	479	absi_000633	absi_000633_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
489	250124_ML_Metabo_DDA_sample_501_nr8.mzML	250124_ML_Metabo_DDA_sample_501_nr8	sample	501	absi_000602	absi_000602_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
498	250124_ML_Metabo_DDA_sample_510_nr8.mzML	250124_ML_Metabo_DDA_sample_510_nr8	sample	510	absi_000614	absi_000614_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
521	250116_ML_Metabo_DDA_sample_22_nr8.mzML	250116_ML_Metabo_DDA_sample_22_nr8	sample	22	absi_000630	absi_000630_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
522	250124_ML_Metabo_DDA_sample_519_nr8.mzML	250124_ML_Metabo_DDA_sample_519_nr8	sample	519	absi_000700	absi_000700_01	positive	extraction	true	true	false			false				false					false	blocked	missing_dried_material;missing_extraction_sample_container
