"Filename","Extension","Localisation.in.Sciex.OS.project","Rack","Plate.position","Comment","sample_id","latitude","x_coord","y_coord","date_updated","user_created","id","date_created","longitude","collector_fullname","observation_subject","inat_upload","is_wild","taxon_name","no_name_on_list","picture_panel","picture_general","picture_detail","picture_cut","picture_panel_label","collector_orcid","collector_inat","qfield_project","name_proposition","ipen","date","geometry.type","geometry.coordinates"
"20261803_Mazz_Sample_drog_000458_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000458_01",1,"G3","plate 3","drog_000458",NA,NA,NA,"2026-07-21T12:11:39.678Z","053e0368-4ed8-4569-a070-81a22ad13957",74408,"2026-01-29T15:12:41.883Z",NA,"Emmanuel Defossez","Fruit",1,0,"",1,"DCIM/droguier_jbn/Senna alexandrina_drog_000458_01.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000544_02.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000458_03.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000458_04.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000458_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Senna alexandrina",NA,20260126105842,"",""
"20261803_Mazz_Sample_drog_000288_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000288_01",1,"G4","plate 3","drog_000288",NA,NA,NA,"2026-07-21T12:50:40.543Z","053e0368-4ed8-4569-a070-81a22ad13957",74746,"2026-01-29T15:12:55.412Z",NA,"Emmanuel Defossez","Seed",0,1,"Carum_carvi_L",0,"DCIM/droguier_jbn/Carum_carvi_L_drog_000288_01.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000259_02.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000288_03.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000288_04.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000288_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260121154730,"",""
"20261803_Mazz_Sample_drog_000561_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000561_01",1,"G5","plate 3","drog_000561",NA,NA,NA,"2026-07-21T12:50:38.232Z","053e0368-4ed8-4569-a070-81a22ad13957",74422,"2026-01-29T15:12:42.340Z",NA,"Emmanuel Defossez","Leaf",1,0,"Laurus_nobilis_L",0,"DCIM/droguier_jbn/Laurus_nobilis_L_drog_000561_01.jpg","DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000327_02.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000561_03.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000561_04.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000561_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126112242,"",""
"20261803_Mazz_Sample_drog_000099_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000099_01",1,"G6","plate 3","drog_000099",NA,NA,NA,"2026-07-21T12:50:39.543Z","053e0368-4ed8-4569-a070-81a22ad13957",74684,"2026-01-29T15:12:51.507Z",NA,"Emmanuel Defossez","Leaf",0,1,"Plantago_lanceolata_L",0,"DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000099_01.jpg","DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000099_02.jpg","DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000099_03.jpg","DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000099_04.jpg","DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000099_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260121132234,"",""
"20261803_Mazz_Sample_drog_000316_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000316_01",1,"G7","plate 3","drog_000316",NA,NA,NA,"2026-07-21T12:50:40.678Z","053e0368-4ed8-4569-a070-81a22ad13957",74754,"2026-01-29T15:12:55.734Z",NA,"Emmanuel Defossez","Fruit",1,1,"Juniperus_communis_L",0,"DCIM/droguier_jbn/Juniperus_communis_L_drog_000316_01.jpg","DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_02.jpg","DCIM/droguier_jbn/Juniperus_communis_L_drog_000316_03.jpg","DCIM/droguier_jbn/Juniperus_communis_L_drog_000316_04.jpg","DCIM/droguier_jbn/Juniperus_communis_L_drog_000316_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126141226,"",""
"20261803_Mazz_Sample_drog_000017_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000017_01",1,"G8","plate 3","drog_000017",6.9344945,6.9344945,47.000053,"2026-07-21T12:11:40.875Z","053e0368-4ed8-4569-a070-81a22ad13957",74493,"2026-01-29T15:12:44.926Z",47.000053,"Emmanuel Defossez","Whole organism",1,1,"",1,"DCIM/droguier_jbn/Cetraria islandica L.Ach._drog_000017_01.jpg","DCIM/droguier_jbn/Cetraria islandica L.Ach._drog_000017_02.jpg","DCIM/droguier_jbn/Cetraria islandica L.Ach._drog_000017__03.jpg","DCIM/droguier_jbn/Cetraria islandica L.Ach._drog_000017__04.jpg","DCIM/droguier_jbn/Cetraria islandica L.Ach._drog_000017__05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Cetraria islandica L.Ach.",NA,20260112170007,"Point","[6.934494394254939,47.00005522768051]"
"20261803_Mazz_Sample_drog_000417_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000417_01",1,"G9","plate 3","drog_000417",NA,NA,NA,"2026-07-21T12:50:38.025Z","053e0368-4ed8-4569-a070-81a22ad13957",74412,"2026-01-29T15:12:42.015Z",NA,"Emmanuel Defossez","Fruit",1,0,"Thymus_vulgaris_L",0,"DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000417_01.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000544_02.jpg","DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000417_03.jpg","DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000417_04.jpg","DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000417_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126110429,"",""
"20261803_Mazz_Sample_drog_000371_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000371_01",1,"G10","plate 3","drog_000371",NA,NA,NA,"2026-07-21T12:11:45.491Z","053e0368-4ed8-4569-a070-81a22ad13957",74774,"2026-01-29T15:12:56.429Z",NA,"Emmanuel Defossez","Root",1,1,"",1,"DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000371_01.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000373_02.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000371_03.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000371_04.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000371_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Glycyrrhiza glabra",NA,20260126145317,"",""
"20261803_Mazz_Sample_drog_000155_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000155_01",1,"G11","plate 3","drog_000155",NA,NA,NA,"2026-07-21T12:11:38.515Z","053e0368-4ed8-4569-a070-81a22ad13957",74343,"2026-01-29T15:12:38.550Z",NA,"Emmanuel Defossez","Leaf",0,1,"",1,"DCIM/droguier_jbn/Equisetum arvense_drog_000155_01.jpg","DCIM/droguier_jbn/Equisetum arvense_drog_000155_02.jpg","DCIM/droguier_jbn/Equisetum arvense_drog_000155_03.jpg","DCIM/droguier_jbn/Equisetum arvense_drog_000155_04.jpg","DCIM/droguier_jbn/Equisetum arvense_drog_000155_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Equisetum arvense",NA,20260123094751,"",""
"20261803_Mazz_Sample_drog_000451_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000451_01",1,"G12","plate 3","drog_000451",NA,NA,NA,"2026-07-21T12:50:38.296Z","053e0368-4ed8-4569-a070-81a22ad13957",74425,"2026-01-29T15:12:42.448Z",NA,"Emmanuel Defossez","Fruit",1,0,"Laurus_nobilis_L",0,"DCIM/droguier_jbn/Laurus_nobilis_L_drog_000451_01.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000451_02.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000451_03.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000451_04.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000451_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126112747,"",""
"20261803_Mazz_Sample_drog_000180_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000180_01",1,"H1","plate 3","drog_000180",NA,NA,NA,"2026-07-21T12:50:39.399Z","053e0368-4ed8-4569-a070-81a22ad13957",74678,"2026-01-29T15:12:51.306Z",NA,"Emmanuel Defossez","Root",0,1,"Potentilla_erecta_L_Raeusch_",0,"DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000180_01.jpg","DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000180_02.jpg","DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000180_03.jpg","DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000180_04.jpg","DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000180_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260121130935,"",""
"20261803_Mazz_Sample_drog_000192_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000192_01",1,"H2","plate 3","drog_000192",NA,NA,NA,"2026-07-21T12:50:40.449Z","053e0368-4ed8-4569-a070-81a22ad13957",74742,"2026-01-29T15:12:55.267Z",NA,"Emmanuel Defossez","Seed",0,1,"Carum_carvi_L",0,"DCIM/droguier_jbn/Carum_carvi_L_drog_000192_01.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000259_02.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000192_03.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000192_04.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000192_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260121153716,"",""
"20261803_Mazz_Sample_drog_000055_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000055_01",1,"H3","plate 3","drog_000055",NA,NA,NA,"2026-07-21T12:11:45.174Z","053e0368-4ed8-4569-a070-81a22ad13957",74752,"2026-01-29T15:12:55.652Z",NA,"Emmanuel Defossez","Stems",0,1,"",1,"DCIM/droguier_jbn/Frangula purshiana_drog_000055_01.jpg","DCIM/droguier_jbn/Frangula purshiana_drog_000237_02.jpg","DCIM/droguier_jbn/Frangula purshiana_drog_000055_03.jpg","DCIM/droguier_jbn/Frangula purshiana_drog_000055_04.jpg","DCIM/droguier_jbn/Frangula purshiana_drog_000055_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Frangula purshiana",NA,20260121155825,"",""
"20261803_Mazz_Sample_drog_000430_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000430_01",1,"H4","plate 3","drog_000430",NA,NA,NA,"2026-07-21T12:50:41.442Z","053e0368-4ed8-4569-a070-81a22ad13957",74831,"2026-01-29T15:12:58.841Z",NA,"Emmanuel Defossez","Seed",1,1,"Linum_usitatissimum_L",0,"DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000430_01.jpg","DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg","DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000430_03.jpg","DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000430_04.jpg","DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000430_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260127084902,"",""
"20261803_Mazz_Sample_drog_000490_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000490_01",1,"H5","plate 3","drog_000490",NA,NA,NA,"2026-07-21T12:11:45.786Z","053e0368-4ed8-4569-a070-81a22ad13957",74786,"2026-01-29T15:12:56.925Z",NA,"Emmanuel Defossez","Fruit",1,1,"",1,"DCIM/droguier_jbn/Vaccinium myrtillus_drog_000490_01.jpg","DCIM/droguier_jbn/Vaccinium myrtillus_drog_000485_02.jpg","DCIM/droguier_jbn/Vaccinium myrtillus_drog_000490_03.jpg","DCIM/droguier_jbn/Vaccinium myrtillus_drog_000490_04.jpg","DCIM/droguier_jbn/Vaccinium myrtillus_drog_000490_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Vaccinium myrtillus",NA,20260126152236,"",""
"20261803_Mazz_Sample_drog_000435_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000435_01",1,"H6","plate 3","drog_000435",NA,NA,NA,"2026-07-21T12:11:39.628Z","053e0368-4ed8-4569-a070-81a22ad13957",74406,"2026-01-29T15:12:41.789Z",NA,"Emmanuel Defossez","Fruit",1,0,"",1,"DCIM/droguier_jbn/Senna alexandrina_drog_000435_01.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000544_02.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000435_03.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000435_04.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000435_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Senna alexandrina",NA,20260126105607,"",""
"20261803_Mazz_Sample_drog_000259_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000259_01",1,"H7","plate 3","drog_000259",NA,NA,NA,"2026-07-21T12:50:40.410Z","053e0368-4ed8-4569-a070-81a22ad13957",74740,"2026-01-29T15:12:55.195Z",NA,"Emmanuel Defossez","Seed",0,1,"Carum_carvi_L",0,"DCIM/droguier_jbn/Carum_carvi_L_drog_000259_01.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000259_02.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000259_03.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000259_04.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000259_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260121153042,"",""
"20261803_Mazz_Sample_drog_000495_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000495_01",1,"H8","plate 3","drog_000495",NA,NA,NA,"2026-07-21T12:11:45.637Z","053e0368-4ed8-4569-a070-81a22ad13957",74780,"2026-01-29T15:12:56.688Z",NA,"Emmanuel Defossez","Root",1,1,"",1,"DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000495_01.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000373_02.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000495_03.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000495_04.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000495_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Glycyrrhiza glabra",NA,20260126150910,"",""
"20261803_Mazz_Sample_drog_000149_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000149_01",1,"H9","plate 3","drog_000149",NA,NA,NA,"2026-07-21T12:11:38.312Z","053e0368-4ed8-4569-a070-81a22ad13957",74336,"2026-01-29T15:12:38.146Z",NA,"Emmanuel Defossez","Leaf",0,1,"",1,"DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000149_01.jpg","DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000149_02.jpg","DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000149_03.jpg","DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000149_04.jpg","DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000149_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Arctostaphylos uva-ursi",NA,20260123092827,"",""
"20261803_Mazz_Sample_drog_000349_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000349_01",1,"H10","plate 3","drog_000349",NA,NA,NA,"2026-07-21T12:50:38.368Z","053e0368-4ed8-4569-a070-81a22ad13957",74428,"2026-01-29T15:12:42.568Z",NA,"Emmanuel Defossez","Fruit",1,0,"Laurus_nobilis_L",0,"DCIM/droguier_jbn/Laurus_nobilis_L_drog_000349_01.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000451_02.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000349_03.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000349_04.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000349_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126113159,"",""
"20261803_Mazz_Sample_drog_000345_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000345_01",1,"H11","plate 3","drog_000345",NA,NA,NA,"2026-07-21T12:11:39.776Z","053e0368-4ed8-4569-a070-81a22ad13957",74432,"2026-01-29T15:12:42.708Z",NA,"Emmanuel Defossez","Fruit",1,0,"",1,"DCIM/droguier_jbn/Centaurium erythraea_drog_000345_01.jpg","DCIM/droguier_jbn/Centaurium erythraea_drog_000345_02.jpg","DCIM/droguier_jbn/Centaurium erythraea_drog_000345_03.jpg","DCIM/droguier_jbn/Centaurium erythraea_drog_000345_04.jpg","DCIM/droguier_jbn/Centaurium erythraea_drog_000345_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Centaurium erythraea",NA,20260126113755,"",""
"20261803_Mazz_Sample_drog_000295_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000295_01",1,"H12","plate 3","drog_000295",NA,NA,NA,"2026-07-21T12:11:44.851Z","053e0368-4ed8-4569-a070-81a22ad13957",74692,"2026-01-29T15:12:51.777Z",NA,"Emmanuel Defossez","Leaf",0,1,"",1,"DCIM/droguier_jbn/Digitalis purpurea _drog_000295_01.jpg","DCIM/droguier_jbn/Digitalis purpurea _drog_000295_02.jpg","DCIM/droguier_jbn/Digitalis purpurea _drog_000295_03.jpg","DCIM/droguier_jbn/Digitalis purpurea _drog_000295_04.jpg","DCIM/droguier_jbn/Digitalis purpurea _drog_000295_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Digitalis purpurea ",NA,20260121134240,"",""
"20261903_Mazz_Sample_drog_000427_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000427_01",2,"A1","plate 4","drog_000427",NA,NA,NA,"2026-07-21T12:50:40.866Z","053e0368-4ed8-4569-a070-81a22ad13957",74794,"2026-01-29T15:12:57.240Z",NA,"Emmanuel Defossez","Leaf",1,1,"Menyanthes_trifoliata_L",0,"DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000427_01.jpg","DCIM/droguier_jbn/Vaccinium myrtillus_drog_000485_02.jpg","DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000427_03.jpg","DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000427_04.jpg","DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000427_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126153615,"",""
"20261903_Mazz_Sample_drog_000475_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000475_01",2,"A2","plate 4","drog_000475",NA,NA,NA,"2026-07-21T12:11:45.444Z","053e0368-4ed8-4569-a070-81a22ad13957",74772,"2026-01-29T15:12:56.348Z",NA,"Emmanuel Defossez","Root",1,1,"",1,"DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000475_01.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000373_02.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000475_03.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000475_04.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000475_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Glycyrrhiza glabra",NA,20260126145034,"",""
"20261903_Mazz_Sample_drog_000552_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000552_01",2,"A3","plate 4","drog_000552",NA,NA,NA,"2026-07-21T12:11:38.906Z","053e0368-4ed8-4569-a070-81a22ad13957",74377,"2026-01-29T15:12:40.160Z",NA,"Emmanuel Defossez","Flower",1,0,"Humulus_lupulus_L",0,"DCIM/droguier_jbn/Humulus_lupulus_L_drog_000552_01.jpg","DCIM/droguier_jbn/Humulus_lupulus_L_drog_000552_02.jpg","DCIM/droguier_jbn/Humulus_lupulus_L_drog_000552_03.jpg","DCIM/droguier_jbn/Humulus_lupulus_L_drog_000552_04.jpg","DCIM/droguier_jbn/Humulus_lupulus_L_drog_000552_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126091613,"",""
"20261903_Mazz_Sample_drog_000416_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000416_01",2,"A4","plate 4","drog_000416",NA,NA,NA,"2026-07-21T12:11:39.604Z","053e0368-4ed8-4569-a070-81a22ad13957",74405,"2026-01-29T15:12:41.758Z",NA,"Emmanuel Defossez","Fruit",1,0,"",1,"DCIM/droguier_jbn/Senna alexandrina_drog_000416_01.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000544_02.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000416_03.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000416_04.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000416_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Senna alexandrina",NA,20260126105410,"",""
"20261903_Mazz_Sample_drog_000129_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000129_01",2,"A5","plate 4","drog_000129",NA,NA,NA,"2026-07-21T12:50:40.370Z","053e0368-4ed8-4569-a070-81a22ad13957",74738,"2026-01-29T15:12:55.092Z",NA,"Emmanuel Defossez","Stems",0,1,"Frangula_alnus_MilL",0,"DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000129_01.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000289_02.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000129_03.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000129_04.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000129_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260121152440,"",""
"20261903_Mazz_Sample_drog_000460_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000460_01",2,"A6","plate 4","drog_000460",NA,NA,NA,"2026-07-21T12:11:39.359Z","053e0368-4ed8-4569-a070-81a22ad13957",74395,"2026-01-29T15:12:41.348Z",NA,"Emmanuel Defossez","Leaf",1,0,"",1,"DCIM/droguier_jbn/Senna alexandrina_drog_000460_01.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000544_02.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000460_03.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000460_04.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000460_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Senna alexandrina",NA,20260126095652,"",""
"20261903_Mazz_Sample_drog_000438_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000438_01",2,"A7","plate 4","drog_000438",NA,NA,NA,"2026-07-21T12:11:40.399Z","053e0368-4ed8-4569-a070-81a22ad13957",74468,"2026-01-29T15:12:43.878Z",NA,"Emmanuel Defossez","Root",1,0,"",1,"DCIM/droguier_jbn/Krameria lappacea_drog_000438_01.jpg","DCIM/droguier_jbn/Gentiana_lutea_L_drog_000333_02.jpg","DCIM/droguier_jbn/Krameria lappacea_drog_000438_03.jpg","DCIM/droguier_jbn/Krameria lappacea_drog_000438_04.jpg","DCIM/droguier_jbn/Krameria lappacea_drog_000438_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Krameria lappacea",NA,20260126135424,"",""
"20261903_Mazz_Sample_drog_000341_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000341_01",2,"A8","plate 4","drog_000341",NA,NA,NA,"2026-07-21T12:11:45.563Z","053e0368-4ed8-4569-a070-81a22ad13957",74777,"2026-01-29T15:12:56.571Z",NA,"Emmanuel Defossez","Root",1,1,"",1,"DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000341_01.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000373_02.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000341_03.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000341_04.jpg","DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000341_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Glycyrrhiza glabra",NA,20260126145734,"",""
"20261903_Mazz_Sample_drog_000558_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000558_01",2,"A9","plate 4","drog_000558",NA,NA,NA,"2026-07-21T12:50:37.902Z","053e0368-4ed8-4569-a070-81a22ad13957",74371,"2026-01-29T15:12:39.809Z",NA,"Emmanuel Defossez","Leaf",0,1,"Thymus_serpyllum_L",0,"DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000558_01.jpg","DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000513_02.jpg","DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000558_03.jpg","DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000558_04.jpg","DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000558_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260123114326,"",""
"20261903_Mazz_Sample_drog_000160_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000160_01",2,"A10","plate 4","drog_000160",NA,NA,NA,"2026-07-21T12:50:40.330Z","053e0368-4ed8-4569-a070-81a22ad13957",74736,"2026-01-29T15:12:55.024Z",NA,"Emmanuel Defossez","Stems",0,1,"Frangula_alnus_MilL",0,"DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000160_01.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000289_02.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000160_03.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000160_04.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000160_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260121152134,"",""
