"Filename","Extension","Localisation.in.Sciex.OS.project","Rack","Plate.position","Comment","sample_id","latitude","x_coord","y_coord","date_updated","user_created","id","date_created","longitude","collector_fullname","observation_subject","inat_upload","is_wild","taxon_name","no_name_on_list","picture_panel","picture_general","picture_detail","picture_cut","picture_panel_label","collector_orcid","collector_inat","qfield_project","name_proposition","ipen","date","geometry.type","geometry.coordinates"
"20261603_Mazz_Sample_drog_000027_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000027_01",1,"H5","plate 1","drog_000027",6.934452,6.934452,47.000107,"2026-07-21T12:11:41.118Z","053e0368-4ed8-4569-a070-81a22ad13957",74503,"2026-01-29T15:12:45.211Z",47.000107,"Emmanuel Defossez","Flower",1,1,"Humulus_lupulus_L",0,"DCIM/droguier_jbn/Humulus_lupulus_L_drog_000027_01.jpg","DCIM/droguier_jbn/Humulus_lupulus_L_drog_000027_02.jpg","DCIM/droguier_jbn/Humulus_lupulus_L_drog_000027_03.jpg","DCIM/droguier_jbn/Humulus_lupulus_L_drog_000027_04.jpg","DCIM/droguier_jbn/Humulus_lupulus_L_drog_000027_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260113112332,"Point","[6.934451897828999,47.00010657112577]"
"20261603_Mazz_Sample_drog_000016_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000016_01",1,"H6","plate 1","drog_000016",6.9344945,6.9344945,47.000053,"2026-07-21T12:11:40.851Z","053e0368-4ed8-4569-a070-81a22ad13957",74492,"2026-01-29T15:12:44.886Z",47.000053,"Emmanuel Defossez","Fruit",1,1,"",1,"DCIM/droguier_jbn/Arnica montana L._drog_000016_01.jpg","DCIM/droguier_jbn/Arnica montana L._drog_000016_02.jpg","DCIM/droguier_jbn/Arnica montana L._drog_000016_03.jpg","DCIM/droguier_jbn/Arnica montana L._drog_000016_04.jpg","DCIM/droguier_jbn/Arnica montana L._drog_000016_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Arnica montana L.",NA,20260112165546,"Point","[6.934494394254939,47.00005522768051]"
"20261603_Mazz_Sample_drog_000420_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000420_01",1,"H7","plate 1","drog_000420",NA,NA,NA,"2026-07-21T12:50:38.171Z","053e0368-4ed8-4569-a070-81a22ad13957",74419,"2026-01-29T15:12:42.228Z",NA,"Emmanuel Defossez","Leaf",1,0,"Thymus_vulgaris_L",0,"DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000420_01.jpg","DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000327_02.jpg","DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000420_03.jpg","DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000420_04.jpg","DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000420_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126111702,"",""
"20261603_Mazz_Sample_drog_000393_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000393_01",1,"H8","plate 1","drog_000393",NA,NA,NA,"2026-07-21T12:50:38.392Z","053e0368-4ed8-4569-a070-81a22ad13957",74429,"2026-01-29T15:12:42.602Z",NA,"Emmanuel Defossez","Fruit",1,0,"Laurus_nobilis_L",0,"DCIM/droguier_jbn/Laurus_nobilis_L_drog_000393_01.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000451_02.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000393_03.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000393_04.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000393_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126113257,"",""
"20261603_Mazz_Sample_drog_000094_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000094_01",1,"H9","plate 1","drog_000094",NA,NA,NA,"2026-07-21T12:50:40.430Z","053e0368-4ed8-4569-a070-81a22ad13957",74741,"2026-01-29T15:12:55.233Z",NA,"Emmanuel Defossez","Seed",0,1,"Carum_carvi_L",0,"DCIM/droguier_jbn/Carum_carvi_L_drog_000094_01.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000259_02.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000094_03.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000094_04.jpg","DCIM/droguier_jbn/Carum_carvi_L_drog_000094_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260121153449,"",""
"20261603_Mazz_Sample_drog_000331_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000331_01",1,"H10","plate 1","drog_000331",NA,NA,NA,"2026-07-21T12:50:41.261Z","053e0368-4ed8-4569-a070-81a22ad13957",74822,"2026-01-29T15:12:58.437Z",NA,"Emmanuel Defossez","Leaf",1,1,"Artemisia_absinthium_L",0,"DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000331_01.jpg","DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg","DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000331_03.jpg","DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000331_04.jpg","DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000331_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260127083006,"",""
"20261603_Mazz_Sample_drog_000144_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000144_01",1,"H11","plate 1","drog_000144",NA,NA,NA,"2026-07-21T12:11:38.288Z","053e0368-4ed8-4569-a070-81a22ad13957",74335,"2026-01-29T15:12:38.093Z",NA,"Emmanuel Defossez","Leaf",0,1,"",1,"DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000144_01.jpg","DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000144_02.jpg","DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000144_03.jpg","DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000144_04.jpg","DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000144_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Arctostaphylos uva-ursi",NA,20260123092625,"",""
"20261603_Mazz_Sample_drog_000445_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000445_01",1,"H12","plate 1","drog_000445",NA,NA,NA,"2026-07-21T12:11:39.335Z","053e0368-4ed8-4569-a070-81a22ad13957",74394,"2026-01-29T15:12:41.283Z",NA,"Emmanuel Defossez","Leaf",1,0,"",1,"DCIM/droguier_jbn/Senna alexandrina_drog_000445_01.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000544_02.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000445_03.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000445_04.jpg","DCIM/droguier_jbn/Senna alexandrina_drog_000445_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Senna alexandrina",NA,20260126095528,"",""
"20261703_Mazz_Sample_drog_000369_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000369_01",2,"A1","plate 2","drog_000369",NA,NA,NA,"2026-07-21T12:50:41.203Z","053e0368-4ed8-4569-a070-81a22ad13957",74819,"2026-01-29T15:12:58.291Z",NA,"Emmanuel Defossez","Flower",1,1,"Artemisia_absinthium_L",0,"DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_01.jpg","DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg","DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_03.jpg","DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_04.jpg","DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260127081917,"",""
"20261703_Mazz_Sample_drog_000001_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000001_01",2,"A2","plate 2","drog_000001",6.9347687,6.9347687,47.000175,"2026-07-21T12:11:40.471Z","053e0368-4ed8-4569-a070-81a22ad13957",74477,"2026-01-29T15:12:44.264Z",47.000175,"Emmanuel Defossez","Stems",1,1,"Frangula_alnus_MilL",0,"DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000001_01.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000001_02.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000001_03.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000001_04.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000001_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260112152106,"Point","[6.934768911420919,47.0001740994288]"
"20261703_Mazz_Sample_drog_000035_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000035_01",2,"A3","plate 2","drog_000035",6.9343843,6.9343843,47.000084,"2026-07-21T12:11:41.320Z","053e0368-4ed8-4569-a070-81a22ad13957",74511,"2026-01-29T15:12:45.419Z",47.000084,"Emmanuel Defossez","Root",1,0,"Valeriana_officinalis_L",0,"DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000035_01.jpg","DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000035_02.jpg","DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000035_03.jpg","DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000035_04.jpg","DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000035_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260113114906,"Point","[6.934384509295905,47.000084404877065]"
"20261703_Mazz_Sample_drog_000170_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000170_01",2,"A4","plate 2","drog_000170",NA,NA,NA,"2026-07-21T12:50:40.235Z","053e0368-4ed8-4569-a070-81a22ad13957",74732,"2026-01-29T15:12:54.891Z",NA,"Emmanuel Defossez","Leaf",0,1,"Frangula_alnus_MilL",0,"DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000170_01.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000170_02.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000170_03.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000170_04.jpg","DCIM/droguier_jbn/Frangula_alnus_MilL_drog_000170_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260121151344,"",""
"20261703_Mazz_Sample_drog_000020_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000020_01",2,"A5","plate 2","drog_000020",6.9344997,6.9344997,47.000256,"2026-07-21T12:11:40.950Z","053e0368-4ed8-4569-a070-81a22ad13957",74496,"2026-01-29T15:12:45.026Z",47.000256,"Emmanuel Defossez","Flower",1,0,"Thymus_serpyllum_L",0,"DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000020_01.jpg","DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000020_02.jpg","DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000020_03.jpg","DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000020_04.jpg","DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000020_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260113110250,"Point","[6.934499953404027,47.00025432985084]"
"20261703_Mazz_Sample_drog_000450_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000450_01",2,"A6","plate 2","drog_000450",NA,NA,NA,"2026-07-21T12:50:40.909Z","053e0368-4ed8-4569-a070-81a22ad13957",74796,"2026-01-29T15:12:57.311Z",NA,"Emmanuel Defossez","Leaf",1,1,"Menyanthes_trifoliata_L",0,"DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000450_01.jpg","DCIM/droguier_jbn/Vaccinium myrtillus_drog_000485_02.jpg","DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000450_03.jpg","DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000450_04.jpg","DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000450_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126154101,"",""
"20261703_Mazz_Sample_drog_000024_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000024_01",2,"A7","plate 2","drog_000024",6.934327,6.934327,46.999992,"2026-07-21T12:11:41.045Z","053e0368-4ed8-4569-a070-81a22ad13957",74500,"2026-01-29T15:12:45.127Z",46.999992,"Emmanuel Defossez","Flower",1,0,"",1,"DCIM/droguier_jbn/Chamaemelum nobile All._drog_000024_01.jpg","DCIM/droguier_jbn/Chamaemelum nobile All._drog_000024_02.jpg","DCIM/droguier_jbn/Chamaemelum nobile All._drog_000024_03.jpg","DCIM/droguier_jbn/Chamaemelum nobile All._drog_000024_04.jpg","DCIM/droguier_jbn/Chamaemelum nobile All._drog_000024_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Chamaemelum nobile All.",NA,20260113111420,"Point","[6.934327281140981,46.99999223982744]"
"20261703_Mazz_Sample_drog_000011_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000011_01",2,"A8","plate 2","drog_000011",6.934556,6.934556,47.00017,"2026-07-21T12:11:40.717Z","053e0368-4ed8-4569-a070-81a22ad13957",74487,"2026-01-29T15:12:44.682Z",47.00017,"Emmanuel Defossez","Flower",1,1,"",1,"DCIM/droguier_jbn/Tilia cordata Mill._drog_000011_01.jpg","DCIM/droguier_jbn/Tilia cordata Mill._drog_000011_02.jpg","DCIM/droguier_jbn/Tilia cordata Mill._drog_000011_03.jpg","DCIM/droguier_jbn/Tilia cordata Mill._drog_000011_04.jpg","DCIM/droguier_jbn/Tilia cordata Mill._drog_000011_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Tilia cordata Mill.",NA,20260112162222,"Point","[6.934556150673164,47.00017142716735]"
"20261703_Mazz_Sample_drog_000548_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000548_01",2,"A9","plate 2","drog_000548",NA,NA,NA,"2026-07-21T12:50:38.320Z","053e0368-4ed8-4569-a070-81a22ad13957",74426,"2026-01-29T15:12:42.503Z",NA,"Emmanuel Defossez","Fruit",1,0,"Laurus_nobilis_L",0,"DCIM/droguier_jbn/Laurus_nobilis_L_drog_000548_01.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000451_02.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000548_03.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000548_04.jpg","DCIM/droguier_jbn/Laurus_nobilis_L_drog_000548_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260126112913,"",""
"20261703_Mazz_Sample_drog_000107_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000107_01",2,"A10","plate 2","drog_000107",NA,NA,NA,"2026-07-21T12:50:39.474Z","053e0368-4ed8-4569-a070-81a22ad13957",74681,"2026-01-29T15:12:51.407Z",NA,"Emmanuel Defossez","Root",0,1,"Potentilla_erecta_L_Raeusch_",0,"DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000107_01.jpg","DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000107_02.jpg","DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000107_03.jpg","DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000107_04.jpg","DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000107_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260121131418,"",""
"20261703_Mazz_Sample_drog_000015_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000015_01",2,"A11","plate 2","drog_000015",6.9344945,6.9344945,47.000053,"2026-07-21T12:11:40.826Z","053e0368-4ed8-4569-a070-81a22ad13957",74491,"2026-01-29T15:12:44.840Z",47.000053,"Emmanuel Defossez","Flower",1,0,"Filipendula_ulmaria_L_Maxim",0,"DCIM/droguier_jbn/Filipendula_ulmaria_L_Maxim_drog_000015_01.jpg","DCIM/droguier_jbn/Filipendula_ulmaria_L_Maxim_drog_000015_02.jpg","DCIM/droguier_jbn/Filipendula_ulmaria_L_Maxim_drog_000015_03.jpg","DCIM/droguier_jbn/Filipendula_ulmaria_L_Maxim_drog_000015_04.jpg","DCIM/droguier_jbn/Filipendula_ulmaria_L_Maxim_drog_000015_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","",NA,20260112165048,"Point","[6.934494394254939,47.00005522768051]"
"20261703_Mazz_Sample_drog_000012_01","\2026\Defossez\Mazzarine\","\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000012_01",2,"A12","plate 2","drog_000012",6.9345436,6.9345436,47.000134,"2026-07-21T12:11:40.741Z","053e0368-4ed8-4569-a070-81a22ad13957",74488,"2026-01-29T15:12:44.724Z",47.000134,"Emmanuel Defossez","Flower",1,0,"",1,"DCIM/droguier_jbn/Lavandula latifolia Medik._drog_000012_01.jpg","DCIM/droguier_jbn/Lavandula latifolia Medik._drog_000012_02.jpg","DCIM/droguier_jbn/Lavandula latifolia Medik._drog_000012_03.jpg","DCIM/droguier_jbn/Lavandula latifolia Medik._drog_000012_04.jpg","DCIM/droguier_jbn/Lavandula latifolia Medik._drog_000012_05.jpg","0000-0002-3279-9190","@manu_dfz","droguier_jbn","Lavandula latifolia Medik.",NA,20260112163229,"Point","[6.934543476392932,47.00013465541634]"
