filename;Extension;Localisation.in.Sciex.OS.project;sample_id;type;collector_fullname;observation_subject;inat_upload;is_wild;ATTRIBUTE_Species;no_name_on_list;picture_panel;picture_general;picture_detail;picture_cut;picture_panel_label;x_coord;y_coord;date;collector_orcid;collector_inat;NCBITaxonomy_ID;Ionization mode;garden
20262605_dbgi_009246_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_009246_01;dbgi_009246;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Saxifraga apiculata;0;DCIM/jbc/Saxifraga apiculata_dbgi_009246_01.jpg;DCIM/jbc/Saxifraga apiculata_dbgi_009246_02.jpg;DCIM/jbc/Saxifraga apiculata_dbgi_009246_03.jpg;DCIM/jbc/Saxifraga apiculata_dbgi_009246_04.jpg;DCIM/jbc/Saxifraga apiculata_dbgi_009246_05.jpg;2574768.8;1097991.1;2,02507E+13;0009-0006-7011-4195;@mazzarinel;3798;positive;jbc
20262605_dbgi_006878_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006878_01;dbgi_006878;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Hieracium murorum;0;DCIM/jbc/Hieracium murorum_dbgi_006878_01.jpg;DCIM/jbc/Hieracium murorum_dbgi_006878_02.jpg;DCIM/jbc/Hieracium murorum_dbgi_006878_03.jpg;DCIM/jbc/Hieracium murorum_dbgi_006878_04.jpg;DCIM/jbc/Hieracium murorum_dbgi_006878_05.jpg;2574754.2;1097963.5;2,02505E+13;0009-0006-7011-4195;@mazzarinel;212671;positive;jbc
20261303_Mazz_Sample_dbgi_008506_02_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261303_Mazz_Sample_dbgi_008506_02_01;dbgi_008506;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Satureja montana;0;DCIM/jbc/Satureja montana_dbgi_008506_01.jpg;DCIM/jbc/Satureja montana_dbgi_008506_02.jpg;DCIM/jbc/Satureja montana_dbgi_008506_03.jpg;DCIM/jbc/Satureja montana_dbgi_008506_04.jpg;DCIM/jbc/Satureja montana_dbgi_008506_05.jpg;2574821.5;1097957;2,02507E+13;0009-0006-7011-4195;@mazzarinel;49988;positive;jbc
20261303_Mazz_Sample_dbgi_008498_02_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261303_Mazz_Sample_dbgi_008498_02_01;dbgi_008498;SAMPLE;Émilie Lab;Leaf;1;0;Dracocephalum officinale;0;DCIM/jbc/Hyssopus officinalis_dbgi_008498_01.jpg;DCIM/jbc/Hyssopus officinalis_dbgi_008498_02.jpg;DCIM/jbc/Hyssopus officinalis_dbgi_008498_03.jpg;DCIM/jbc/Hyssopus officinalis_dbgi_008498_04.jpg;DCIM/jbc/Hyssopus officinalis_dbgi_008498_05.jpg;2574824.8;1097959.4;2,02507E+13;NA;NA;39324;positive;jbc
20261303_Mazz_Sample_dbgi_008417_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261303_Mazz_Sample_dbgi_008417_01;dbgi_008417;SAMPLE;Émilie Lab;Leaf;1;0;Viola riviniana;0;DCIM/jbc/Viola riviniana_dbgi_008417_01.jpg;DCIM/jbc/Viola riviniana_dbgi_008417_02.jpg;DCIM/jbc/Viola riviniana_dbgi_008417_03.jpg;DCIM/jbc/Viola riviniana_dbgi_008417_04.jpg;DCIM/jbc/Viola riviniana_dbgi_008417_05.jpg;2574820.8;1097959.2;2,02507E+13;NA;NA;214052;positive;jbc
20261203_Mazz_Sample_dbgi_008485_02_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261203_Mazz_Sample_dbgi_008485_02_01;dbgi_008485;SAMPLE;Émilie Lab;Leaf;0;0;Vaccinium myrtillus;0;DCIM/jbc/Vaccinium myrtillus_dbgi_008485_01.jpg;DCIM/jbc/Vaccinium myrtillus_dbgi_008485_02.jpg;DCIM/jbc/Vaccinium myrtillus_dbgi_008485_03.jpg;DCIM/jbc/Vaccinium myrtillus_dbgi_008485_04.jpg;DCIM/jbc/Vaccinium myrtillus_dbgi_008485_05.jpg;2574823.8;1097955.6;2,02507E+13;NA;NA;180763;positive;jbc
20261203_Mazz_Sample_dbgi_008485_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261203_Mazz_Sample_dbgi_008485_01;dbgi_008485;SAMPLE;Émilie Lab;Leaf;0;0;Vaccinium myrtillus;0;DCIM/jbc/Vaccinium myrtillus_dbgi_008485_01.jpg;DCIM/jbc/Vaccinium myrtillus_dbgi_008485_02.jpg;DCIM/jbc/Vaccinium myrtillus_dbgi_008485_03.jpg;DCIM/jbc/Vaccinium myrtillus_dbgi_008485_04.jpg;DCIM/jbc/Vaccinium myrtillus_dbgi_008485_05.jpg;2574823.8;1097955.6;2,02507E+13;NA;NA;180763;positive;jbc
20261203_Mazz_Sample_dbgi_008482_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261203_Mazz_Sample_dbgi_008482_01;dbgi_008482;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Solanum tuberosum;1;DCIM/jbc/Solanum tuberosum_dbgi_008482_01.jpg;DCIM/jbc/Solanum tuberosum_dbgi_008482_02.jpg;DCIM/jbc/Solanum tuberosum_dbgi_008482_03.jpg;DCIM/jbc/Solanum tuberosum_dbgi_008482_04.jpg;DCIM/jbc/Solanum tuberosum_dbgi_008482_05.jpg;2574817.2;1097960.4;2,02507E+13;0009-0006-7011-4195;@mazzarinel;4113;positive;jbc
20261203_Mazz_Sample_dbgi_008480_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261203_Mazz_Sample_dbgi_008480_01;dbgi_008480;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Pinus mugo;0;DCIM/jbc/Pinus mugo_dbgi_008480_01.jpg;DCIM/jbc/Pinus mugo_dbgi_008480_02.jpg;DCIM/jbc/Pinus mugo_dbgi_008480_03.jpg;DCIM/jbc/Pinus mugo_dbgi_008480_04.jpg;DCIM/jbc/Pinus mugo_dbgi_008480_05.jpg;2574811.2;1097957.8;2,02507E+13;0009-0006-7011-4195;@mazzarinel;28528;positive;jbc
20261203_Mazz_Sample_dbgi_008477_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261203_Mazz_Sample_dbgi_008477_01;dbgi_008477;SAMPLE;Émilie Lab;Leaf;1;0;Pulsatilla vulgaris;0;DCIM/jbc/Pulsatilla vulgaris_dbgi_008477_01.jpg;DCIM/jbc/Pulsatilla vulgaris_dbgi_008477_02.jpg;DCIM/jbc/Pulsatilla vulgaris_dbgi_008477_03.jpg;DCIM/jbc/Pulsatilla vulgaris_dbgi_008477_04.jpg;DCIM/jbc/Pulsatilla vulgaris_dbgi_008477_05.jpg;2574826.2;1097959.8;2,02507E+13;NA;NA;445234;positive;jbc
20261203_Mazz_Sample_dbgi_008429_02_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261203_Mazz_Sample_dbgi_008429_02_01;dbgi_008429;SAMPLE;Émilie Lab;Leaf;0;0;Hypericum perforatum;0;DCIM/jbc/Hypericum perforatum_dbgi_008429_01.jpg;DCIM/jbc/Hypericum perforatum_dbgi_008429_02.jpg;DCIM/jbc/Hypericum perforatum_dbgi_008429_03.jpg;DCIM/jbc/Hypericum perforatum_dbgi_008429_04.jpg;DCIM/jbc/Hypericum perforatum_dbgi_008429_05.jpg;2574825.8;1097962.4;2,02507E+13;NA;NA;65561;positive;jbc
20261203_Mazz_Sample_dbgi_008427_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261203_Mazz_Sample_dbgi_008427_01;dbgi_008427;SAMPLE;Émilie Lab;Leaf;0;0;Lonicera caerulea;0;DCIM/jbc/Lonicera caerulea_dbgi_008427_01.jpg;DCIM/jbc/Lonicera caerulea_dbgi_008427_02.jpg;DCIM/jbc/Lonicera caerulea_dbgi_008427_03.jpg;DCIM/jbc/Lonicera caerulea_dbgi_008427_04.jpg;DCIM/jbc/Lonicera caerulea_dbgi_008427_05.jpg;2574824;1097957;2,02507E+13;NA;NA;134520;positive;jbc
20261203_Mazz_Sample_dbgi_008425_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261203_Mazz_Sample_dbgi_008425_01;dbgi_008425;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Secale cereale;1;DCIM/jbc/Secale cereale_dbgi_008425_01.jpg;DCIM/jbc/Secale cereale_dbgi_008425_02.jpg;DCIM/jbc/Secale cereale_dbgi_008425_03.jpg;DCIM/jbc/Secale cereale_dbgi_008425_04.jpg;DCIM/jbc/Secale cereale_dbgi_008425_05.jpg;2574818.8;1097959.2;2,02507E+13;0009-0006-7011-4195;@mazzarinel;4550;positive;jbc
20261103_Mazz_Sample_dbgi_008429_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261103_Mazz_Sample_dbgi_008429_01;dbgi_008429;SAMPLE;Émilie Lab;Leaf;0;0;Hypericum perforatum;0;DCIM/jbc/Hypericum perforatum_dbgi_008429_01.jpg;DCIM/jbc/Hypericum perforatum_dbgi_008429_02.jpg;DCIM/jbc/Hypericum perforatum_dbgi_008429_03.jpg;DCIM/jbc/Hypericum perforatum_dbgi_008429_04.jpg;DCIM/jbc/Hypericum perforatum_dbgi_008429_05.jpg;2574825.8;1097962.4;2,02507E+13;NA;NA;65561;positive;jbc
20261103_Mazz_Sample_dbgi_008418_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261103_Mazz_Sample_dbgi_008418_01;dbgi_008418;SAMPLE;Émilie Lab;Leaf;1;0;Artemisia vulgaris;0;DCIM/jbc/Artemisia vulgaris_dbgi_008418_01.jpg;DCIM/jbc/Artemisia vulgaris_dbgi_008418_02.jpg;DCIM/jbc/Artemisia vulgaris_dbgi_008418_03.jpg;DCIM/jbc/Artemisia vulgaris_dbgi_008418_04.jpg;DCIM/jbc/Artemisia vulgaris_dbgi_008418_05.jpg;2574825.2;1097959.6;2,02507E+13;NA;NA;4220;positive;jbc
20261003_Mazz_Sample_dbgi_008497_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261003_Mazz_Sample_dbgi_008497_01;dbgi_008497;SAMPLE;Émilie Lab;Leaf;0;0;Allium hymenorrhizum;0;DCIM/jbc/Aillium hymenorrhizum,_dbgi_008497_01.jpg;DCIM/jbc/Aillium hymenorrhizum,_dbgi_008497_02.jpg;DCIM/jbc/Aillium hymenorrhizum,_dbgi_008497_03.jpg;DCIM/jbc/Aillium hymenorrhizum,_dbgi_008497_04.jpg;DCIM/jbc/Aillium hymenorrhizum,_dbgi_008497_05.jpg;2574813;1097952.2;2,02507E+13;NA;NA;165623;positive;jbc
20261003_Mazz_Sample_dbgi_008471_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261003_Mazz_Sample_dbgi_008471_01;dbgi_008471;SAMPLE;Émilie Lab;Leaf;0;0;Digitalis purpurea;0;DCIM/jbc/Digitalis purpurea_dbgi_008471_01.jpg;DCIM/jbc/Digitalis purpurea_dbgi_008471_02.jpg;DCIM/jbc/Digitalis purpurea_dbgi_008471_03.jpg;DCIM/jbc/Digitalis purpurea_dbgi_008471_04.jpg;DCIM/jbc/Digitalis purpurea_dbgi_008471_05.jpg;2574825.2;1097958.4;2,02507E+13;NA;NA;4164;positive;jbc
20261003_Mazz_Sample_dbgi_008463_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261003_Mazz_Sample_dbgi_008463_01;dbgi_008463;SAMPLE;Émilie Lab;Leaf;0;0;Drymocallis rupestris;0;DCIM/jbc/Potentilla rupestris_dbgi_008463_01.jpg;DCIM/jbc/Potentilla rupestris_dbgi_008463_02.jpg;DCIM/jbc/Potentilla rupestris_dbgi_008463_03.jpg;DCIM/jbc/Potentilla rupestris_dbgi_008463_04.jpg;DCIM/jbc/Potentilla rupestris_dbgi_008463_05.jpg;2574802.8;1097950.5;2,02507E+13;NA;NA;637895;positive;jbc
20261003_Mazz_Sample_dbgi_008447_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261003_Mazz_Sample_dbgi_008447_01;dbgi_008447;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Astragalus alopecurus;0;DCIM/jbc/Astragalus alopecurus_dbgi_008447_01.jpg;DCIM/jbc/Astragalus alopecurus_dbgi_008447_02.jpg;DCIM/jbc/Astragalus alopecurus_dbgi_008447_03.jpg;DCIM/jbc/Astragalus alopecurus_dbgi_008447_04.jpg;DCIM/jbc/Astragalus alopecurus_dbgi_008447_05.jpg;2574818.2;1097961.4;2,02507E+13;0009-0006-7011-4195;@mazzarinel;1219493;positive;jbc
20261003_Mazz_Sample_dbgi_008411_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261003_Mazz_Sample_dbgi_008411_01;dbgi_008411;SAMPLE;Émilie Lab;Leaf;0;0;Thymus pulegioides;0;DCIM/jbc/Thymus pulegioides_dbgi_008411_01.jpg;DCIM/jbc/Thymus pulegioides_dbgi_008411_02.jpg;DCIM/jbc/Thymus pulegioides_dbgi_008411_03.jpg;DCIM/jbc/Thymus pulegioides_dbgi_008411_04.jpg;DCIM/jbc/Thymus pulegioides_dbgi_008411_05.jpg;2574822.8;1097958.4;2,02507E+13;NA;NA;751873;positive;jbc
20261003_Mazz_Sample_dbgi_008409_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261003_Mazz_Sample_dbgi_008409_01;dbgi_008409;SAMPLE;Émilie Lab;Leaf;0;0;Arctostaphylos uva-ursi;0;DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008409_01.jpg;DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008409_02.jpg;DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008409_03.jpg;DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008409_04.jpg;DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008409_05.jpg;2574823.8;1097959.6;2,02507E+13;NA;NA;84009;positive;jbc
20261003_Mazz_Sample_dbgi_008391_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20261003_Mazz_Sample_dbgi_008391_01;dbgi_008391;SAMPLE;Émilie Lab;Leaf;1;0;Achillea millefolium;0;DCIM/jbc/Achillea millefolium_dbgi_008391_01.jpg;DCIM/jbc/Achillea millefolium_dbgi_008391_02.jpg;DCIM/jbc/Achillea millefolium_dbgi_008391_03.jpg;DCIM/jbc/Achillea millefolium_dbgi_008391_04.jpg;DCIM/jbc/Achillea millefolium_dbgi_008391_05.jpg;2574823.8;1097957;2,02507E+13;NA;NA;13329;positive;jbc
20260903_Mazz_Sample_dbgi_008625_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20260903_Mazz_Sample_dbgi_008625_01;dbgi_008625;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Origanum vulgare;1;DCIM/jbc/Horreur vulgare_dbgi_008625_01.jpg;DCIM/jbc/Horreur vulgare_dbgi_008625_02.jpg;DCIM/jbc/Horreur vulgare_dbgi_008625_03.jpg;DCIM/jbc/Horreur vulgare_dbgi_008625_04.jpg;DCIM/jbc/Horreur vulgare_dbgi_008625_05.jpg;2574818.2;1097961.4;2,02507E+13;0009-0006-7011-4195;@mazzarinel;39352;positive;jbc
20260903_Mazz_Sample_dbgi_008531_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20260903_Mazz_Sample_dbgi_008531_01;dbgi_008531;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Lavandula angustifolia;0;DCIM/jbc/Lavandula angustifolia_dbgi_008531_01.jpg;DCIM/jbc/Lavandula angustifolia_dbgi_008531_02.jpg;DCIM/jbc/Lavandula angustifolia_dbgi_008531_03.jpg;DCIM/jbc/Lavandula angustifolia_dbgi_008531_04.jpg;DCIM/jbc/Lavandula angustifolia_dbgi_008531_05.jpg;2574819.5;1097959.1;2,02507E+13;0009-0006-7011-4195;@mazzarinel;39329;positive;jbc
20260903_Mazz_Sample_dbgi_008505_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20260903_Mazz_Sample_dbgi_008505_01;dbgi_008505;SAMPLE;Émilie Lab;Leaf;0;0;Thymus nitens;0;DCIM/jbc/Thymus nitens_dbgi_008450_01.jpg;DCIM/jbc/Thymus nitens_dbgi_008450_02.jpg;DCIM/jbc/Thymus nitens_dbgi_008450_03.jpg;DCIM/jbc/Thymus nitens_dbgi_008450_04.jpg;DCIM/jbc/Thymus nitens_dbgi_008450_05.jpg;2574814.8;1097953.1;2,02507E+13;NA;NA;49990;positive;jbc
20260903_Mazz_Sample_dbgi_008496_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20260903_Mazz_Sample_dbgi_008496_01;dbgi_008496;SAMPLE;Émilie Lab;Leaf;1;0;Digitalis grandiflora;0;DCIM/jbc/Digitalis grandiflora_dbgi_008496_01.jpg;DCIM/jbc/Digitalis grandiflora_dbgi_008496_02.jpg;DCIM/jbc/Digitalis grandiflora_dbgi_008496_03.jpg;DCIM/jbc/Digitalis grandiflora_dbgi_008496_04.jpg;DCIM/jbc/Digitalis grandiflora_dbgi_008496_05.jpg;2574822.8;1097956.8;2,02507E+13;NA;NA;38791;positive;jbc
20260903_Mazz_Sample_dbgi_008380_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20260903_Mazz_Sample_dbgi_008380_01;dbgi_008380;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Sedum rupestre;0;DCIM/jbc/Sedum reflexum_dbgi_008380_01.jpg;DCIM/jbc/Sedum reflexum_dbgi_008380_02.jpg;DCIM/jbc/Sedum reflexum_dbgi_008380_03.jpg;DCIM/jbc/Sedum reflexum_dbgi_008380_04.jpg;DCIM/jbc/Sedum reflexum_dbgi_008380_05.jpg;2574817;1097955.1;2,02507E+13;0009-0006-7011-4195;@mazzarinel;91145;positive;jbc
20262605_blank.mzML;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_blank.mzML;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;Blank;positive;jbc
20262605_QC_1.mzML;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_QC_1.mzML;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;positive;jbc
20262605_QC_2.mzML;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_QC_2.mzML;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;positive;jbc
20262605_QC_3.mzML;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_QC_3.mzML;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;positive;jbc
20262605_QC_4.mzML;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_QC_4.mzML;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;positive;jbc
20262605_QC_5.mzML;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_QC_5.mzML;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;positive;jbc
20262605_QC_6.mzML;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_QC_6.mzML;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;QC;positive;jbc
