qfield_project	sample_id	ms_filename	ms_data_id	ms_parent_container_id	resolution_path	resolution_status	injection_method	taxon_name_unified	taxon_name	sample_name
		202405241518_EB_dbgi_001755_01_01	1658	dbgi_001755_01_01	aliquot_to_extraction_to_original_sample	unresolved	100mm_C18_15min_DDA_neg			
		202405241518_EB_dbgi_001769_01_01	1660	dbgi_001769_01_01	aliquot_to_extraction_to_original_sample	unresolved	100mm_C18_15min_DDA_neg			
		202405241518_EB_dbgi_001783_01_01	1663	dbgi_001783_01_01	aliquot_to_extraction_to_original_sample	unresolved	100mm_C18_15min_DDA_neg			
		202405241518_EB_dbgi_001803_01_01	1667	dbgi_001803_01_01	aliquot_to_extraction_to_original_sample	unresolved	100mm_C18_15min_DDA_neg			
		202405241518_EB_dbgi_001808_01_01	1668	dbgi_001808_01_01	aliquot_to_extraction_to_original_sample	unresolved	100mm_C18_15min_DDA_neg			
		202405241518_EB_dbgi_batch_blk_000012_01	1736	blk_000012_01	aliquot_to_extraction_to_original_sample	unresolved	100mm_C18_15min_DDA_neg			
		202504241032_PMA_blk_000048_01	1797	blk_000048_01	no_lineage_match	unresolved	20250319_PMA_C18_DDA_pos			
		202504241048_PMA_blk_000048_01	1813	blk_000048_01	no_lineage_match	unresolved	20250319_PMA_C18_DDA_neg			
		202504301430_CVOL_blk_000039_01	1897	blk_000039_01	no_lineage_match	unresolved	20250319_PMA_C18_DDA_pos			
		202504301430_CVOL_vine_000391_01_01	1832	vine_000391_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_pos			
		202504301443_CVOL_blk_000039_01	1898	blk_000039_01	no_lineage_match	unresolved	20250319_PMA_C18_DDA_neg			
		202504301443_CVOL_vine_000391_01_01	1934	vine_000391_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_neg			
		202505131015_CVOL_dbgi_007486_01_01	2133	dbgi_007486_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_pos			
		202505131015_CVOL_dbgi_007497_01_01	2095	dbgi_007497_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_pos			
		202505131015_CVOL_dbgi_007502_01_01	1990	dbgi_007502_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_pos			
		20250721_110658_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001221_01_01	2602	dbgi_001221_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_pos			
		20250721_110658_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001785_01_01	2575	dbgi_001785_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_pos			
		20250721_111756_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001221_01_01	2683	dbgi_001221_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_neg			
		20250721_111756_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001785_01_01	2656	dbgi_001785_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_neg			
		20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_blk_000028_01	2742	blk_000028_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_neg			
		20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_blk_000028_01	2741	blk_000028_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_pos			
		20250812_142332_CVOL_20250319_PMA_C18_DDA_neg_dbgi_007486_01_01	3334	dbgi_007486_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_neg			
		20250812_142332_CVOL_20250319_PMA_C18_DDA_neg_dbgi_007497_01_01	3266	dbgi_007497_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_neg			
		20250812_142332_CVOL_20250319_PMA_C18_DDA_neg_dbgi_007502_01_01	3374	dbgi_007502_01_01	aliquot_to_extraction_to_original_sample	unresolved	20250319_PMA_C18_DDA_neg			
