original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	profile_mode	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match	watcher_file_path	watcher_file_name	watcher_converted_file_sha1	watcher_acquisition_date	watcher_polarity	watcher_spectrum_count	watcher_chromatogram_count	watcher_instrument_model	watcher_ionization_source	watcher_analyzer	watcher_detector	watcher_source_file_names	watcher_raw_file_sha1
dbgi_003164	dbgi_003164_01_01	dbgi_003164_01	dbgi_003164	jbuf	negative	Pierre-Marie Allard	Glaucium flavum Crantz	7.1564975	46.79247				[7.156497673645488, 46.79246765491008]	20240625141250	49	1000	mg	µl	MeOH/H2O	200	µl	202406251802_PMA_dbgi_003164_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202406251802_PMA_dbgi_003164_01_01.mzML	202406251802_PMA_dbgi_003164_01_01.mzML	37129f376b0ad5b707077ce9658098398a0dd403	2024-06-26T01:57:43Z	MS:1000129|negative scan	3416	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202406251802_PMA_dbgi_003164_01_01.raw	d437b418f5080690f2a9f75f68fa28553a769f5f
dbgi_003154	dbgi_003154_01_01	dbgi_003154_01	dbgi_003154	jbuf	positive	Pierre-Marie Allard	Datura stramonium L. var. stramonium	7.156672	46.792538				[7.156672067625027, 46.792536830834685]	20240625141826	50	1000	mg	µl	MeOH/H2O	200	µl	202406251749_PMA_dbgi_003154_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202406251749_PMA_dbgi_003154_01_01.mzML	202406251749_PMA_dbgi_003154_01_01.mzML	c002d10ab7fc874cfc2b3b3bdfaa5938d5bdfd9b	2024-06-25T19:52:41Z	MS:1000130|positive scan	3386	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202406251749_PMA_dbgi_003154_01_01.raw	8f6cf21e81d201aa8c1e1d9ffc7d29c4822d5f1f
dbgi_003154	dbgi_003154_01_01	dbgi_003154_01	dbgi_003154	jbuf	negative	Pierre-Marie Allard	Datura stramonium L. var. stramonium	7.156672	46.792538				[7.156672067625027, 46.792536830834685]	20240625141826	50	1000	mg	µl	MeOH/H2O	200	µl	202406251802_PMA_dbgi_003154_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202406251802_PMA_dbgi_003154_01_01.mzML	202406251802_PMA_dbgi_003154_01_01.mzML	dbc047c8ce00af11e9b9964e2dcf9a34ba35c27f	2024-06-26T01:25:59Z	MS:1000129|negative scan	3300	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202406251802_PMA_dbgi_003154_01_01.raw	38d6b0da153ae61dd2a10c0c9ccf31314ee517ee
dbgi_003151	dbgi_003151_01_01	dbgi_003151_01	dbgi_003151	jbuf	positive	Pierre-Marie Allard	Lycopersicon esculentum Mill.	7.1565866	46.79255				[7.156586452142343, 46.79254947973799]	20240625142356	50	1000	mg	µl	MeOH/H2O	200	µl	202406251749_PMA_dbgi_003151_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202406251749_PMA_dbgi_003151_01_01.mzML	202406251749_PMA_dbgi_003151_01_01.mzML	db8e1f26480957c7c5e41c66e08e46ffdc0ab3d0	2024-06-25T19:36:50Z	MS:1000130|positive scan	3314	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202406251749_PMA_dbgi_003151_01_01.raw	acc4146bcc01573523496d17b9b6f5f72e3d6e7e
dbgi_003151	dbgi_003151_01_01	dbgi_003151_01	dbgi_003151	jbuf	negative	Pierre-Marie Allard	Lycopersicon esculentum Mill.	7.1565866	46.79255				[7.156586452142343, 46.79254947973799]	20240625142356	50	1000	mg	µl	MeOH/H2O	200	µl	202406251802_PMA_dbgi_003151_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	True	/mnt/bigdata/mapp/public/QE_plus_unifr/converted/202406251802_PMA_dbgi_003151_01_01.mzML	202406251802_PMA_dbgi_003151_01_01.mzML	e628e1a1ce9de2b31c070c30a8b391e4c8af3fd2	2024-06-26T01:10:07Z	MS:1000129|negative scan	3336	2	MS:1002634|Q Exactive Plus	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	202406251802_PMA_dbgi_003151_01_01.raw	00b0e705f11b25ecb37cf144de632af8ec828507
dbgi_003118		dbgi_003118_01	dbgi_003118	jbuf				7.1564703	46.79277			Clematis alpina (L.) Mill.	[7.156470532487376, 46.79277131933802]		52	1500	mg	µl	MeOH/H2O	125	µl																					
dbgi_003082		dbgi_003082_01	dbgi_003082	jbuf				7.1564717	46.79278			Rhododendron hirsutum L.	[7.156471587880227, 46.79278149314999]		49.7	1500	mg	µl	MeOH/H2O	125	µl																					
dbgi_003141	dbgi_003141_01_01	dbgi_003141_01	dbgi_003141	jbuf	positive			7.156466	46.792767			Ruscus aculeatus L.	[7.15646587381634, 46.79276826222016]		49.7	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003141_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003141_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003141_01_01.mzML	4a722164afcc2263881fcc8174855df83260567e	2025-07-24T22:38:40Z	MS:1000130|positive scan	8612	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003141_01_01.raw	8fa4e35d72590c885d588a7ad4e17f2d5d3a5578
dbgi_003141	dbgi_003141_01_01	dbgi_003141_01	dbgi_003141	jbuf	negative			7.156466	46.792767			Ruscus aculeatus L.	[7.15646587381634, 46.79276826222016]		49.7	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003141_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003141_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003141_01_01.mzML	21944c226046c7fdf1638aec545c962ded7247f7	2025-07-25T20:22:33Z	MS:1000129|negative scan	8785	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003141_01_01.raw	2e6a8db01ad7383cd0d52a56dd2f86130b23903d
dbgi_003137		dbgi_003137_01	dbgi_003137	jbuf				7.1564655	46.792767			Polygonatum multiflorum (L.) All.	[7.156465596686426, 46.79276563216523]		51.8	1500	mg	ml	MeOH/H2O	125	µl																					
dbgi_003182		dbgi_003182_01	dbgi_003182	jbuf				7.1564717	46.792767			Ranunculus lanuginosus L.	[7.156471772200333, 46.79276809890517]		50.8	1500	mg	µl	MeOH/H2O	125	µl																					
dbgi_003106	dbgi_003106_01_01	dbgi_003106_01	dbgi_003106	jbuf	positive			7.1564736	46.792767			Orobanche hederae Duby	[7.156473433694259, 46.79276826783875]		49.1	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003106_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003106_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003106_01_01.mzML	7734a17fabbff2c7e134073dfcc6b6d55be844c1	2025-07-24T14:00:28Z	MS:1000130|positive scan	8855	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003106_01_01.raw	b2823a11537cfc83c240ad9d97e82fc0e41bcf2b
dbgi_003106	dbgi_003106_01_01	dbgi_003106_01	dbgi_003106	jbuf	negative			7.1564736	46.792767			Orobanche hederae Duby	[7.156473433694259, 46.79276826783875]		49.1	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003106_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003106_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003106_01_01.mzML	e4418d5561f370366a43fc05a35754d679062256	2025-07-25T11:44:21Z	MS:1000129|negative scan	8875	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003106_01_01.raw	c1d1270ebabdf2b43af6d95d1d1acd0ef70c4a6b
dbgi_003145		dbgi_003145_01	dbgi_003145	jbuf				7.1564674	46.792732			Rosa pendulina L.	[7.156467541888665, 46.79273258902448]		51.8	1500	mg	µl	MeOH/H2O	125	µl																					
dbgi_003172		dbgi_003172_01	dbgi_003172	jbuf				7.1564393	46.79279			Lonicera nigra L.	[7.156439444903961, 46.792788168532994]		49.1	1500	mg	ml	MeOH/H2O	125	µl																					
dbgi_003199		dbgi_003199_01	dbgi_003199	jbuf				7.156448	46.79283			Luzula sylvatica Gaudin	[7.156448079705396, 46.79283017188144]		49.3	1500	mg	ml	MeOH/H2O	125	µl																					
dbgi_003205		dbgi_003205_01	dbgi_003205	jbuf				7.156512	46.792824			Cardamine trifolia L.	[7.1565117807156, 46.7928237401322]		51.1	1500	mg	ml	MeOH/H2O	125	µl																					
dbgi_003222	dbgi_003222_01_01	dbgi_003222_01	dbgi_003222	jbuf	positive			7.156488	46.792892			Cardamine trifolia L.	[7.156487866515433, 46.7928935146406]		51.4	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003222_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003222_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003222_01_01.mzML	c424f11fe7bf4dbce6212d29baeadce338c214d1	2025-07-24T22:07:16Z	MS:1000130|positive scan	8671	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003222_01_01.raw	1a8fa291b8f7dffbef32ca3ca8ace0c68fa858f6
dbgi_003222	dbgi_003222_01_01	dbgi_003222_01	dbgi_003222	jbuf	negative			7.156488	46.792892			Cardamine trifolia L.	[7.156487866515433, 46.7928935146406]		51.4	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003222_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003222_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003222_01_01.mzML	d38b4b24b087363d6ecf7ffbb82219ae98303430	2025-07-25T19:51:09Z	MS:1000129|negative scan	8786	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003222_01_01.raw	71bb9fa4d58ce97883bb3047f13cccb9aaf353ef
dbgi_003099	dbgi_003099_01_01	dbgi_003099_01	dbgi_003099	jbuf	positive			7.15648	46.792854			Alchemilla fissa Gnther et Schummel	[7.156479696960632, 46.79285291171418]		50.8	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003099_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003099_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003099_01_01.mzML	3ccd8c2ebf07c82168cdbfecd92a973ca691e02a	2025-07-24T22:54:22Z	MS:1000130|positive scan	8628	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003099_01_01.raw	15b1df54a14fb033662101a180e9f6f4c266cca5
dbgi_003099	dbgi_003099_01_01	dbgi_003099_01	dbgi_003099	jbuf	negative			7.15648	46.792854			Alchemilla fissa Gnther et Schummel	[7.156479696960632, 46.79285291171418]		50.8	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003099_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003099_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003099_01_01.mzML	4881ffc237be5bcf9e184dab47428c64aca134b8	2025-07-25T20:38:14Z	MS:1000129|negative scan	8794	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003099_01_01.raw	3f2ccc0ea51ed3616cc5ad64fe4d7f6d249b13b7
dbgi_003216	dbgi_003216_01_01	dbgi_003216_01	dbgi_003216	jbuf	positive			7.1564727	46.792862			Alchemilla fissa Gnther et Schummel	[7.156472639708599, 46.79286084999739]		52	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003216_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003216_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003216_01_01.mzML	1f0482c128976bab4ca9cf562ce248914fef85ab	2025-07-25T04:08:38Z	MS:1000130|positive scan	8624	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003216_01_01.raw	942259db9ea7d9e0414abc9f150ec19388d1b8bc
dbgi_003216	dbgi_003216_01_01	dbgi_003216_01	dbgi_003216	jbuf	negative			7.1564727	46.792862			Alchemilla fissa Gnther et Schummel	[7.156472639708599, 46.79286084999739]		52	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003216_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003216_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003216_01_01.mzML	21db61b95f8de8d35fc819478fb43b69654d9573	2025-07-26T01:52:31Z	MS:1000129|negative scan	8807	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003216_01_01.raw	1564769cefaaafee3bd36772d6ed59cf7c3135e0
dbgi_003203	dbgi_003203_01_01	dbgi_003203_01	dbgi_003203	jbuf	positive			7.1565213	46.7928			Hypericum maculatum Crantz subsp. maculatum	[7.156521504078592, 46.792799202740895]		48.8	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003203_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003203_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003203_01_01.mzML	449cb0a77c49c83672ac52edbdb79721dce08f62	2025-07-24T20:33:04Z	MS:1000130|positive scan	8599	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003203_01_01.raw	378ff07ce715541f80472eb0b0f69b8601c0aa65
dbgi_003203	dbgi_003203_01_01	dbgi_003203_01	dbgi_003203	jbuf	negative			7.1565213	46.7928			Hypericum maculatum Crantz subsp. maculatum	[7.156521504078592, 46.792799202740895]		48.8	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003203_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003203_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003203_01_01.mzML	f4838231d8dc3e0ad378db27f8d35d30c5b13dc9	2025-07-25T18:16:56Z	MS:1000129|negative scan	8754	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003203_01_01.raw	02b70ced4ce9db221146f663802d79ab7213fa4d
dbgi_003081		dbgi_003081_01	dbgi_003081	jbuf				7.1565127	46.792797			Meconopsis cambrica (L.) Vig.	[7.156512499278698, 46.7927978592153]		51.6	1500	mg	µl	MeOH/H2O	125	µl																					
dbgi_003088	dbgi_003088_01_01	dbgi_003088_01	dbgi_003088	jbuf	positive			7.156516	46.792793			Anemone ranunculoides L.	[7.156516077436967, 46.79279322613395]		51.7	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003088_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003088_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003088_01_01.mzML	71f218ae0b74b0a39ed0ff5c690440eb7d6e01f6	2025-07-24T21:51:35Z	MS:1000130|positive scan	8698	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003088_01_01.raw	ed33adbb40e5ae3c84baa1bd75041d99eda19723
dbgi_003088	dbgi_003088_01_01	dbgi_003088_01	dbgi_003088	jbuf	negative			7.156516	46.792793			Anemone ranunculoides L.	[7.156516077436967, 46.79279322613395]		51.7	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003088_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003088_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003088_01_01.mzML	d7d01fd1acacec24c70251f8c52a71c1af441e6f	2025-07-25T19:35:27Z	MS:1000129|negative scan	8836	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003088_01_01.raw	797b108be98dc318d84a86d92e102179c2c74586
dbgi_003160				jbuf				7.1564445	46.79274			Pinus cembra L.	[7.156444711814997, 46.79274164517144]																													
dbgi_003076		dbgi_003076_01	dbgi_003076	jbuf				7.1565332	46.792805			aaunknown	[7.156533400008874, 46.79280309969312]		49.8	1500	mg	ml	MeOH/H2O	125	µl																					
dbgi_003105	dbgi_003105_01_01	dbgi_003105_01	dbgi_003105	jbuf	positive			7.156533	46.79281			Silene dioica (L.) Clairv.	[7.156532714434814, 46.79281004122805]		52.3	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003105_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003105_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003105_01_01.mzML	3f88bee1bc65cbc02db365bfe800673f86543372	2025-07-24T19:14:35Z	MS:1000130|positive scan	8774	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003105_01_01.raw	7467467cde9f056610b49b8b10ca33f455a1687e
dbgi_003105	dbgi_003105_01_01	dbgi_003105_01	dbgi_003105	jbuf	negative			7.156533	46.79281			Silene dioica (L.) Clairv.	[7.156532714434814, 46.79281004122805]		52.3	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003105_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS HFX	0.308	True	/mnt/bigdata/mapp/public/QE_HFX_unifr/converted/20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003105_01_01.mzML	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003105_01_01.mzML	a56dcac2cee3d48d71d2f2485a62f0528bb527fb	2025-07-25T16:58:27Z	MS:1000129|negative scan	8804	1	MS:1002877|Q Exactive HF-X	MS:1000073|electrospray ionization; MS:1000057|electrospray inlet	MS:1000081|quadrupole; MS:1000484|orbitrap	MS:1000624|inductive detector	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003105_01_01.raw	405dce2b7e7ba93d388efeb0feaf1b3d2f1e28f6
dbgi_003127		dbgi_003127_01	dbgi_003127	jbuf				7.1564927	46.79281			Achillea macrophylla L.	[7.156492839483233, 46.79280790500892]		49.4	1500	mg	ml	MeOH/H2O	125	µl																					
dbgi_003107		dbgi_003107_01	dbgi_003107	jbuf				7.1565337	46.792828			Stachys officinalis (L.) Trevis. s. l.	[7.156533618797216, 46.79282644623873]		49.3	1500	mg	µl	MeOH/H2O	125	µl																					
dbgi_003072				jbuf				7.1565065	46.79273			Silene viscaria (L.) Borkh.	[7.156506344972303, 46.79272849703387]																													
dbgi_003158		dbgi_003158_01	dbgi_003158	jbuf				7.1565065	46.79273			Centaurea montana L.	[7.156506344972303, 46.79272849703387]		50.2	1500	mg	ml	MeOH/H2O	125	µl																					
dbgi_003090		dbgi_003090_01	dbgi_003090	jbuf				7.1565375	46.79275			Larix decidua L.	[7.156537629975835, 46.792751235141296]		51.1	1500	mg	µl	MeOH/H2O	125	µl																					
