"filename","sample_id","Sp","Type","Family","latitude","x_coord","y_coord","date_updated","user_created","id","date_created","longitude","geometry.type","geometry.coordinates","collector_fullname","observation_subject","inat_upload","is_wild","taxon_name","no_name_on_list","picture_panel","picture_general","picture_detail","picture_cut","picture_panel_label","collector_orcid","collector_inat","qfield_project","picture_free","comment_eco","weather","sample_name","name_proposition","ipen","match_name","ott_id","rank","wikidataID","unknown","comment_env","herbivory_percent","temperature_.C","date","soil_type","catalogue_number"
"20260113_lysandre_sample_meda_000577_01.mzML","meda_000577","Achillea","com","Asteraceae",6.4006734,967627.94,6445225.5,"2025-08-14T14:01:15.875Z","053e0368-4ed8-4569-a070-81a22ad13957",72174,"2025-08-12T11:49:08.226Z",45.05441,"Point","[6.400673333333335,45.05440833333332]","Lysandre Journiac","Leaf",1,1,"",1,"DCIM/meda_collection/NA_meda_000577_01.jpg","DCIM/meda_collection/NA_meda_000577_02.jpg","DCIM/meda_collection/NA_meda_000577_03.jpg","DCIM/meda_collection/NA_meda_000577_04.jpg","DCIM/meda_collection/NA_meda_000577_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"Com 576",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250717100142,NA,NA
"20260113_lysandre_sample_meda_000212_01.mzML","meda_000212","Potentilla","indiv","Rosaceae",6.4191623,969151.75,6443680.5,"2025-08-14T14:00:51.780Z","053e0368-4ed8-4569-a070-81a22ad13957",71397,"2025-08-12T11:48:46.731Z",45.039917,"Point","[6.419162269796379,45.03991623791861]","Loic Chalmandrier","Leaf",0,0,"Potentilla crantzii",0,"DCIM/meda_collection/Potentilla crantzii_meda_000212_01.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000212_02.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000212_03.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000212_04.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000212_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250624114723,NA,NA
"20260113_lysandre_sample_meda_000309_01.mzML","meda_000309","Centaurea","com","Asteraceae",6.419201,969154.94,6443677.5,"2026-07-21T12:11:06.743Z","053e0368-4ed8-4569-a070-81a22ad13957",72038,"2025-08-12T11:49:04.479Z",45.03989,"Point","[6.419200902991398,45.03989049595947]","Loic Chalmandrier","Leaf",1,1,"",1,"DCIM/meda_collection/Na_meda_000309_01.jpg","DCIM/meda_collection/Na_meda_000309_02.jpg","DCIM/meda_collection/Na_meda_000309_03.jpg","DCIM/meda_collection/Na_meda_000309_04.jpg","DCIM/meda_collection/Na_meda_000309_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"Com 308",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250625110509,NA,NA
"20260113_lysandre_sample_meda_000532_01.mzML","meda_000532","Patzkea","indiv","Poaceae",6.400318,967600,6445225,"2026-07-21T12:11:07.348Z","053e0368-4ed8-4569-a070-81a22ad13957",72107,"2025-08-12T11:49:06.319Z",45.054417,"Point","[6.400318333333332,45.05441499999998]","Lysandre Journiac","Leaf",0,0,"Patzkea paniculata",0,"DCIM/meda_collection/Patzkea paniculata_meda_000532_01.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000532_02.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000532_03.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000532_04.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000532_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250716095644,NA,NA
"20260113_lysandre_sample_meda_000498_01.mzML","meda_000498","Patzkea","indiv","Poaceae",6.4006505,967626.56,6445215.5,"2025-08-14T14:01:23.241Z","053e0368-4ed8-4569-a070-81a22ad13957",72427,"2025-08-12T11:49:15.619Z",45.054317,"Point","[6.40065028558855,45.05431825568424]","Loic Chalmandrier","Leaf",0,0,"Patzkea paniculata",0,"DCIM/meda_collection/Patzkea paniculata_meda_000498_01.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000498_02.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000498_03.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000498_04.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000498_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250716100005,NA,NA
"20260113_lysandre_sample_meda_000326_01.mzML","meda_000326","Centaurea","indiv","Asteraceae",6.4190392,969141.5,6443693.5,"2025-08-14T14:01:12.580Z","053e0368-4ed8-4569-a070-81a22ad13957",72055,"2025-08-12T11:49:04.923Z",45.040035,"Point","[6.419039132620126,45.04003671875979]","Loic Chalmandrier","Leaf",0,0,"Centaurea uniflora",0,"DCIM/meda_collection/Centaurea uniflora_meda_000326_01.jpg","DCIM/meda_collection/Centaurea uniflora_meda_000326_02.jpg","DCIM/meda_collection/Centaurea uniflora_meda_000326_03.jpg","DCIM/meda_collection/Centaurea uniflora_meda_000326_04.jpg","DCIM/meda_collection/Centaurea uniflora_meda_000326_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250625122546,NA,NA
"20260113_lysandre_sample_meda_000569_01.mzML","meda_000569","Centaurea","com","Asteraceae",6.400317,967599.8,6445227.5,"2026-07-21T12:11:09.964Z","053e0368-4ed8-4569-a070-81a22ad13957",72518,"2025-08-12T11:49:18.643Z",45.054436,"Point","[6.400317280550882,45.05443595445326]","Loic Chalmandrier","Leaf",1,1,"",1,"DCIM/meda_collection/Na_meda_000569_01.jpg","DCIM/meda_collection/Na_meda_000569_02.jpg","DCIM/meda_collection/Na_meda_000569_03.jpg","DCIM/meda_collection/Na_meda_000569_04.jpg","DCIM/meda_collection/Na_meda_000569_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"Com 568",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250717123745,NA,NA
"20260113_lysandre_sample_meda_000331_01.mzML","meda_000331","Centaurea","com","Asteraceae",6.419283,969160.94,6443688,"2026-07-21T12:11:07.010Z","053e0368-4ed8-4569-a070-81a22ad13957",72060,"2025-08-12T11:49:05.046Z",45.03998,"Point","[6.419282757161924,45.03998254893703]","Loic Chalmandrier","Leaf",1,1,"",1,"DCIM/meda_collection/Na_meda_000331_01.jpg","DCIM/meda_collection/Na_meda_000331_02.jpg","DCIM/meda_collection/Na_meda_000331_03.jpg","DCIM/meda_collection/Na_meda_000331_04.jpg","DCIM/meda_collection/Na_meda_000331_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"Com 330",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250625124210,NA,NA
"20260113_lysandre_sample_meda_000438_01.mzML","meda_000438","Bistorta","indiv","Polygonaceae",6.4006433,967625.56,6445226,"2026-07-21T12:11:07.834Z","053e0368-4ed8-4569-a070-81a22ad13957",72147,"2025-08-12T11:49:07.504Z",45.054413,"Point","[6.400643333333333,45.05441166666664]","Lysandre Journiac","Leaf",0,0,"Bistorta vivipara",0,"DCIM/meda_collection/Bistorta vivipara_meda_000438_01.jpg","DCIM/meda_collection/Bistorta vivipara_meda_000438_02.jpg","DCIM/meda_collection/Bistorta vivipara_meda_000438_03.jpg","DCIM/meda_collection/Bistorta vivipara_meda_000438_04.jpg","DCIM/meda_collection/Bistorta vivipara_meda_000438_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250716133224,NA,NA
"20260113_lysandre_sample_meda_000501_01.mzML","meda_000501","Patzkea","com","Poaceae",6.4007773,967635.94,6445230,"2026-07-21T12:11:08.894Z","053e0368-4ed8-4569-a070-81a22ad13957",72430,"2025-08-12T11:49:15.724Z",45.054443,"Point","[6.400777500331107,45.0544439123735]","Loic Chalmandrier","Leaf",1,1,"",1,"DCIM/meda_collection/Na_meda_000501_01.jpg","DCIM/meda_collection/Na_meda_000501_02.jpg","DCIM/meda_collection/Na_meda_000501_03.jpg","DCIM/meda_collection/Na_meda_000501_04.jpg","DCIM/meda_collection/Na_meda_000501_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"Com 500",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250716101219,NA,NA
"20260113_lysandre_sample_meda_000210_01.mzML","meda_000210","Potentilla","indiv","Rosaceae",6.419256,969159.1,6443682,"2025-08-14T14:00:51.725Z","053e0368-4ed8-4569-a070-81a22ad13957",71395,"2025-08-12T11:48:46.662Z",45.03993,"Point","[6.419256391694484,45.03992742034716]","Loic Chalmandrier","Leaf",0,0,"Potentilla crantzii",0,"DCIM/meda_collection/Potentilla crantzii_meda_000210_01.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000210_02.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000210_03.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000210_04.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000210_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250624114002,NA,NA
"20260113_lysandre_sample_meda_000487_01.mzML","meda_000487","Potentilla","com","Rosaceae",6.4004097,967607.25,6445223.5,"2026-07-21T12:11:09.465Z","053e0368-4ed8-4569-a070-81a22ad13957",72476,"2025-08-12T11:49:17.301Z",45.054398,"Point","[6.400409642111197,45.05439726456196]","Loic Chalmandrier","Leaf",1,1,"",1,"DCIM/meda_collection/Na_meda_000487_01.jpg","DCIM/meda_collection/Na_meda_000487_02.jpg","DCIM/meda_collection/Na_meda_000487_03.jpg","DCIM/meda_collection/Na_meda_000487_04.jpg","DCIM/meda_collection/Na_meda_000487_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"Com 487",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250716140635,NA,NA
"20260113_lysandre_sample_meda_000198_01.mzML","meda_000198","Potentilla","indiv","Rosaceae",6.419393,969170.2,6443675,"2026-07-21T12:11:04.577Z","053e0368-4ed8-4569-a070-81a22ad13957",71383,"2025-08-12T11:48:46.248Z",45.03986,"Point","[6.419393036342119,45.03986154847978]","Loic Chalmandrier","Leaf",0,0,"Potentilla crantzii",0,"DCIM/meda_collection/Potentilla crantzii_meda_000198_01.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000198_02.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000198_03.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000198_04.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000198_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250624104632,NA,NA
"20260113_lysandre_sample_meda_000525_01.mzML","meda_000525","Patzkea","com","Poaceae",6.400387,967605.25,6445228.5,"2025-08-14T14:01:14.290Z","053e0368-4ed8-4569-a070-81a22ad13957",72116,"2025-08-12T11:49:06.591Z",45.054443,"Point","[6.400386666666662,45.054443333333325]","Lysandre Journiac","Leaf",1,1,"",1,"DCIM/meda_collection/NA_meda_000525_01.jpg","DCIM/meda_collection/NA_meda_000525_02.jpg","DCIM/meda_collection/NA_meda_000525_03.jpg","DCIM/meda_collection/NA_meda_000525_04.jpg","DCIM/meda_collection/NA_meda_000525_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"Com 524",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250716103212,NA,NA
"20260113_lysandre_sample_meda_000208_01.mzML","meda_000208","Potentilla","indiv","Rosaceae",6.419238,969157.9,6443677.5,"2025-08-14T14:00:51.670Z","053e0368-4ed8-4569-a070-81a22ad13957",71393,"2025-08-12T11:48:46.594Z",45.039886,"Point","[6.419238209499336,45.03988540078839]","Loic Chalmandrier","Leaf",0,0,"Potentilla crantzii",0,"DCIM/meda_collection/Potentilla crantzii_meda_000208_01.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000208_02.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000208_03.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000208_04.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000208_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250624113228,NA,NA
"20260113_lysandre_sample_meda_000237_01.mzML","meda_000237","Potentilla","com","Rosaceae",6.4190683,969144.2,6443683.5,"2026-07-21T12:11:04.847Z","053e0368-4ed8-4569-a070-81a22ad13957",71426,"2025-08-12T11:48:47.612Z",45.039948,"Point","[6.419068109592098,45.039946687813135]","Loic Chalmandrier","Leaf",1,1,"",1,"DCIM/meda_collection/Na_meda_000237_01.jpg","DCIM/meda_collection/Na_meda_000237_02.jpg","DCIM/meda_collection/Na_meda_000237_03.jpg","DCIM/meda_collection/Na_meda_000237_04.jpg","DCIM/meda_collection/Na_meda_000237_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"Com 236",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250624121958,NA,NA
"20260113_lysandre_sample_meda_000591_01.mzML","meda_000591","Achillea","com","Asteraceae",6.400727,967631.75,6445234,"2025-08-14T14:01:18.429Z","053e0368-4ed8-4569-a070-81a22ad13957",72260,"2025-08-12T11:49:10.622Z",45.05448,"Point","[6.400726666666665,45.05448333333332]","Lysandre Journiac","Leaf",1,1,"",1,"DCIM/meda_collection/NA_meda_000591_01.jpg","DCIM/meda_collection/NA_meda_000591_02.jpg","DCIM/meda_collection/NA_meda_000591_03.jpg","DCIM/meda_collection/NA_meda_000591_04.jpg","DCIM/meda_collection/NA_meda_000591_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"Com 590",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250717111311,NA,NA
"20260113_lysandre_sample_meda_000202_01.mzML","meda_000202","Potentilla","indiv","Rosaceae",6.4194202,969172.3,6443674.5,"2026-07-21T12:11:04.676Z","053e0368-4ed8-4569-a070-81a22ad13957",71387,"2025-08-12T11:48:46.388Z",45.039852,"Point","[6.419420017633321,45.03985251656621]","Loic Chalmandrier","Leaf",0,0,"Potentilla crantzii",0,"DCIM/meda_collection/Potentilla crantzii_meda_000202_01.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000202_02.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000202_03.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000202_04.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000202_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250624110551,NA,NA
"20260113_lysandre_sample_meda_000344_01.mzML","meda_000344","Achillea","indiv","Asteraceae",6.4193115,969163.7,6443677.5,"2026-07-21T12:11:06.164Z","053e0368-4ed8-4569-a070-81a22ad13957",71793,"2025-08-12T11:48:57.501Z",45.039886,"Point","[6.419311666666665,45.03988499999999]","Lysandre Journiac","Leaf",0,0,"Achillea millefolium",0,"DCIM/meda_collection/Achillea millefolium_meda_000344_01.jpg","DCIM/meda_collection/Achillea millefolium_meda_000344_02.jpg","DCIM/meda_collection/Achillea millefolium_meda_000344_03.jpg","DCIM/meda_collection/Achillea millefolium_meda_000344_04.jpg","DCIM/meda_collection/Achillea millefolium_meda_000344_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250625104630,NA,NA
"20260113_lysandre_sample_meda_000419_01.mzML","meda_000419","Bistorta","com","Polygonaceae",6.40063,967624.44,6445228,"2025-08-14T14:01:14.615Z","053e0368-4ed8-4569-a070-81a22ad13957",72128,"2025-08-12T11:49:06.944Z",45.054432,"Point","[6.400629999999999,45.05443166666667]","Lysandre Journiac","Leaf",1,1,"",1,"DCIM/meda_collection/NA_meda_000419_01.jpg","DCIM/meda_collection/NA_meda_000419_02.jpg","DCIM/meda_collection/NA_meda_000419_03.jpg","DCIM/meda_collection/NA_meda_000419_04.jpg","DCIM/meda_collection/NA_meda_000419_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"Com 418",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250716121756,NA,NA
"20260113_lysandre_sample_meda_000441_01.mzML","meda_000441","Bistorta","com","Polygonaceae",6.4006534,967625.94,6445235,"2025-08-14T14:01:15.213Z","053e0368-4ed8-4569-a070-81a22ad13957",72150,"2025-08-12T11:49:07.595Z",45.054493,"Point","[6.400653333333335,45.05449166666666]","Lysandre Journiac","Leaf",1,1,"",1,"DCIM/meda_collection/NA_meda_000441_01.jpg","DCIM/meda_collection/NA_meda_000441_02.jpg","DCIM/meda_collection/NA_meda_000441_03.jpg","DCIM/meda_collection/NA_meda_000441_04.jpg","DCIM/meda_collection/NA_meda_000441_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"Com 440",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250716134009,NA,NA
"20260113_lysandre_sample_meda_000428_01.mzML","meda_000428","Bistorta","indiv","Polygonaceae",6.400625,967624.06,6445227.5,"2026-07-21T12:11:07.713Z","053e0368-4ed8-4569-a070-81a22ad13957",72137,"2025-08-12T11:49:07.206Z",45.05443,"Point","[6.400624999999999,45.05442666666663]","Lysandre Journiac","Leaf",0,0,"Bistorta vivipara",0,"DCIM/meda_collection/Bistorta vivipara_meda_000428_01.jpg","DCIM/meda_collection/Bistorta vivipara_meda_000428_02.jpg","DCIM/meda_collection/Bistorta vivipara_meda_000428_03.jpg","DCIM/meda_collection/Bistorta vivipara_meda_000428_04.jpg","DCIM/meda_collection/Bistorta vivipara_meda_000428_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250716124847,NA,NA
"20260113_lysandre_sample_meda_000512_01.mzML","meda_000512","Patzkea","indiv","Poaceae",6.400629,967624.25,6445229.5,"2025-08-14T14:01:23.644Z","053e0368-4ed8-4569-a070-81a22ad13957",72441,"2025-08-12T11:49:16.110Z",45.054443,"Point","[6.400628872426436,45.05444251231236]","Loic Chalmandrier","Leaf",0,0,"Patzkea paniculata",0,"DCIM/meda_collection/Patzkea paniculata_meda_000512_01.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000512_02.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000512_03.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000512_04.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000512_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250716110939,NA,NA
"20260113_lysandre_sample_meda_000539_01.mzML","meda_000539","Centaurea","com","Asteraceae",6.4007525,967634.25,6445223.5,"2026-07-21T12:11:09.626Z","053e0368-4ed8-4569-a070-81a22ad13957",72488,"2025-08-12T11:49:17.680Z",45.054386,"Point","[6.40075249635492,45.05438785536164]","Loic Chalmandrier","Leaf",1,1,"",1,"DCIM/meda_collection/Na_meda_000539_01.jpg","DCIM/meda_collection/Na_meda_000539_02.jpg","DCIM/meda_collection/Na_meda_000539_03.jpg","DCIM/meda_collection/Na_meda_000539_04.jpg","DCIM/meda_collection/Na_meda_000539_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"Com 538",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250717100234,NA,NA
"20260113_lysandre_sample_meda_000378_01.mzML","meda_000378","Carex","indiv","Cyperaceae",6.400729,967632.1,6445230.5,"2025-08-14T14:01:22.669Z","053e0368-4ed8-4569-a070-81a22ad13957",72407,"2025-08-12T11:49:14.916Z",45.05445,"Point","[6.400729350300874,45.054449644363245]","Loic Chalmandrier","Leaf",0,0,"Carex sempervirens ",0,"DCIM/meda_collection/Carex sempervirens _meda_000378_01.jpg","DCIM/meda_collection/Carex sempervirens _meda_000378_02.jpg","DCIM/meda_collection/Carex sempervirens _meda_000378_03.jpg","DCIM/meda_collection/Carex sempervirens _meda_000378_04.jpg","DCIM/meda_collection/Carex sempervirens _meda_000378_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250715121350,NA,NA
"20260113_lysandre_sample_meda_000528_01.mzML","meda_000528","Patzkea","indiv","Poaceae",6.400338,967601.56,6445224.5,"2026-07-21T12:11:07.397Z","053e0368-4ed8-4569-a070-81a22ad13957",72111,"2025-08-12T11:49:06.438Z",45.05441,"Point","[6.400338333333333,45.05440999999999]","Lysandre Journiac","Leaf",0,0,"Patzkea paniculata",0,"DCIM/meda_collection/Patzkea paniculata_meda_000528_01.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000528_02.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000528_03.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000528_04.jpg","DCIM/meda_collection/Patzkea paniculata_meda_000528_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250716101137,NA,NA
"20260113_lysandre_sample_meda_000612_01.mzML","meda_000612","Achillea","indiv","Asteraceae",6.400387,967605.06,6445233,"2026-07-21T12:11:08.499Z","053e0368-4ed8-4569-a070-81a22ad13957",72281,"2025-08-12T11:49:11.226Z",45.05448,"Point","[6.400386666666666,45.05448166666666]","Lysandre Journiac","Leaf",0,0,"Achillea millefolium",0,"DCIM/meda_collection/Achillea millefolium_meda_000612_01.jpg","DCIM/meda_collection/Achillea millefolium_meda_000612_02.jpg","DCIM/meda_collection/Achillea millefolium_meda_000612_03.jpg","DCIM/meda_collection/Achillea millefolium_meda_000612_04.jpg","DCIM/meda_collection/Achillea millefolium_meda_000612_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250717124106,NA,NA
"20260113_lysandre_sample_meda_000250_01.mzML","meda_000250","Potentilla","indiv","Rosaceae",6.4192467,969158.1,6443686.5,"2025-08-14T14:00:52.943Z","053e0368-4ed8-4569-a070-81a22ad13957",71439,"2025-08-12T11:48:47.948Z",45.03997,"Point","[6.419246771631801,45.03996924168358]","Loic Chalmandrier","Leaf",0,0,"Potentilla crantzii",0,"DCIM/meda_collection/Potentilla crantzii_meda_000250_01.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000250_02.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000250_03.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000250_04.jpg","DCIM/meda_collection/Potentilla crantzii_meda_000250_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250624131600,NA,NA
"20260113_lysandre_sample_meda_000427_01.mzML","meda_000427","Bistorta","com","Polygonaceae",6.40051,967615.25,6445221.5,"2025-08-14T14:01:14.833Z","053e0368-4ed8-4569-a070-81a22ad13957",72136,"2025-08-12T11:49:07.181Z",45.054375,"Point","[6.40051,45.05437499999999]","Lysandre Journiac","Leaf",1,1,"",1,"DCIM/meda_collection/NA_meda_000427_01.jpg","DCIM/meda_collection/NA_meda_000427_02.jpg","DCIM/meda_collection/NA_meda_000427_03.jpg","DCIM/meda_collection/NA_meda_000427_04.jpg","DCIM/meda_collection/NA_meda_000427_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"Com 426",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250716124344,NA,NA
"20260113_lysandre_sample_meda_000565_01.mzML","meda_000565","Centaurea","com","Asteraceae",6.400439,967609.2,6445231,"2026-07-21T12:11:09.918Z","053e0368-4ed8-4569-a070-81a22ad13957",72514,"2025-08-12T11:49:18.507Z",45.054462,"Point","[6.400438549945177,45.05446258431918]","Loic Chalmandrier","Leaf",1,1,"",1,"DCIM/meda_collection/Na_meda_000565_01.jpg","DCIM/meda_collection/Na_meda_000565_02.jpg","DCIM/meda_collection/Na_meda_000565_03.jpg","DCIM/meda_collection/Na_meda_000565_04.jpg","DCIM/meda_collection/Na_meda_000565_05.jpg","0000-0002-2631-0432","Charmander88","medicin_alps",NA,"Com 564",NA,NA,"Na","",NA,NA,NA,NA,NA,NA,NA,NA,20250717122028,NA,NA
"20260113_lysandre_sample_meda_000580_01.mzML","meda_000580","Achillea","indiv","Asteraceae",6.4007583,967634.56,6445227.5,"2026-07-21T12:11:08.100Z","053e0368-4ed8-4569-a070-81a22ad13957",72177,"2025-08-12T11:49:08.309Z",45.05442,"Point","[6.400758333333331,45.054421666666656]","Lysandre Journiac","Leaf",0,0,"Achillea millefolium",0,"DCIM/meda_collection/Achillea millefolium_meda_000580_01.jpg","DCIM/meda_collection/Achillea millefolium_meda_000580_02.jpg","DCIM/meda_collection/Achillea millefolium_meda_000580_03.jpg","DCIM/meda_collection/Achillea millefolium_meda_000580_04.jpg","DCIM/meda_collection/Achillea millefolium_meda_000580_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250717103314,NA,NA
"20260113_lysandre_sample_meda_000137_01.mzML","meda_000137","Carex","indiv","Cyperaceae",6.4194083,969171.56,6443670,"2026-07-21T12:11:03.866Z","053e0368-4ed8-4569-a070-81a22ad13957",71311,"2025-08-12T11:48:43.742Z",45.039814,"Point","[6.419408257767787,45.0398155344748]","Lysandre Journiac","Leaf",0,0,"Carex sempervirens ",0,"DCIM/meda_collection/Carex sempervirens _meda_000137_01.jpg","DCIM/meda_collection/Carex sempervirens _meda_000137_02.jpg","DCIM/meda_collection/Carex sempervirens _meda_000137_03.jpg","DCIM/meda_collection/Carex sempervirens _meda_000137_04.jpg","DCIM/meda_collection/Carex sempervirens _meda_000137_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250623124155,NA,NA
"20260113_lysandre_sample_meda_000586_01.mzML","meda_000586","Achillea","indiv","Asteraceae",6.4007335,967632.3,6445234,"2026-07-21T12:11:08.175Z","053e0368-4ed8-4569-a070-81a22ad13957",72255,"2025-08-12T11:49:10.473Z",45.05448,"Point","[6.400733333333333,45.05448333333332]","Lysandre Journiac","Leaf",0,0,"Achillea millefolium",0,"DCIM/meda_collection/Achillea millefolium_meda_000586_01.jpg","DCIM/meda_collection/Achillea millefolium_meda_000586_02.jpg","DCIM/meda_collection/Achillea millefolium_meda_000586_03.jpg","DCIM/meda_collection/Achillea millefolium_meda_000586_04.jpg","DCIM/meda_collection/Achillea millefolium_meda_000586_05.jpg","0009-0008-4179-5600","","medicin_alps",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,20250717105742,NA,NA
