backup_kind	field_data_id	target_field	old_value	new_value	directus_row_json
field_data_unified_taxon_update	67641	taxon_name_unified		Angiospermae	"{""id"": 67641, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67642	taxon_name_unified		Lepidoptera	"{""id"": 67642, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67643	taxon_name_unified		Insecta	"{""id"": 67643, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67644	taxon_name_unified		Poaceae	"{""id"": 67644, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67645	taxon_name_unified		Coleoptera	"{""id"": 67645, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67646	taxon_name_unified		Heteroptera	"{""id"": 67646, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67647	taxon_name_unified		Angiospermae	"{""id"": 67647, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67648	taxon_name_unified		Saponaria ocymoides	"{""id"": 67648, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67649	taxon_name_unified		Insecta	"{""id"": 67649, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67650	taxon_name_unified		Lactuca perennis	"{""id"": 67650, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67651	taxon_name_unified		Veronica persica	"{""id"": 67651, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67652	taxon_name_unified		Linaria angustissima	"{""id"": 67652, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67653	taxon_name_unified		Insecta	"{""id"": 67653, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67654	taxon_name_unified		Trifolium pratense	"{""id"": 67654, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67655	taxon_name_unified		Insecta	"{""id"": 67655, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67656	taxon_name_unified		Bryophyta	"{""id"": 67656, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67657	taxon_name_unified		Angiospermae	"{""id"": 67657, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67658	taxon_name_unified		Bryophyta	"{""id"": 67658, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67659	taxon_name_unified		Bryophyta	"{""id"": 67659, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67660	taxon_name_unified		Angiospermae	"{""id"": 67660, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67661	taxon_name_unified		Plantae	"{""id"": 67661, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67662	taxon_name_unified		Convolvulus arvensis	"{""id"": 67662, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67663	taxon_name_unified		Juglans regia	"{""id"": 67663, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67664	taxon_name_unified		Heracleum	"{""id"": 67664, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67665	taxon_name_unified		Humulus lupulus	"{""id"": 67665, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67666	taxon_name_unified		Asparagus officinalis	"{""id"": 67666, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67667	taxon_name_unified		Torilis arvensis	"{""id"": 67667, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67668	taxon_name_unified		Verbascum nigrum	"{""id"": 67668, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67669	taxon_name_unified		Campanula trachelium	"{""id"": 67669, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67670	taxon_name_unified		Tragopogon dubius	"{""id"": 67670, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67671	taxon_name_unified		Melica ciliata	"{""id"": 67671, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67672	taxon_name_unified		Artemisia	"{""id"": 67672, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67673	taxon_name_unified		Plantae	"{""id"": 67673, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67674	taxon_name_unified		Plantae	"{""id"": 67674, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67675	taxon_name_unified		Plantae	"{""id"": 67675, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67676	taxon_name_unified		Insecta	"{""id"": 67676, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67677	taxon_name_unified		Insecta	"{""id"": 67677, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67678	taxon_name_unified		Insecta	"{""id"": 67678, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67679	taxon_name_unified		Insecta	"{""id"": 67679, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67680	taxon_name_unified		Plantae	"{""id"": 67680, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67681	taxon_name_unified		Insecta	"{""id"": 67681, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67682	taxon_name_unified		Juglans regia	"{""id"": 67682, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67683	taxon_name_unified		Plantae	"{""id"": 67683, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67684	taxon_name_unified		Convolvulaceae	"{""id"": 67684, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67685	taxon_name_unified		Sedum album	"{""id"": 67685, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67686	taxon_name_unified		Potentilla	"{""id"": 67686, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67687	taxon_name_unified		Fragaria vesca	"{""id"": 67687, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67688	taxon_name_unified		Carduus acanthoides	"{""id"": 67688, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67689	taxon_name_unified		Trifolium	"{""id"": 67689, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67690	taxon_name_unified		Orobanche	"{""id"": 67690, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67691	taxon_name_unified		Galium aparine	"{""id"": 67691, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67692	taxon_name_unified		Plantago media	"{""id"": 67692, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67693	taxon_name_unified		Medicago lupulina	"{""id"": 67693, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67694	taxon_name_unified		Insecta	"{""id"": 67694, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67695	taxon_name_unified		Insecta	"{""id"": 67695, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67696	taxon_name_unified		Angiospermae	"{""id"": 67696, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67697	taxon_name_unified		Plantae	"{""id"": 67697, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67698	taxon_name_unified		Quercus	"{""id"": 67698, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67699	taxon_name_unified		Plantae	"{""id"": 67699, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67700	taxon_name_unified		Angiospermae	"{""id"": 67700, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67701	taxon_name_unified		Fungi	"{""id"": 67701, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67702	taxon_name_unified		Insecta	"{""id"": 67702, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67703	taxon_name_unified		Heteroptera	"{""id"": 67703, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67704	taxon_name_unified		Heteroptera	"{""id"": 67704, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67705	taxon_name_unified		Angiospermae	"{""id"": 67705, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67706	taxon_name_unified		Angiospermae	"{""id"": 67706, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67707	taxon_name_unified		Poaceae	"{""id"": 67707, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67708	taxon_name_unified		Poaceae	"{""id"": 67708, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67709	taxon_name_unified		Lycoperdon	"{""id"": 67709, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67710	taxon_name_unified		Berberis vulgaris	"{""id"": 67710, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67711	taxon_name_unified		Asteraceae	"{""id"": 67711, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67712	taxon_name_unified		Insecta	"{""id"": 67712, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67713	taxon_name_unified		Euphorbia	"{""id"": 67713, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67714	taxon_name_unified		Stylommatophora	"{""id"": 67714, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67715	taxon_name_unified		Fungi	"{""id"": 67715, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67716	taxon_name_unified		Berberis vulgaris	"{""id"": 67716, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67717	taxon_name_unified		Coleoptera	"{""id"": 67717, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67718	taxon_name_unified		Taraxacum officinale	"{""id"": 67718, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67719	taxon_name_unified		Orthoptera	"{""id"": 67719, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67720	taxon_name_unified		Coleoptera	"{""id"": 67720, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67721	taxon_name_unified		Daucus carota	"{""id"": 67721, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67722	taxon_name_unified		Trifolium repens	"{""id"": 67722, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67723	taxon_name_unified		Geranium pyrenaicum	"{""id"": 67723, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67724	taxon_name_unified		Vitis vinifera	"{""id"": 67724, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67725	taxon_name_unified		Hyssopus officinalis	"{""id"": 67725, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67726	taxon_name_unified		Bromus squarrosus	"{""id"": 67726, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67727	taxon_name_unified		Insecta	"{""id"": 67727, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67728	taxon_name_unified		Galium mollugo	"{""id"": 67728, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67729	taxon_name_unified		Ixodida	"{""id"": 67729, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67730	taxon_name_unified		Allium oleraceum	"{""id"": 67730, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67731	taxon_name_unified		Melica ciliata	"{""id"": 67731, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67732	taxon_name_unified		Clematis	"{""id"": 67732, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67733	taxon_name_unified		Verbascum densiflorum	"{""id"": 67733, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67734	taxon_name_unified		Insecta	"{""id"": 67734, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67735	taxon_name_unified		Caucalis platycarpos	"{""id"": 67735, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67736	taxon_name_unified		Insecta	"{""id"": 67736, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67737	taxon_name_unified		Stachys recta	"{""id"": 67737, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67738	taxon_name_unified		Geranium pyrenaicum	"{""id"": 67738, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67739	taxon_name_unified		Heracleum	"{""id"": 67739, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67740	taxon_name_unified		Rosa	"{""id"": 67740, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67741	taxon_name_unified		Petrosedum montanum	"{""id"": 67741, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67742	taxon_name_unified		Bromus squarrosus	"{""id"": 67742, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67743	taxon_name_unified		Polygonatum odoratum	"{""id"": 67743, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67744	taxon_name_unified		Origanum	"{""id"": 67744, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67745	taxon_name_unified		Taraxacum	"{""id"": 67745, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67746	taxon_name_unified		Galium	"{""id"": 67746, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67747	taxon_name_unified		Angiospermae	"{""id"": 67747, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67748	taxon_name_unified		Angiospermae	"{""id"": 67748, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67749	taxon_name_unified		Angiospermae	"{""id"": 67749, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67750	taxon_name_unified		Angiospermae	"{""id"": 67750, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67751	taxon_name_unified		Angiospermae	"{""id"": 67751, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67752	taxon_name_unified		Angiospermae	"{""id"": 67752, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67753	taxon_name_unified		Angiospermae	"{""id"": 67753, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67754	taxon_name_unified		Equisetum	"{""id"": 67754, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67755	taxon_name_unified		Angiospermae	"{""id"": 67755, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67756	taxon_name_unified		Angiospermae	"{""id"": 67756, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67757	taxon_name_unified		Angiospermae	"{""id"": 67757, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67758	taxon_name_unified		Rosaceae	"{""id"": 67758, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67759	taxon_name_unified		Rosaceae	"{""id"": 67759, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67760	taxon_name_unified		Angiospermae	"{""id"": 67760, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67761	taxon_name_unified		Angiospermae	"{""id"": 67761, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67762	taxon_name_unified		Angiospermae	"{""id"": 67762, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67763	taxon_name_unified		Geranium pyrenaicum	"{""id"": 67763, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67764	taxon_name_unified		Asplenium ruta-muraria	"{""id"": 67764, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67765	taxon_name_unified		Angiospermae	"{""id"": 67765, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67766	taxon_name_unified		Heracleum sphondylium	"{""id"": 67766, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67767	taxon_name_unified		Medicago	"{""id"": 67767, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67768	taxon_name_unified		Lamiaceae	"{""id"": 67768, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67769	taxon_name_unified		Crassulaceae	"{""id"": 67769, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67770	taxon_name_unified		Angiospermae	"{""id"": 67770, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67771	taxon_name_unified		Orobanchaceae	"{""id"": 67771, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67772	taxon_name_unified		Cornus	"{""id"": 67772, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67773	taxon_name_unified		Angiospermae	"{""id"": 67773, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67774	taxon_name_unified		Equisetum arvense	"{""id"": 67774, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67775	taxon_name_unified		Angiospermae	"{""id"": 67775, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67776	taxon_name_unified		Angiospermae	"{""id"": 67776, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67777	taxon_name_unified		Poaceae	"{""id"": 67777, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67778	taxon_name_unified		Angiospermae	"{""id"": 67778, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67779	taxon_name_unified		Angiospermae	"{""id"": 67779, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67780	taxon_name_unified		Angiospermae	"{""id"": 67780, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67781	taxon_name_unified		Galium aparine	"{""id"": 67781, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67782	taxon_name_unified		Angiospermae	"{""id"": 67782, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67783	taxon_name_unified		Insecta	"{""id"": 67783, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67784	taxon_name_unified		Vitis vinifera	"{""id"": 67784, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67785	taxon_name_unified		Vitis vinifera	"{""id"": 67785, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67786	taxon_name_unified		Vitis vinifera	"{""id"": 67786, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67787	taxon_name_unified		Vitis vinifera	"{""id"": 67787, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67788	taxon_name_unified		Vitis vinifera	"{""id"": 67788, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67789	taxon_name_unified		Vitis vinifera	"{""id"": 67789, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67790	taxon_name_unified		Vitis vinifera	"{""id"": 67790, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67791	taxon_name_unified		Vitis vinifera	"{""id"": 67791, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67792	taxon_name_unified		Vitis vinifera	"{""id"": 67792, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67793	taxon_name_unified		Vitis vinifera	"{""id"": 67793, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67794	taxon_name_unified		Vitis vinifera	"{""id"": 67794, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67795	taxon_name_unified		Vitis vinifera	"{""id"": 67795, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67796	taxon_name_unified		Vitis vinifera	"{""id"": 67796, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67797	taxon_name_unified		Vitis vinifera	"{""id"": 67797, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67798	taxon_name_unified		Vitis vinifera	"{""id"": 67798, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67799	taxon_name_unified		Pogonocherus hispidulus	"{""id"": 67799, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67800	taxon_name_unified		Hymenoptera	"{""id"": 67800, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67801	taxon_name_unified		Diptera	"{""id"": 67801, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67802	taxon_name_unified		Vitis vinifera	"{""id"": 67802, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67803	taxon_name_unified		Cetonia aurata	"{""id"": 67803, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67804	taxon_name_unified		Bombus pascuorum	"{""id"": 67804, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67805	taxon_name_unified		Plantae	"{""id"": 67805, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67806	taxon_name_unified		Insecta	"{""id"": 67806, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67807	taxon_name_unified		Plantae	"{""id"": 67807, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67808	taxon_name_unified		Angiospermae	"{""id"": 67808, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67809	taxon_name_unified		Vitis vinifera	"{""id"": 67809, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67810	taxon_name_unified		Angiospermae	"{""id"": 67810, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67811	taxon_name_unified		Diptera	"{""id"": 67811, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67812	taxon_name_unified		Coleoptera	"{""id"": 67812, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67813	taxon_name_unified		Rubus	"{""id"": 67813, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67814	taxon_name_unified		Angiospermae	"{""id"": 67814, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67815	taxon_name_unified		Fungi	"{""id"": 67815, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67816	taxon_name_unified		Fungi	"{""id"": 67816, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67817	taxon_name_unified		Fungi	"{""id"": 67817, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67818	taxon_name_unified		Lepiota cristata	"{""id"": 67818, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67819	taxon_name_unified		Lepiota cristata	"{""id"": 67819, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67820	taxon_name_unified		Suillus granulatus	"{""id"": 67820, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67821	taxon_name_unified		Fistulina hepatica	"{""id"": 67821, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67822	taxon_name_unified		Linaria	"{""id"": 67822, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67823	taxon_name_unified		Sedum dasyphyllum	"{""id"": 67823, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67824	taxon_name_unified		Centaurea scabiosa	"{""id"": 67824, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67825	taxon_name_unified		Prunus mahaleb	"{""id"": 67825, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67826	taxon_name_unified		Sorbus	"{""id"": 67826, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67827	taxon_name_unified		Heracleum	"{""id"": 67827, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67828	taxon_name_unified		Galium album	"{""id"": 67828, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67829	taxon_name_unified		Vicia onobrychioides	"{""id"": 67829, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67830	taxon_name_unified		Fungi	"{""id"": 67830, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67831	taxon_name_unified		Insecta	"{""id"": 67831, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67832	taxon_name_unified		Insecta	"{""id"": 67832, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67833	taxon_name_unified		Plantae	"{""id"": 67833, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67834	taxon_name_unified		Plantae	"{""id"": 67834, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67835	taxon_name_unified		Insecta	"{""id"": 67835, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67836	taxon_name_unified		Insecta	"{""id"": 67836, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67837	taxon_name_unified		Insecta	"{""id"": 67837, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67838	taxon_name_unified		Plantae	"{""id"": 67838, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67839	taxon_name_unified		Insecta	"{""id"": 67839, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67840	taxon_name_unified		Insecta	"{""id"": 67840, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67841	taxon_name_unified		Plantae	"{""id"": 67841, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67842	taxon_name_unified		Plantae	"{""id"": 67842, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67843	taxon_name_unified		Insecta	"{""id"": 67843, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67844	taxon_name_unified		Plantae	"{""id"": 67844, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67845	taxon_name_unified		Plantae	"{""id"": 67845, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67846	taxon_name_unified		Plantae	"{""id"": 67846, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67847	taxon_name_unified		Insecta	"{""id"": 67847, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67848	taxon_name_unified		Insecta	"{""id"": 67848, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67849	taxon_name_unified		Insecta	"{""id"": 67849, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67850	taxon_name_unified		Insecta	"{""id"": 67850, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67851	taxon_name_unified		Insecta	"{""id"": 67851, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67852	taxon_name_unified		Insecta	"{""id"": 67852, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67853	taxon_name_unified		Camponotus	"{""id"": 67853, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67854	taxon_name_unified		Insecta	"{""id"": 67854, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67855	taxon_name_unified		Insecta	"{""id"": 67855, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67856	taxon_name_unified		Insecta	"{""id"": 67856, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67857	taxon_name_unified		Insecta	"{""id"": 67857, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67858	taxon_name_unified		Insecta	"{""id"": 67858, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67859	taxon_name_unified		Mixte	"{""id"": 67859, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67860	taxon_name_unified		Solanum tuberosum	"{""id"": 67860, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67861	taxon_name_unified		Angiospermae	"{""id"": 67861, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67862	taxon_name_unified		Triticum aestivum	"{""id"": 67862, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67863	taxon_name_unified		Triticum aestivum	"{""id"": 67863, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67864	taxon_name_unified		Triticum aestivum	"{""id"": 67864, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67865	taxon_name_unified		Angiospermae	"{""id"": 67865, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67866	taxon_name_unified		Angiospermae	"{""id"": 67866, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67867	taxon_name_unified		Unknown	"{""id"": 67867, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67868	taxon_name_unified		Triticum aestivum	"{""id"": 67868, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67869	taxon_name_unified		Triticum aestivum	"{""id"": 67869, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67870	taxon_name_unified		Triticum aestivum	"{""id"": 67870, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67871	taxon_name_unified		Triticum aestivum	"{""id"": 67871, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67872	taxon_name_unified		Triticum aestivum	"{""id"": 67872, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67873	taxon_name_unified		Triticum aestivum	"{""id"": 67873, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67874	taxon_name_unified		Angiospermae	"{""id"": 67874, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67875	taxon_name_unified		Angiospermae	"{""id"": 67875, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67876	taxon_name_unified		Angiospermae	"{""id"": 67876, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67877	taxon_name_unified		Solanum tuberosum	"{""id"": 67877, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67878	taxon_name_unified		Angiospermae	"{""id"": 67878, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67879	taxon_name_unified		Triticum aestivum	"{""id"": 67879, ""taxon_name_unified"": null}"
field_data_unified_taxon_update	67880	taxon_name_unified		Triticum aestivum	"{""id"": 67880, ""taxon_name_unified"": null}"
