project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	suggested_latitude	suggested_longitude	issue
jbuf	65695	dbgi_001047	canonical	dbgi_001047		Bromus sterilis L.			7.1565943	46.79234	looks_swapped_ch_lat_lon	46.79234	7.1565943	coordinates_look_swapped_ch_lat_lon
jbuf	65696	dbgi_001129	canonical	dbgi_001129		Melica altissima L.			7.156592	46.79236	looks_swapped_ch_lat_lon	46.79236	7.156592	coordinates_look_swapped_ch_lat_lon
jbuf	65697	dbgi_001113	canonical	dbgi_001113		Elymus caninus (L.) L.			7.156578	46.792362	looks_swapped_ch_lat_lon	46.792362	7.156578	coordinates_look_swapped_ch_lat_lon
jbuf	65698	dbgi_001042	canonical	dbgi_001042		Avena sativa L.			7.1565685	46.792374	looks_swapped_ch_lat_lon	46.792374	7.1565685	coordinates_look_swapped_ch_lat_lon
jbuf	65699	dbgi_001055	canonical	dbgi_001055		Avena nuda L.			7.1565666	46.792377	looks_swapped_ch_lat_lon	46.792377	7.1565666	coordinates_look_swapped_ch_lat_lon
jbuf	65700	dbgi_001155	canonical	dbgi_001155		Avena fatua L.			7.156564	46.79238	looks_swapped_ch_lat_lon	46.79238	7.156564	coordinates_look_swapped_ch_lat_lon
jbuf	65701	dbgi_001006	canonical	dbgi_001006		Panicum virgatum L.			7.1567116	46.79224	looks_swapped_ch_lat_lon	46.79224	7.1567116	coordinates_look_swapped_ch_lat_lon
jbuf	65702	dbgi_001154	canonical	dbgi_001154		Pennisetum glaucum (L.) R. Br.			7.1566987	46.79224	looks_swapped_ch_lat_lon	46.79224	7.1566987	coordinates_look_swapped_ch_lat_lon
jbuf	65703	dbgi_001167	canonical	dbgi_001167		Zea mexicana (Schrad.) Post et Kuntze subsp. mexicana			7.156693	46.792244	looks_swapped_ch_lat_lon	46.792244	7.156693	coordinates_look_swapped_ch_lat_lon
jbuf	65704	dbgi_001172	canonical	dbgi_001172		Zea mays L. convar. mays 'Mergoscia'			7.1566873	46.792248	looks_swapped_ch_lat_lon	46.792248	7.1566873	coordinates_look_swapped_ch_lat_lon
jbuf	65705	dbgi_001170	canonical	dbgi_001170		Zea mays convar. microsperma Koern.			7.1566825	46.792248	looks_swapped_ch_lat_lon	46.792248	7.1566825	coordinates_look_swapped_ch_lat_lon
jbuf	65706	dbgi_001168	canonical	dbgi_001168		Zea mays convar. saccharata Krn.			7.1566787	46.79225	looks_swapped_ch_lat_lon	46.79225	7.1566787	coordinates_look_swapped_ch_lat_lon
jbuf	65707	dbgi_000545	canonical	dbgi_000545		Sorghum saccharatum convar. technicum (Koern.) Tzvelev			7.1566744	46.792255	looks_swapped_ch_lat_lon	46.792255	7.1566744	coordinates_look_swapped_ch_lat_lon
jbuf	65708	dbgi_001164	canonical	dbgi_001164		Echinochloa crus-galli (L.) P. Beauv.			7.1566696	46.79226	looks_swapped_ch_lat_lon	46.79226	7.1566696	coordinates_look_swapped_ch_lat_lon
jbuf	65709	dbgi_001180	canonical	dbgi_001180		Digitaria sanguinalis (L.) Scop.			7.1566763	46.792263	looks_swapped_ch_lat_lon	46.792263	7.1566763	coordinates_look_swapped_ch_lat_lon
