project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	issues
jbuf	65719	dbgi_001122	canonical	dbgi_001122		Avena sterilis L. s.l.			7.1565614	46.79238	looks_swapped_ch_lat_lon	missing_date
jbuf	65720	dbgi_000929	canonical	dbgi_000929		Avena strigosa Schreb.			7.15656	46.792385	looks_swapped_ch_lat_lon	missing_date
jbuf	65721	dbgi_001239	canonical	dbgi_001239		Fumaria officinalis subsp. wirtgenii (W.D.J. Koch) Arcang.			7.1565003	46.79241	looks_swapped_ch_lat_lon	missing_date
jbuf	65722	dbgi_001237	canonical	dbgi_001237		aaunknown			7.1564975	46.79242	looks_swapped_ch_lat_lon	missing_date
jbuf	65723	dbgi_001226	canonical	dbgi_001226		Corydalis lutea (L.) DC.			7.156485	46.792423	looks_swapped_ch_lat_lon	missing_date
jbuf	65724	dbgi_001241	canonical	dbgi_001241		Corydalis flexuosa Franch.			7.1564846	46.79243	looks_swapped_ch_lat_lon	missing_date
jbuf	65725	dbgi_001227	canonical	dbgi_001227		aaunknown			7.1564837	46.792435	looks_swapped_ch_lat_lon	missing_date
jbuf	65726	dbgi_001240	canonical	dbgi_001240		Argemone mexicana L.			7.1564937	46.792442	looks_swapped_ch_lat_lon	missing_date
jbuf	65727	dbgi_001223	canonical	dbgi_001223		Lamprocapnos spectabilis (L.) Fukuhara			7.1564856	46.79244	looks_swapped_ch_lat_lon	missing_date
jbuf	65728	dbgi_001040	canonical	dbgi_001040		aaunknown			7.156489	46.792446	looks_swapped_ch_lat_lon	missing_date
jbuf	65729	dbgi_001248	canonical	dbgi_001248		Chelidonium majus L.			7.156492	46.792454	looks_swapped_ch_lat_lon	missing_date
jbuf	65730	dbgi_001224	canonical	dbgi_001224		Glaucium flavum Crantz			7.156492	46.792465	looks_swapped_ch_lat_lon	missing_date
jbuf	65731	dbgi_001233	canonical	dbgi_001233		Papaver atlanticum (Ball) Coss.			7.1564946	46.792484	looks_swapped_ch_lat_lon	missing_date
jbuf	65732	dbgi_001232	canonical	dbgi_001232		Eschscholzia californica Cham.			7.156498	46.792503	looks_swapped_ch_lat_lon	missing_date
