filename,injection,file_type,sample_id,container_id,ATTRIBUTE_Species,genus,family,NCBITaxonomy_ID,Ionization.mode,organ,is_wild,collector,latitude,longitude,x_coord,y_coord,date_created
250404_ML_Metabo_DDA_sample_201_nr8.mzML,201,sample,dbgi_003755,dbgi_003755_01_01,NA,NA,NA,NA,NA,Leaf,0,Mazzarine Laboureau,46.99961,6.9336824,2561595.2,1205519,2025-03-04T13:03:39.597Z
250404_ML_Metabo_DDA_sample_202_nr8.mzML,202,sample,dbgi_003637,dbgi_003637_01_01,Doellingeria umbellata,Doellingeria,Asteraceae,72927,positive,Leaf,1,Mazzarine Laboureau,46.999527,6.9339113,2561612.8,1205509.5,2025-03-04T13:03:46.403Z
250404_ML_Metabo_DDA_sample_203_nr8.mzML,203,sample,dbgi_003791,dbgi_003791_01_01,Cistus populifolius,Cistus,Cistaceae,335177,positive,Leaf,0,Mazzarine Laboureau,46.999775,6.9337873,2561603.2,1205537.4,2025-03-04T13:03:38.325Z
250404_ML_Metabo_DDA_sample_204_nr8.mzML,204,sample,dbgi_003279,dbgi_003279_01_01,Erodium manescavi,Erodium,Geraniaceae,337390,positive,Leaf,0,Mazzarine Laboureau,46.999874,6.9346094,2561666,1205547.8,2025-03-04T13:03:35.469Z
250404_ML_Metabo_DDA_sample_205_nr8.mzML,205,sample,dbgi_003449,dbgi_003449_01_01,Iris sibirica,Iris,Iridaceae,198826,positive,Leaf,0,Mazzarine Laboureau,46.999954,6.9346576,2561669.8,1205556.6,2025-03-04T13:03:29.915Z
250404_ML_Metabo_DDA_sample_206_nr8.mzML,206,sample,dbgi_003266,dbgi_003266_01_01,Erinacea anthyllis,Erinacea,Fabaceae,70292,positive,Leaf,0,Mazzarine Laboureau,46.99988,6.9346395,2561668.2,1205548.6,2025-03-04T13:03:35.382Z
250404_ML_Metabo_DDA_sample_207_nr8.mzML,207,sample,dbgi_003745,dbgi_003745_01_01,Eryngium planum,Eryngium,Apiaceae,43071,positive,Leaf,0,Mazzarine Laboureau,46.999508,6.9339347,2561614.2,1205507.5,2025-03-04T13:03:46.167Z
250404_ML_Metabo_DDA_sample_208_nr8.mzML,208,sample,dbgi_003591,dbgi_003591_01_01,Linaria genistifolia,Linaria,Plantaginaceae,309346,positive,Leaf,1,Mazzarine Laboureau,46.999622,6.933682,2561595.2,1205520.2,2025-03-04T13:03:39.645Z
250404_ML_Metabo_DDA_sample_209_nr8.mzML,209,sample,dbgi_003427,dbgi_003427_01_01,Cytisus hirsutus,Cytisus,Fabaceae,1211454,positive,Leaf,0,Mazzarine Laboureau,46.999825,6.9345307,2561660,1205542.4,2025-03-04T13:03:36.738Z
250404_ML_Metabo_DDA_sample_210_nr8.mzML,210,sample,dbgi_003481,dbgi_003481_01_01,Hormathophylla spinosa,Hormathophylla,Brassicaceae,283749,positive,Leaf,0,Mazzarine Laboureau,46.999805,6.9344287,2561652.2,1205540.5,2025-03-04T13:03:36.229Z
250404_ML_Metabo_DDA_sample_211_nr8.mzML,211,sample,dbgi_003482,dbgi_003482_01_01,Festuca gautieri,Festuca,Poaceae,145844,positive,Leaf,0,Mazzarine Laboureau,46.999783,6.934452,2561654,1205537.6,2025-03-04T13:03:36.443Z
250404_ML_Metabo_DDA_sample_212_nr8.mzML,212,sample,dbgi_003863,dbgi_003863_01_01,Bupleurum fruticosum,Bupleurum,Apiaceae,48103,positive,Leaf,0,Mazzarine Laboureau,46.999786,6.9338384,2561607.2,1205538.8,2025-03-04T13:03:38.159Z
250404_ML_Metabo_DDA_sample_213_nr8.mzML,213,sample,dbgi_002212,dbgi_002212_01_01,Glechoma hederacea,Glechoma,Lamiaceae,28509,positive,Leaf,0,Mazzarine Laboureau,47.000282,6.9352026,2561711.2,1205593,2025-03-04T13:01:27.952Z
250404_ML_Metabo_DDA_sample_214_nr8.mzML,214,sample,dbgi_003575,dbgi_003575_01_01,Aurinia saxatilis,Aurinia,Brassicaceae,169069,positive,Leaf,0,Mazzarine Laboureau,46.999676,6.9340553,2561623.8,1205526.1,2025-03-04T13:03:47.056Z
250404_ML_Metabo_DDA_sample_215_nr8.mzML,215,sample,dbgi_003960,dbgi_003960_01_01,Allium schoenoprasum,Allium,Amaryllidaceae,74900,positive,Leaf,1,Mazzarine Laboureau,46.99971,6.9344807,2561656,1205529.8,2025-03-04T13:03:43.928Z
250404_ML_Metabo_DDA_sample_216_nr8.mzML,216,sample,dbgi_003756,dbgi_003756_01_01,NA,NA,NA,NA,NA,Leaf,0,Mazzarine Laboureau,46.999615,6.9336653,2561594,1205519.6,2025-03-04T13:03:39.507Z
250404_ML_Metabo_DDA_sample_217_nr8.mzML,217,sample,dbgi_002232,dbgi_002232_01_01,Salvia sclarea,Salvia,Lamiaceae,38869,positive,Leaf,0,Mazzarine Laboureau,47.000305,6.935167,2561708.8,1205595.8,2025-03-04T13:01:28.511Z
250404_ML_Metabo_DDA_sample_218_nr8.mzML,218,sample,dbgi_003554,dbgi_003554_01_01,NA,NA,NA,NA,NA,Leaf,0,Mazzarine Laboureau,46.999626,6.9339848,2561618.2,1205520.8,2025-03-04T13:03:46.817Z
250404_ML_Metabo_DDA_sample_219_nr8.mzML,219,sample,dbgi_003530,dbgi_003530_01_01,Lomelosia graminifolia,Lomelosia,Caprifoliaceae,596804,positive,Leaf,0,Mazzarine Laboureau,47.00002,6.934778,2561679,1205564.1,2025-03-04T13:03:25.921Z
250404_ML_Metabo_DDA_sample_220_nr8.mzML,220,sample,dbgi_001940,dbgi_001940_01_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250404_ML_Metabo_DDA_sample_221_nr8.mzML,221,sample,dbgi_003393,dbgi_003393_01_01,NA,NA,NA,NA,NA,Leaf,0,Mazzarine Laboureau,46.999733,6.9340043,2561619.8,1205532.6,2025-03-04T13:03:40.357Z
250404_ML_Metabo_DDA_sample_222_nr8.mzML,222,sample,dbgi_003963,dbgi_003963_01_01,Aster lateriflorus,Aster,Compositae,41479,positive,Leaf,0,Mazzarine Laboureau,46.999523,6.933922,2561613.5,1205509.2,2025-03-04T13:03:46.342Z
250404_ML_Metabo_DDA_sample_223_nr8.mzML,223,sample,dbgi_003415,dbgi_003415_01_01,Gypsophila imbricata,Gypsophila,Caryophyllaceae,146094,positive,Leaf,1,Mazzarine Laboureau,46.999947,6.9349394,2561691,1205555.8,2025-03-04T13:03:30.939Z
250404_ML_Metabo_DDA_sample_224_nr8.mzML,224,sample,dbgi_003297,dbgi_003297_01_01,Helleborus argutifolius,Helleborus,Ranunculaceae,171909,positive,Leaf,0,Mazzarine Laboureau,46.999924,6.934711,2561673.8,1205553.4,2025-03-04T13:03:34.826Z
250404_ML_Metabo_DDA_sample_225_nr8.mzML,225,sample,dbgi_003370,dbgi_003370_01_01,Dictamnus albus,Dictamnus,Rutaceae,298346,positive,Leaf,0,Mazzarine Laboureau,47.00003,6.934724,2561674.8,1205565,2025-03-04T13:03:26.687Z
250404_ML_Metabo_DDA_sample_226_nr8.mzML,226,sample,dbgi_002228,dbgi_002228_01_01,Lamium album,Lamium,Lamiaceae,53159,positive,Leaf,0,Mazzarine Laboureau,47.00031,6.9351006,2561703.5,1205596.2,2025-03-04T13:03:21.073Z
250404_ML_Metabo_DDA_sample_227_nr8.mzML,227,sample,dbgi_002215,dbgi_002215_01_01,Hypericum perforatum,Hypericum,Hypericaceae,65561,positive,Leaf,0,Mazzarine Laboureau,47.000267,6.9349637,2561693.2,1205591.4,2025-03-04T13:03:24.708Z
250404_ML_Metabo_DDA_sample_228_nr8.mzML,228,sample,dbgi_003502,dbgi_003502_01_01,Triticum aestivum,Triticum,Poaceae,4565,positive,Leaf,1,Mazzarine Laboureau,46.999725,6.9340463,2561623,1205531.5,2025-03-04T13:03:41.739Z
250404_ML_Metabo_DDA_sample_229_nr8.mzML,229,sample,dbgi_002101,dbgi_002101_01_01,Ononis spinosa,Ononis,Fabaceae,58890,positive,Leaf,0,Mazzarine Laboureau,47.000248,6.9349384,2561691.2,1205589.1,2025-03-04T13:03:24.976Z
250404_ML_Metabo_DDA_sample_230_nr8.mzML,230,sample,dbgi_002031,dbgi_002031_01_01,Geum urbanum,Geum,Rosaceae,57919,positive,Leaf,0,Mazzarine Laboureau,47.000248,6.9351306,2561705.8,1205589.2,2025-03-04T13:03:23.582Z
250404_ML_Metabo_DDA_sample_231_nr8.mzML,231,sample,dbgi_007023,dbgi_007023_01_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250404_ML_Metabo_DDA_sample_232_nr8.mzML,232,sample,dbgi_003757,dbgi_003757_01_01,Teucrium polium,Teucrium,Lamiaceae,1117157,positive,Leaf,0,Mazzarine Laboureau,46.999634,6.933612,2561590,1205521.9,2025-03-04T13:03:39.095Z
250404_ML_Metabo_DDA_sample_233_nr8.mzML,233,sample,dbgi_003278,dbgi_003278_01_01,Draba aizoides,Draba,Brassicaceae,87302,positive,Leaf,0,Mazzarine Laboureau,46.999958,6.9348145,2561681.5,1205557.2,2025-03-04T13:03:32.948Z
250404_ML_Metabo_DDA_sample_234_nr8.mzML,234,sample,dbgi_003537,dbgi_003537_01_01,Asplenium ruta,Asplenium,Aspleniaceae,32071,positive,Leaf,0,Mazzarine Laboureau,46.99987,6.9346724,2561670.8,1205547.6,2025-03-04T13:03:35.000Z
250404_ML_Metabo_DDA_sample_235_nr8.mzML,235,sample,dbgi_003861,dbgi_003861_01_01,Teucrium flavum,Teucrium,Lamiaceae,53177,positive,Leaf,0,Mazzarine Laboureau,46.999638,6.9336042,2561589.2,1205522,2025-03-04T13:03:39.064Z
250404_ML_Metabo_DDA_sample_236_nr8.mzML,236,sample,dbgi_002229,dbgi_002229_01_01,NA,NA,NA,NA,NA,Leaf,0,Mazzarine Laboureau,46.9997,6.9339795,2561618,1205528.6,2025-03-04T13:03:40.146Z
250404_ML_Metabo_DDA_sample_237_nr8.mzML,237,sample,dbgi_003799,dbgi_003799_01_01,Diospyros lotus,Diospyros,Ebenaceae,55363,positive,Leaf,0,Mazzarine Laboureau,46.99973,6.9343743,2561648,1205531.8,2025-03-04T13:03:42.832Z
250404_ML_Metabo_DDA_sample_238_nr8.mzML,238,sample,dbgi_003773,dbgi_003773_01_01,Alcea rosea,Alcea,Malvaceae,65557,positive,Leaf,0,Mazzarine Laboureau,46.99973,6.934461,2561654.5,1205532,2025-03-04T13:03:43.353Z
250404_ML_Metabo_DDA_sample_239_nr8.mzML,239,sample,dbgi_003798,dbgi_003798_01_01,Pistacia lentiscus,Pistacia,Anacardiaceae,371726,positive,Leaf,0,Mazzarine Laboureau,46.99974,6.9337974000000004,2561604,1205533.2,2025-03-04T13:03:38.366Z
250404_ML_Metabo_DDA_sample_240_nr8.mzML,240,sample,dbgi_007059,dbgi_007059_01_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250404_ML_Metabo_DDA_sample_241_nr8.mzML,241,sample,dbgi_003258,dbgi_003258_01_01,Centranthus lecoqii,Centranthus,Caprifoliaceae,183941,positive,Leaf,0,Mazzarine Laboureau,46.999874,6.934514,2561658.8,1205547.8,2025-03-04T13:03:35.814Z
250404_ML_Metabo_DDA_sample_242_nr8.mzML,242,sample,dbgi_002198,dbgi_002198_01_01,Rosa moschata,Rosa,Rosaceae,74646,positive,Leaf,1,Mazzarine Laboureau,47.000305,6.9349623,2561693,1205595.5,2025-03-04T13:03:25.375Z
250404_ML_Metabo_DDA_sample_243_nr8.mzML,243,sample,dbgi_003522,dbgi_003522_01_01,Rosularia sempervivoides,Rosularia,Crassulaceae,91122,positive,Leaf,1,Mazzarine Laboureau,46.99995,6.9349523,2561692,1205556.2,2025-03-04T13:03:30.898Z
250404_ML_Metabo_DDA_sample_244_nr8.mzML,244,sample,dbgi_002113,dbgi_002113_01_01,Rosmarinus officinalis,Rosmarinus,Lamiaceae,39367,positive,Leaf,0,Mazzarine Laboureau,47.000294,6.9350796,2561702,1205594.1,2025-03-04T13:03:24.098Z
250404_ML_Metabo_DDA_sample_245_nr8.mzML,245,sample,dbgi_003672,dbgi_003672_01_01,Ampelopsis glandulosa,Ampelopsis,Vitaceae,345099,positive,Leaf,0,Mazzarine Laboureau,46.99963,6.9341626,2561631.8,1205521,2025-03-04T13:03:48.080Z
250404_ML_Metabo_DDA_sample_246_nr8.mzML,246,sample,dbgi_002202,dbgi_002202_01_01,Thymus serpyllum,Thymus,Lamiaceae,204219,positive,Leaf,0,Mazzarine Laboureau,47.00026,6.934928,2561690.5,1205590.5,2025-03-04T13:03:25.193Z
250404_ML_Metabo_DDA_sample_247_nr8.mzML,247,sample,dbgi_003453,dbgi_003453_01_01,Astragalus sempervirens,Astragalus,Fabaceae,1532287,positive,Leaf,0,Mazzarine Laboureau,46.999897,6.934751,2561676.8,1205550.2,2025-03-04T13:03:34.520Z
250404_ML_Metabo_DDA_sample_248_nr8.mzML,248,sample,dbgi_003746,dbgi_003746_01_01,Genista sylvestris,Genista,Fabaceae,238511,positive,Leaf,0,Mazzarine Laboureau,46.99971,6.93365,2561592.8,1205530.2,2025-03-04T13:03:38.876Z
250404_ML_Metabo_DDA_sample_249_nr8.mzML,249,sample,dbgi_001956,dbgi_001956_01_01,Daucus carota,Daucus,Apiaceae,4039,positive,Leaf,0,Mazzarine Laboureau,47.00027,6.9349256,2561690.2,1205591.9,2025-03-04T13:03:25.224Z
250404_ML_Metabo_DDA_sample_250_nr8.mzML,250,sample,dbgi_003514,dbgi_003514_01_01,Centranthus lecoqii,Centranthus,Caprifoliaceae,183941,positive,Leaf,0,Mazzarine Laboureau,46.999924,6.934614,2561666.2,1205553.4,2025-03-04T13:03:30.164Z
250404_ML_Metabo_DDA_sample_251_nr8.mzML,251,sample,dbgi_002057,dbgi_002057_01_01,Arnica montana,Arnica,Compositae,436207,positive,Leaf,1,Mazzarine Laboureau,47.000263,6.9349422,2561691.5,1205591,2025-03-04T13:03:24.858Z
250404_ML_Metabo_DDA_sample_252_nr8.mzML,252,sample,dbgi_002067,dbgi_002067_01_01,Parietaria officinalis,Parietaria,Urticaceae,13187,positive,Leaf,0,Mazzarine Laboureau,47.000313,6.9350934,2561703,1205596.5,2025-03-04T13:03:21.150Z
250404_ML_Metabo_DDA_sample_253_nr8.mzML,253,sample,dbgi_003389,dbgi_003389_01_01,Teucrium montanum,Teucrium,Lamiaceae,1000430,positive,Leaf,0,Mazzarine Laboureau,46.999805,6.934352,2561646.2,1205540.5,2025-03-04T13:03:36.192Z
250407_ML_Metabo_DDA_QC4_1_nr8.mzML,NA,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250407_ML_Metabo_DDA_QC4_2_nr8.mzML,NA,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250407_ML_Metabo_DDA_QC4_3_nr8.mzML,NA,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250407_ML_Metabo_DDA_QC4_4_nr8.mzML,NA,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250407_ML_Metabo_DDA_QC4_5_nr8.mzML,NA,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250407_ML_Metabo_DDA_QC4_6_nr8.mzML,NA,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250407_ML_Metabo_DDA_QC4_7_nr8.mzML,NA,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250407_ML_Metabo_DDA_sample_252b_nr8.mzML,252,sample,dbgi_002067,dbgi_002067_01_01,Parietaria officinalis,Parietaria,Urticaceae,13187,positive,Leaf,0,Mazzarine Laboureau,47.000313,6.9350934,2561703,1205596.5,2025-03-04T13:03:21.150Z
250407_ML_Metabo_DDA_sample_253b_nr8.mzML,253,sample,dbgi_003389,dbgi_003389_01_01,Teucrium montanum,Teucrium,Lamiaceae,1000430,positive,Leaf,0,Mazzarine Laboureau,46.999805,6.934352,2561646.2,1205540.5,2025-03-04T13:03:36.192Z
250407_ML_Metabo_DDA_sample_254_nr8.mzML,254,sample,dbgi_003850,dbgi_003850_01_01,Mentha suaveolens,Mentha,Lamiaceae,38860,positive,Leaf,0,Mazzarine Laboureau,46.99975,6.933729,2561599,1205534.4,2025-03-04T13:03:38.691Z
250407_ML_Metabo_DDA_sample_255_nr8.mzML,255,sample,dbgi_003556,dbgi_003556_01_01,Aronia melanocarpa,Aronia,Rosaceae,661339,positive,Leaf,0,Mazzarine Laboureau,46.999725,6.934383,2561648.8,1205531.2,2025-03-04T13:03:42.862Z
250407_ML_Metabo_DDA_sample_256_nr8.mzML,256,sample,dbgi_003553,dbgi_003553_02_01,Jasminum grandiflorum,Jasminum,Oleaceae,389181,positive,Leaf,1,Mazzarine Laboureau,46.99969,6.934442,2561653,1205527.8,2025-03-04T13:03:44.014Z
250407_ML_Metabo_DDA_sample_257_nr8.mzML,257,sample,dbgi_003423,dbgi_003423_01_01,Zanthoxylum bungeanum,Zanthoxylum,Rutaceae,328401,positive,Leaf,0,Mazzarine Laboureau,47.000107,6.934299,2561642.5,1205574,2025-03-04T13:03:37.152Z
250407_ML_Metabo_DDA_sample_258_nr8.mzML,258,sample,dbgi_002083,dbgi_002083_01_01,Gentiana dinarica,Gentiana,Gentianaceae,49944,positive,Leaf,0,Mazzarine Laboureau,46.99988,6.9347944,2561680,1205548.8,2025-03-04T13:03:33.932Z
250407_ML_Metabo_DDA_sample_259_nr8.mzML,259,sample,dbgi_002145,dbgi_002145_01_01,Corylus avellana,Corylus,Betulaceae,13451,positive,Leaf,0,Mazzarine Laboureau,47.00027,6.935173,2561709,1205591.9,2025-03-04T13:03:23.728Z
250407_ML_Metabo_DDA_sample_260_nr8.mzML,260,sample,dbgi_003605,dbgi_003605_01_01,Geranium macrorrhizum,Geranium,Geraniaceae,28963,positive,Leaf,0,Mazzarine Laboureau,46.999718,6.934496,2561657.2,1205530.5,2025-03-04T13:03:43.899Z
250407_ML_Metabo_DDA_sample_261_nr8.mzML,261,sample,dbgi_003800,dbgi_003800_01_01,Festuca avina,Festuca,Poaceae,4605,positive,Leaf,1,Mazzarine Laboureau,46.99952,6.9344234,2561651.5,1205508.5,2025-03-04T13:03:45.711Z
250407_ML_Metabo_DDA_sample_262_nr8.mzML,262,sample,dbgi_002110,dbgi_002110_01_01,Pimpinella anisum,Pimpinella,Apiaceae,271192,positive,Leaf,0,Mazzarine Laboureau,47.000267,6.935011,2561696.8,1205591.2,2025-03-04T13:03:24.436Z
250407_ML_Metabo_DDA_sample_263_nr8.mzML,263,sample,dbgi_002060,dbgi_002060_01_01,Aquilegia vulgaris,Aquilegia,Ranunculaceae,3451,positive,Leaf,0,Mazzarine Laboureau,47.000267,6.935197,2561711,1205591.1,2025-03-04T13:03:23.783Z
250407_ML_Metabo_DDA_sample_264_nr8.mzML,264,sample,dbgi_003496,dbgi_003496_01_01,Tilia tomentosa,Tilia,Malvaceae,121718,positive,Leaf,0,Mazzarine Laboureau,47.00005,6.934508,2561658.2,1205567.6,2025-03-04T13:03:37.354Z
250407_ML_Metabo_DDA_sample_265_nr8.mzML,265,sample,dbgi_003783,dbgi_003783_01_01,Chamaerops humilis,Chamaerops,Arecaceae,54446,positive,Leaf,0,Mazzarine Laboureau,46.99976,6.933879,2561610.2,1205535.4,2025-03-04T13:03:38.010Z
250407_ML_Metabo_DDA_sample_266_nr8.mzML,266,sample,dbgi_002174,dbgi_002174_01_01,Anchusa officinalis,Anchusa,Boraginaceae,89630,positive,Leaf,0,Mazzarine Laboureau,47.000263,6.935111,2561704.5,1205591,2025-03-04T13:03:23.368Z
250407_ML_Metabo_DDA_sample_267_nr8.mzML,267,sample,dbgi_002002,dbgi_002002_01_01,Anthyllis vulneraria,Anthyllis,Fabaceae,118891,positive,Leaf,0,Mazzarine Laboureau,47.00024,6.934922,2561690,1205588.6,2025-03-04T13:03:25.034Z
250407_ML_Metabo_DDA_sample_268_nr8.mzML,268,sample,dbgi_002070,dbgi_002070_01_01,Inula helenium,Inula,Compositae,55635,positive,Leaf,0,Mazzarine Laboureau,47.00027,6.93519,2561710.5,1205591.9,2025-03-04T13:03:23.696Z
250407_ML_Metabo_DDA_sample_269_nr8.mzML,269,sample,dbgi_003685,dbgi_003685_01_01,Mentha piperita,Mentha,Lamiaceae,34256,positive,Leaf,1,Mazzarine Laboureau,46.99974,6.9345946,2561664.8,1205533,2025-03-04T13:03:44.785Z
250407_ML_Metabo_DDA_sample_270_nr8.mzML,270,sample,dbgi_003558,dbgi_003558_01_01,Geranium thunbergii,Geranium,Geraniaceae,345239,positive,Leaf,1,Mazzarine Laboureau,46.99961,6.933966,2561616.8,1205518.8,2025-03-04T13:03:46.758Z
250407_ML_Metabo_DDA_sample_271_nr8.mzML,271,sample,dbgi_002147,dbgi_002147_01_01,Hieracium pilosella,Hieracium,Compositae,221204,positive,Leaf,0,Mazzarine Laboureau,47.000282,6.93498,2561694.5,1205593.2,2025-03-04T13:03:24.620Z
250407_ML_Metabo_DDA_sample_272_nr8.mzML,272,sample,dbgi_007019,dbgi_007019_01_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250407_ML_Metabo_DDA_sample_273_nr8.mzML,273,sample,dbgi_003646,dbgi_003646_01_01,Phaseolus vulgaris,Phaseolus,Fabaceae,3885,positive,Leaf,1,Mazzarine Laboureau,46.999752,6.9342184,2561636.2,1205534.5,2025-03-04T13:03:42.574Z
250407_ML_Metabo_DDA_sample_273b_nr8.mzML,273,sample,dbgi_003646,dbgi_003646_01_01,Phaseolus vulgaris,Phaseolus,Fabaceae,3885,positive,Leaf,1,Mazzarine Laboureau,46.999752,6.9342184,2561636.2,1205534.5,2025-03-04T13:03:42.574Z
250407_ML_Metabo_DDA_sample_274_nr8.mzML,274,sample,dbgi_002193,dbgi_002193_01_01,Thymus pulegioides,Thymus,Lamiaceae,751873,positive,Leaf,0,Mazzarine Laboureau,47.000015,6.9346333,2561667.8,1205563.6,2025-03-04T13:03:27.026Z
250407_ML_Metabo_DDA_sample_275_nr8.mzML,275,sample,dbgi_003505,dbgi_003505_01_01,Galium verum,Galium,Rubiaceae,462873,positive,Leaf,0,Mazzarine Laboureau,46.999542,6.9338474,2561607.8,1205511.2,2025-03-04T13:03:41.358Z
250407_ML_Metabo_DDA_sample_276_nr8.mzML,276,sample,dbgi_002103,dbgi_002103_01_01,Helleborus foetidus,Helleborus,Ranunculaceae,46996,positive,Leaf,0,Mazzarine Laboureau,47.000294,6.935197,2561711,1205594.1,2025-03-04T13:01:28.026Z
250407_ML_Metabo_DDA_sample_277_nr8.mzML,277,sample,dbgi_002080,dbgi_002080_01_01,Potentilla reptans,Potentilla,Rosaceae,57933,positive,Leaf,0,Mazzarine Laboureau,47.00033,6.935162,2561708.2,1205598.4,2025-03-04T13:03:21.369Z
250407_ML_Metabo_DDA_sample_278_nr8.mzML,278,sample,dbgi_002211,dbgi_002211_01_01,Hedera helix,Hedera,Araliaceae,4052,positive,Leaf,0,Mazzarine Laboureau,47.00029,6.9351807,2561709.8,1205594,2025-03-04T13:01:28.131Z
250407_ML_Metabo_DDA_sample_279_nr8.mzML,279,sample,dbgi_003302,dbgi_003302_01_01,Berteroa incana,Berteroa,Brassicaceae,228874,positive,Leaf,1,Mazzarine Laboureau,46.9999,6.9348392,2561683.5,1205550.6,2025-03-04T13:03:33.785Z
250407_ML_Metabo_DDA_sample_280_nr8.mzML,280,sample,dbgi_003877,dbgi_003877_01_01,NA,NA,NA,NA,NA,Leaf,0,Mazzarine Laboureau,46.99967,6.93392,2561613.5,1205525.1,2025-03-04T13:03:42.254Z
250407_ML_Metabo_DDA_sample_281_nr8.mzML,281,sample,dbgi_002077,dbgi_002077_01_01,Cichorium intybus,Cichorium,Compositae,13427,positive,Leaf,0,Mazzarine Laboureau,47.000317,6.9351053,2561704,1205597,2025-03-04T13:03:21.257Z
250407_ML_Metabo_DDA_sample_282_nr8.mzML,282,sample,dbgi_003353,dbgi_003353_01_01,Silene saxifraga,Silene,Caryophyllaceae,39912,positive,Leaf,0,Mazzarine Laboureau,46.999954,6.9346623,2561670,1205556.9,2025-03-04T13:03:29.446Z
250407_ML_Metabo_DDA_sample_283_nr8.mzML,283,sample,dbgi_003810,dbgi_003810_01_01,NA,NA,NA,NA,NA,Leaf,0,Mazzarine Laboureau,46.999615,6.9336376,2561591.8,1205519.4,2025-03-04T13:03:39.467Z
250407_ML_Metabo_DDA_sample_284_nr8.mzML,284,sample,dbgi_002020,dbgi_002020_01_01,Rosa sempervirens,Rosa,Rosaceae,136999,positive,Leaf,1,Mazzarine Laboureau,47.000275,6.9348435,2561684,1205592.2,2025-03-04T13:03:25.558Z
250407_ML_Metabo_DDA_sample_285_nr8.mzML,285,sample,dbgi_003661,dbgi_003661_01_01,Vernonia gigantea,Vernonia,Asteraceae,211149,positive,Leaf,1,Mazzarine Laboureau,46.99953,6.9339113,2561612.8,1205510,2025-03-04T13:03:46.431Z
250407_ML_Metabo_DDA_sample_286_nr8.mzML,286,sample,dbgi_001941,dbgi_001941_01_01,NA,NA,NA,NA,NA,Leaf,0,Mazzarine Laboureau,47.000225,6.934946,2561691.8,1205586.8,2025-03-04T13:03:22.419Z
250407_ML_Metabo_DDA_sample_287_nr8.mzML,287,sample,dbgi_003819,dbgi_003819_01_01,Nassella tenuissima,Nassella,Poaceae,399653,positive,Leaf,1,Mazzarine Laboureau,46.999645,6.9336267,2561591,1205523,2025-03-04T13:03:39.936Z
250407_ML_Metabo_DDA_sample_288_nr8.mzML,288,sample,dbgi_002006,dbgi_002006_01_01,NA,NA,NA,NA,NA,Leaf,0,Mazzarine Laboureau,47.000195,6.934992,2561695.2,1205583.1,2025-03-04T13:03:23.505Z
250407_ML_Metabo_DDA_sample_289_nr8.mzML,289,sample,dbgi_003624,dbgi_003624_01_01,Allium sativum,Allium,Amaryllidaceae,4682,positive,Leaf,1,Mazzarine Laboureau,46.99972,6.9343734,2561648,1205531.1,2025-03-04T13:03:42.801Z
250407_ML_Metabo_DDA_sample_290_nr8.mzML,290,sample,dbgi_002030,dbgi_002030_01_01,Armoracia rusticana,Armoracia,Brassicaceae,3704,positive,Leaf,0,Mazzarine Laboureau,47.000282,6.935011,2561696.8,1205593,2025-03-04T13:03:24.531Z
250407_ML_Metabo_DDA_sample_291_nr8.mzML,291,sample,dbgi_003640,dbgi_003640_01_01,Lonicera etrusca,Lonicera,Caprifoliaceae,245821,positive,Leaf,0,Mazzarine Laboureau,46.999474,6.9339223,2561613.5,1205503.5,2025-03-04T13:03:46.079Z
250407_ML_Metabo_DDA_sample_292_nr8.mzML,292,sample,dbgi_002177,dbgi_002177_01_01,Syringa vulgaris,Syringa,Oleaceae,34270,positive,Leaf,1,Mazzarine Laboureau,47.00028,6.934824,2561682.5,1205592.6,2025-03-04T13:03:25.492Z
250407_ML_Metabo_DDA_sample_293_nr8.mzML,293,sample,dbgi_001968,dbgi_001968_01_01,Ferula assa,Ferula,Apiaceae,52470,positive,Leaf,0,Mazzarine Laboureau,47.000282,6.935027,2561698,1205593.1,2025-03-04T13:03:24.348Z
250407_ML_Metabo_DDA_sample_294_nr8.mzML,294,sample,dbgi_003841,dbgi_003841_01_01,Phlomis fruticosa,Phlomis,Lamiaceae,543981,positive,Leaf,0,Mazzarine Laboureau,46.99974,6.9337554,2561601,1205533.5,2025-03-04T13:03:38.625Z
